id,Title,Director,Vote_Average,Genre,Year,Original_Language,Overview,Poster_Url,Trailer,Price
3615,"Hudson Hawk, o Falcão Está à Solta",Michael Lehmann,5.7,Ação,1991,Inglês,Um ex-presidário é chantageado por um casal rico para descobrir os detalhes da alquimia de Leonardo da Vinci.,https://image.tmdb.org/t/p/w500/60Pnz4psjEUEAoFdBO6NT7GLEV9.jpg,https://www.youtube.com/watch?v=5xrVwG3AsPs,19
3616,A Hora do Pesadelo 6: Pesadelo Final - A Morte de Freddy,Rachel Talalay,5.3,Terror,1991,Inglês,"Justamente quando você achava que estaria a salvo indo dormir, Freddy Krueger retorna para assombrar seus sonhos e congelar seu sangue! Maggie Burroughs é uma garota psicologicamente atormentada por pesadelos recorrentes. Até que ela encontra um outro paciente com os mesmos sonhos horripilantes. Lisa, então, decide procurar por respostas, e acaba chegando à casa da rua Elm – onde um Mal que desafia o além-túmulo está prestes a derramar-se sobre o mundo.",https://image.tmdb.org/t/p/w500/7KP3ulHxEGo2fOGosmRsPoyPha0.jpg,https://www.youtube.com/watch?v=kBQYJwZMfhA,14
3617,Garotos de Programa,Gus Van Sant,7.1,Drama,1991,Inglês,Dois jovens vivem nas ruas de Portland no meio das drogas e da prostituição. Scott só quer envergonhar sua família. Mike sofre de narcolepsia e é apaixonado por Scott. Eles decidem viajar para a Itália em busca da mãe perdida de Mike.,https://image.tmdb.org/t/p/w500/8I2bwCm6YiWfRIwwRZKnkfnXoVQ.jpg,https://www.youtube.com/watch?v=t2Xnv2nV0lI,19
3618,Delicatessen,Jean-Pierre Jeunet,7.3,Comédia,1991,Francês,"Num mundo pós-apocalíptico em que a comida é a principal moeda de troca, Louison (Dominique Pinon), um ex-palhaço, arranja um emprego no prédio que abriga o açougue Delicatessen. Instalado na pensão do andar superior, o novo funcionário acaba se envolvendo com a violoncelista Julie (Marie-Laure Dougnac), filha do sanguinário açougueiro Clapet (Jean-Claude Dreyfus). Perseguido, o rapaz precisa escapar do pai ciumento e dos demais moradores do prédio, que têm planos macabros para sua carne.",https://image.tmdb.org/t/p/w500/75qcR7lvj6TFNzYQ4MSXD6dBwpv.jpg,https://www.youtube.com/watch?v=GVL5_I4CvTc,14
3619,O Pai da Noiva,Charles Shyer,6.5,Comédia,1991,Inglês,"George Banks (Steve Martin) é um pai de família casado com Nina (Diane Keaton). Ele sofre uma crise de ciúmes quando descobre que sua filha Annie (Williams) e o namorado vão se casar. Durante a festa de noivado e os preparativos para o grande dia, o homem vai criar mil e uma confusões para não perder de uma única vez a sua filha.",https://image.tmdb.org/t/p/w500/5eoRFcvC2TCDKLv8MFF8remLdzS.jpg,https://www.youtube.com/watch?v=qAMYbV20_fA,20
3620,Mistérios e Paixões,David Cronenberg,7.0,Crime,1991,Inglês,Um exterminador de insetos que usa seus inseticidas para se drogar acredita ser um agente do governo que deve se juntar à uma organização secreta após ter acidentalmente matado sua esposa. Baseado no cultuado livro de William S. Burroughs.,https://image.tmdb.org/t/p/w500/vgXK199iPFVzfKxfFEAQyWirT1A.jpg,https://www.youtube.com/watch?v=_bgrNm7rdeo,19
3621,O Pescador de Ilusões,Terry Gilliam,7.3,Comédia,1991,Inglês,"Locutor de rádio larga o ofício, traumatizado após ouvinte matar várias pessoas num bar porque seguiu seus conselhos num programa. É quando encontra ex-professor que, com a morte da esposa justamente naquele bar, torna-se um mendigo insano que procura pelo Santo Graal.",https://image.tmdb.org/t/p/w500/iRNXLICDGSBDcLMSw9NkHfRdIDa.jpg,https://www.youtube.com/watch?v=E65wgbFGGeM,12
3622,Jornada nas Estrelas VI: A Terra Desconhecida,Nicholas Meyer,7.0,Ficção científica,1991,Inglês,"Após a explosão da lua Praxis, os klingons são obrigados a propor um acordo de paz para garantir a sobrevivência de sua espécie. A tripulação da Enterprise é convocada a escoltar a missão diplomática klingoniana até o local a reunião, mas a nave klingon é atacada e o seu chanceler acaba sendo morto. E tudo indica que o ataque partiu justamente da Enterprise.",https://image.tmdb.org/t/p/w500/xOIRuEWq2otcK6pGGntBGIKquC9.jpg,https://www.youtube.com/watch?v=RYA2q2Sm_Jo,10
3623,Bill & Ted: Dois Loucos no Tempo,Peter Hewitt,6.3,Aventura,1991,Inglês,"Califórnia, 2691. Gênio do mal decide acabar com a duradoura paz mundial e resolve mandar exterminadores para acabar com a origem da ideologia pacifista então reinante: a dupla de roqueiros Bill e Ted, que deve ser morta e substituída por robôs.",https://image.tmdb.org/t/p/w500/3tn2TOWg3YZTYSh0XlKZ9DtbMoT.jpg,https://www.youtube.com/watch?v=4JByLawP4tw,16
3624,Mediterrâneo,Gabriele Salvatores,7.6,Comédia,1991,Italiano,"Durante a II Grande Guerra, com a missão de defender o lugar contra uma possível invasão inimiga, um punhado de soldados é deixado numa pequena ilha do mar da Grécia. Mas, o vilarejo parece abandonado e como não tem nenhum único inimigo a vista os soldados aproveitam o tempo para relaxar um pouco. Porém, a ilha não está deserta e quando os habitantes do local percebem que os soldados italianos são inofensivos, saem de seus esconderijos nas montanhas para dar seqüência a suas pacíficas vidas. Portanto, logo os soldados descobrem que serem deixados para trás em uma paradisíaca ilha grega esquecida por Deus, não é uma coisa tão ruim assim...",https://image.tmdb.org/t/p/w500/cVsl8PKcdGj1AsP9qwiIvf38JJH.jpg,https://www.youtube.com/watch?v=Mzy6dTrIVN8,14
3625,Johnny Stecchino,Roberto Benigni,7.3,Comédia,1991,Italiano,A namorada de um mafioso siciliano jurado de morte arruma um dublê para se passar pelo amado.,https://image.tmdb.org/t/p/w500/im7KfvlvYf8Grlemc9lOMqgt4cG.jpg,https://www.youtube.com/watch?v=iiM-r6OHpJc,13
3626,Aladdin,John Musker,7.7,Animação,1992,Inglês,"Após o sultão ordenar que sua filha, a princesa Jasmine, ache um marido rapidamente, ela foge do palácio. Jasmine encontra um tipo meio malandro, Aladdin, que conquista seu coração. Porém ambos são achados pelos guardas de Jafar, o vizir do sultão. Jafar criou um feitiço para dominar o sultão, se casar com Jasmine e se tornar ele mesmo o sultão. Além disto finge que cometeu um engano e mandou decapitar Aladdin, que na verdade está vivo, pois Jafar precisa dele para conseguir uma lâmpada mágica, que é a morada de um poderoso gênio. Mas o plano de Jafar falha, pois Aladdin fica com a lâmpada graças a intervenção de um pequeno macaco, Abu, seu fiel mascote. Quando descobre que há na lâmpada um gênio poderoso, que pode se transformar em qualquer pessoa ou coisa e que lhe concederá três desejos, Aladdin planeja usá-los para conquistar Jasmine, sem imaginar que Jafar é um diabólico inimigo, que precisa ser detido.",https://image.tmdb.org/t/p/w500/qYB8MwE6AgLFe5ruBUmPA0RWRPY.jpg,https://www.youtube.com/watch?v=eTjHiQKJUDY,15
3627,Questão de Honra,Rob Reiner,7.5,Drama,1992,Inglês,"Após um soldado morrer acidentalmente em uma base militar, depois de ter sido atacado por dois colegas da corporação, surge a forte suspeita de ter existido um ""alerta vermelho"", uma espécie de punição extra-oficial na qual um oficial ordena a subordinados seus que castiguem um soldado que não tenha se comportado corretamente. Quando o caso chega aos tribunais, um jovem advogado (Tom Cruise) resolve não fazer nenhum tipo de acordo e tentar descobrir a verdade.",https://image.tmdb.org/t/p/w500/cPSZgOjUA8WJoFw3K6KX0qiZYdJ.jpg,https://www.youtube.com/watch?v=iIaAL7JTEgE,13
3628,Instinto Selvagem,Paul Verhoeven,6.9,Thriller,1992,Inglês,"Em São Francisco, um detetive de polícia trabalha em uma série de homicídios envolvendo um picador de gelo. Conforme a investigação avança, ele se apaixona pela principal suspeita, uma romancista sedutora cujo livro recente também conta com um assassino que mata suas vítimas com um picador de gelo.",https://image.tmdb.org/t/p/w500/gC1QF3vCkbcqKJjzYfQcz01zEC4.jpg,https://www.youtube.com/watch?v=ilHcUTydCrs,16
3629,Cães de Aluguel,Quentin Tarantino,8.1,Crime,1992,Inglês,"Seis homens, completamente estranhos uns aos outros, realizam um roubo de diamantes que dá errado e vira uma emboscada sangrenta. Quando os bandidos restantes se reúnem no ponto de encontro combinado, começam a suspeitar que um deles é um policial disfarçado. Mas qual deles?",https://image.tmdb.org/t/p/w500/3Y33i4WPUd1NCdr7XZ3i1Cct9Jr.jpg,https://www.youtube.com/watch?v=MwH2kVRWn8o,10
3630,Batman: O Retorno,Tim Burton,6.9,Ação,1992,Inglês,"O monstruoso Pinguim, que vive nos arredores de Gotham, se junta ao diabólico empresário Max Shreck para vencer Batman de uma vez por todas. Porém, a secretária de Shreck, Selina Kyle, descobre os planos e se transforma na irresistível Mulher Gato que se alia na destruição de Batman.",https://image.tmdb.org/t/p/w500/trmToqPh8XYS6tzI2Nmv5ctfuSI.jpg,https://www.youtube.com/watch?v=repBHGIny0c,16
3631,Esqueceram de Mim 2: Perdido em Nova York,Chris Columbus,6.8,Comédia,1992,Inglês,"Garoto se vê novamente sozinho, quando em virtude de uma confusão no aeroporto que fez com que ele ao invés de embarcar com a família para a Flórida partisse sozinho para Nova York. Mas como tinha o cartão de crédito do pai, ele se hospeda no melhor hotel da cidade, mas também encontra os dois ladrões que tinha enfrentado no passado e que agora planejam se vingar dele.",https://image.tmdb.org/t/p/w500/6s8Xy1HMPa0FAZIFu2J4V4HUDeC.jpg,https://www.youtube.com/watch?v=5h9VDUNtoto,14
3632,Perfume de Mulher,Martin Brest,7.8,Drama,1992,Inglês,"Frank é um militar aposentado, cego e impossível de se conviver junto. Sua sobrinha contrata Charlie para cuidar dele no dia de Ação de Graças. Charlie aceita o trabalho para poder pagar por uma viagem de volta pra casa no Natal, porém eles não contavam com a ideia de Frank em passar o dia em Nova York.",https://image.tmdb.org/t/p/w500/7vYWmKziZCfuXuIesRdVHUtXaLY.jpg,https://www.youtube.com/watch?v=losLAzU9YCk,16
3633,Mudança de Hábito,Emile Ardolino,6.8,Música,1992,Inglês,"Em Reno, Nevada, Deloris Van Cartier é uma cantora que acidentalmente testemunha um brutal assassinato cometido pelo seu namorado, Vince LaRocca, um gângster. Enquanto tentam capturar Vince, um detetive, Eddie Souther, é encarregado de protegê-la. Deloris é colocada no programa de proteção às testemunhas e é mandada para um convento em São Francisco disfarçada de freira, usando o nome de irmã Mary Clarence. Mas seu jeito extrovertido, que não é aprovado pela Madre Superiora, acaba fazendo ela dar uma nova vida ao coral, chamando a atenção das pessoas e de Vince.",https://image.tmdb.org/t/p/w500/kUOX7ATkXq1R5QpmIXZ5rXT9NOX.jpg,https://www.youtube.com/watch?v=Irp6oe4Q1do,16
3634,O Guarda-Costas,Mick Jackson,6.7,Ação,1992,Inglês,"Frank Farmer (Kevin Costner), um guarda-costas altamente eficiente e caro, é contratado para proteger Rachel Marron (Whitney Houston), uma grande cantora e atriz que está recebendo cartas anônimas e ameaçadoras. Frank é um ex-agente do Serviço Secreto que ainda não se perdoou do sentimento de culpa em relação à sua inabilidade de proteger o presidente Reagan, que quase foi assassinado por John Hinckley. Frank e Rachel se apaixonam, mas ele não deixa este amor evoluir, pois quando estão juntos Rachel fica vulnerável. Paralelamente, novos atentados acontecem.",https://image.tmdb.org/t/p/w500/z9sDwQcCBYjA5DvNqmd8m5rkBqh.jpg,https://www.youtube.com/watch?v=4JFRdJTszRM,10
3635,Drácula de Bram Stoker,Francis Ford Coppola,7.4,Romance,1992,Inglês,"O vampiro Conde Drácula vem à Inglaterra atrás de quem ele acredita ser sua antiga paixão, de quando ainda era um mortal.",https://image.tmdb.org/t/p/w500/6JnvgcFX5bNZC6Xq2FPURBJFCxH.jpg,https://www.youtube.com/watch?v=cpAfqCUaVwg,15
3636,Malcolm X,Spike Lee,7.5,Drama,1992,Inglês,"Filme biográfico que retrata a vida de Malcolm X, líder do movimento negro americano Nação do Islã: da infância difícil à juventude delinquente, passando pela prisão, onde aprendeu a cultivar o orgulho na sua raça, ao encontro com o Islão, à peregrinação a Meca e ao seu assassinato em 21 de fevereiro de 1965, em Nova Iorque, no meio de uma reunião.",https://image.tmdb.org/t/p/w500/o2s9ow0uRRm1BcF3teznk5twd90.jpg,https://www.youtube.com/watch?v=sx4sEvhYeVE,18
3637,Alien³,David Fincher,6.4,Ficção científica,1992,Inglês,"A tenente Ripley é encarregada de ir a um planeta que é usado como colônia penal de segurança máxima. Este é o novo palco de assassinatos do Alien, que está matando tudo o que se move, menos a própria tenente Ripley, que aparentemente não é atacada pelo monstro.",https://image.tmdb.org/t/p/w500/r9SpGYi5MJiXrx13IMi4ZMwXAaK.jpg,https://www.youtube.com/watch?v=KUTaNMJJBa8,12
3638,O Último dos Moicanos,Michael Mann,7.4,Ação,1992,Inglês,"No período colonial, durante a guerra entre Inglaterra e França, o homem criado por índios Hawkeye luta pela justiça e segue os valores moicanos. Ele se apaixona por Cora Munro, a filha de um oficial britânico e deve enfrentar o desacordo deste.",https://image.tmdb.org/t/p/w500/fvC4Z4kO62V3vKD230V8jmOEzE7.jpg,https://www.youtube.com/watch?v=yaQeVnN6pUc,12
3639,Os Imperdoáveis,Clint Eastwood,7.9,Faroeste,1992,Inglês,"Bill Munny, um pistoleiro aposentado, volta à ativa quando lhe oferecem 1000 dólares para matar os homens que cortaram o rosto de uma prostituta. Neste serviço dois outros pistoleiros o acompanham e eles precisam se confrontar com um inglês, que também deseja a recompensa e um xerife, que não deseja tumulto em sua cidade.",https://image.tmdb.org/t/p/w500/4kKECOE65RoVjrXI1ukAZCutLUO.jpg,https://www.youtube.com/watch?v=vjGgtRwOdnA,10
3640,Twin Peaks: Os Últimos Dias de Laura Palmer,David Lynch,7.4,Drama,1992,Inglês,"Durante a investigação de uma morte, um agente encontra uma importante pista e desaparece. Futuramente, Laura Palmer vive os últimos dias antes de ser assassinada.",https://image.tmdb.org/t/p/w500/69GrIEaBRM4YxdTfr1mazm9yUDE.jpg,https://www.youtube.com/watch?v=GJdH09lo3DM,17
3641,Máquina Mortífera 3,Richard Donner,6.7,Aventura,1992,Inglês,"Após provocarem a explosão de um prédio, os parceiros Martin Riggs e Roger Murtaugh são rebaixados a guardas de trânsito. A dupla tem a chance de virar o jogo quando investigam, com a ajuda da oficial Lorna Cole, um roubo de armas da polícia. O esquema está sendo comandado por um ex-policial corrupto, que mata qualquer um que resolver abrir a boca.",https://image.tmdb.org/t/p/w500/fkEX64OnvSNP2HnESRjPuuUsi2F.jpg,https://www.youtube.com/watch?v=PlJknryKpZs,19
3642,Quanto Mais Idiota Melhor,Penelope Spheeris,6.7,Comédia,1992,Inglês,"Os metaleiros Wayne e Garth são dois grandes amigos que produzem, diretamente do porão de Wayne, um programa de TV alternativo chamado ""O Mundo de Wayne"", transmitindo-o para uma rede de televisão local. O programa chama a atenção de um executivo de uma grande rede nacional de TV, que tem o interesse de fazer uma versão de alto orçamento do programa para todo o país. Além de lutar para salvar o seu show, Wayne precisa ainda reconquistar sua namorada.",https://image.tmdb.org/t/p/w500/2Owz4QhGrEbyAN3sTizuFxCpCw4.jpg,https://www.youtube.com/watch?v=j881Yzb3LP4,11
3643,Uma Noite Alucinante 3,Sam Raimi,7.3,Fantasia,1992,Inglês,"Ash é enviado para o ano 1300 A.C., por ser considerado o profeta que encontrará o livro dos mortos e livrará a população do terror dos Deadites. Porém antes que as pessoas saibam o real objetivo de sua viagem ele é capturado, por ser considerado um espião de um reino rival. Após se libertar, Ash parte em busca do livro. Ao encontrá-lo ele diz as palavras erradas, de forma que possa retornar ao presente. Só que esta tentativa desperta o exército dos mortos, que tem como líder uma contraparte do próprio Ash.",https://image.tmdb.org/t/p/w500/l9f2prMV3b9VtyZRIFHZ6gSfWdD.jpg,https://www.youtube.com/watch?v=P7edoLUkyzY,15
3644,O Mistério de Candyman,Bernard Rose,6.6,Drama,1992,Inglês,"Uma estudante decide provar que Candyman, uma lenda urbana, não existe. Ela, então, segue para o local de um crime brutal e o invoca. Para sua surpresa, ele surge iniciando horríveis assassinatos.",https://image.tmdb.org/t/p/w500/ro5OqAeL8OQzeTJMnBchKg25rEg.jpg,https://www.youtube.com/watch?v=M2E73KCKeS8,15
3645,Beethoven: O Magnífico,Brian Levant,5.8,Família,1992,Inglês,"A família Newton vive em uma casa confortável, mas parece que falta algo. Este vazio é preenchido quando um mascote vai morar lá, sendo que na verdade este filhote é um imenso cão são bernardo, que traz alegrias e também muitos tumultos para os Newton. Paralelamente, Herman Varnick, o veterinário do local, tem uma secreta e horrível segunda atividade que requer diversos cachorros para experimentos, sendo que Beethoven está na lista de Varnick.",https://image.tmdb.org/t/p/w500/tKs4z6DLqu1F541leNhIXdE4wyH.jpg,https://www.youtube.com/watch?v=ki8wHMR-yOI,15
3646,Porco Rosso: O Último Herói Romântico,Hayao Miyazaki,7.8,Família,1992,Japonês,"Na Itália, durante o período entre as duas guerras, com um fundo de recessão económica e de ascensão do fascismo, perdido numa ilha deserta no mar Adriático, um ex-piloto emérito da Força Aérea Italiana, se vê transformado em um porco e converte-se em caçador de recompensas. Ele se chama ""Porco Rosso"". A bordo de seu hidroavião vermelho, ele tem muitas aventuras: de caça aos piratas do ar que fizeram um hábito de roubar os turistas que visitam a região, o resgate de passageiros tomados como reféns, duelos aéreos, ""corridas"" de hidroavião, subterfúgios para semear a polícia secreta italiana... a vida do piloto é agitada e cheia de aventuras.",https://image.tmdb.org/t/p/w500/ts1oKmmSr2tM9qmzDUNzMWs9EDq.jpg,https://www.youtube.com/watch?v=awEC-aLDzjs,15
3647,Meu Primo Vinny,Jonathan Lynn,7.5,Comédia,1992,Inglês,"Dois amigos visitam uma pequena cidade do interior americano, quando são confundidos com assaltantes. Atrás das grades, um deles se lembra de um primo, Vinny, que é advogado. O problema é que ele acabou de se formar e nunca exerceu a profissão.",https://image.tmdb.org/t/p/w500/28G3tzU14mFaaQRJ8JSA0FaQ2Xk.jpg,https://www.youtube.com/watch?v=hITJLnyH9Fc,10
3648,Soldado Universal,Roland Emmerich,6.3,Thriller,1992,Inglês,"Durante a Guerra do Vietnã, o soldado Luc Deveraux descobre que seu superior, Andrew Scott, se tornou descontroladamente violento, e os dois lutam até a morte. Seus corpos são resgatados e colocados num programa secreto em que são reanimados e treinados para se tornar máquinas assassinas. Inicialmente, Devereaux e Scott não têm memória de suas vidas passadas, mas lampejos do passado começam a retornar, reavivando o intenso conflito.",https://image.tmdb.org/t/p/w500/rgZKD4dFtJMv92MLs4edZHrEtV0.jpg,https://www.youtube.com/watch?v=v32Yu-h7UzE,16
3649,O Sucesso a Qualquer Preço,James Foley,7.3,Crime,1992,Inglês,"Chicago. Em uma firma que trabalha com venda de imóveis os tempos estão difíceis para os corretores Shelley Levene (Jack Lemmon), Ricky Roma (Al Pacino), Dave Moss (Ed Harris) e George Aaronow (Alan Arkin). Eles são fortemente pressionados por Blake (Alec Baldwin), que agora chefia as vendas e promete um Cadillac Eldorado para o melhor vendedor, para o 2º colocado o prêmio será um conjunto de seis facas para churrasco e o 3º prêmio é o olho da rua, pois não lá há lugar para fracassados. Quem tiver desempenho mais satisfatório vai receber as boas dicas para conseguir ir bem nas vendas, mas o roubo delas deixa a situação tensa.",https://image.tmdb.org/t/p/w500/wn97KCXSkaMvEHkyVO6UvwxPtje.jpg,https://www.youtube.com/watch?v=g2ofJqqsL5g,14
3650,Um Sonho Distante,Ron Howard,6.8,Aventura,1992,Inglês,"A trama se passa em 1892 e tem início na Irlanda. Joseph Donnelly é um jovem analfabeto que se revolta contra um poderoso proprietário de terras, por considerá-lo responsável pela morte de seu pai. Durante um duelo, uma jovem passa com uma carroça e salva a sua vida. Insatisfeitos com a vida que levavam, eles decidem partir para os Estados Unidos, atrás do sonho americano.",https://image.tmdb.org/t/p/w500/1INZsj5unvyvpaetQvl2JOmiiej.jpg,https://www.youtube.com/watch?v=TnrqzfqSM1o,16
3651,Nada é para Sempre,Robert Redford,7.0,Drama,1992,Inglês,"O filme é baseado na novela homônima de Norman MacLean e narra a verdadeira história de dois jovens Norman e Paul que cresceram pescando trutas em Montana. Um deles é revoltado com o pai, o Reverendo MacLean, enquanto o outro tem seus pés no chão. A família vive várias aventuras, os irmãos seguem cada um seu caminho, mas alguma coisa os faz retornar sempre à pescaria. Afinal, o rio parece ter algo a dizer aos MacLean.",https://image.tmdb.org/t/p/w500/6Pc791iaMjMxqqu81R9k6AqzerF.jpg,https://www.youtube.com/watch?v=OsIolBViUmc,16
3652,Jogos Patrióticos,Phillip Noyce,6.7,Drama,1992,Inglês,"Jack Ryan, um ex-agente da CIA, frustra uma tentativa de assassinato, ficando sujeito à fúria de um maníaco. Depois de neutralizar os vilões e decidir celebrar a ocasião, tudo parece estar de volta ao normal, mas não é assim que as coisas acontecem.",https://image.tmdb.org/t/p/w500/r1hdoKVnLFTejz6lhX2Me57N11X.jpg,https://www.youtube.com/watch?v=I7XYlNCx88Q,16
3653,Chaplin,Richard Attenborough,7.4,Drama,1992,Inglês,"""Chaplin"" é um filme biográfico baseado na autobiografia do artista e no livro ""A Vida de Charles Chaplin"", escrito por David Robinson, que traz a história da vida de Charles Chaplin, um dos maiores gênios do cinema, interpretado por Robert Downey Jr. Indicado ao Oscar de Melhor Ator, Melhor Direção de Arte e Melhor Canção Original em 1993. O filme dá a oportunidade aos admiradores do grande artista de refletir sobre a sua vida, desde a sua sofrida infância na Inglaterra, até o recebimento de um Oscar Especial.",https://image.tmdb.org/t/p/w500/fx1adkJmmwnKBkzgHJIiLLfJ2KM.jpg,https://www.youtube.com/watch?v=8UAy9ynS-l4,15
3654,A Força em Alerta,Andrew Davis,6.3,Ação,1992,Inglês,"Um poderoso navio de guerra que está sendo desativado é vítima de terroristas, que planejam assumir o controle da embarcação. Porém, eles não contavam com a presença de um super agente que está a bordo, disfarçado de cozinheiro.",https://image.tmdb.org/t/p/w500/soir64J6K4uXjHuY2i5Un4cCoo4.jpg,https://www.youtube.com/watch?v=Rl8pTF4f3Jg,16
3655,Fome Animal,Peter Jackson,7.4,Terror,1992,Inglês,"Lionel (Timothy Balme) é um rapaz quieto e reservado. Ele está apaixonado pela doce Paquita (Diana Penalver) e acredita que eles estão destinados a serem felizes para sempre. Sua mãe Vera (Elizabeth Moody) é possessiva e não gosta de imaginar seu filhinho amando outra pessoa. Quando Lionel e Paquita marcam um encontro romântico no zoológico, Vera os segue e acaba sendo mordida por uma criatura que se assemelha a um macaco. Logo, a mulher começa a se tornar um zumbi. A partir daí, Lionel terá de tentar esconder sua mãe do resto da sociedade antes que a praga zumbi se espalhe.",https://image.tmdb.org/t/p/w500/bb1xtx1aUfxGgKfZKEgfj5ni6Ig.jpg,https://www.youtube.com/watch?v=f-IGleR1AtA,14
3656,Uma Equipe Muito Especial,Penny Marshall,7.2,Comédia,1992,Inglês,"As irmãs Dottie e Mae entram para o time da liga feminina de beisebol, fundada durante a Segunda Guerra Mundial para manter a moral da torcida, já que os homens estavam servindo no combate.",https://image.tmdb.org/t/p/w500/pQzuQvmxTA0FCZvU8N1CpZnZue9.jpg,https://www.youtube.com/watch?v=kZihpHXsGLE,11
3657,"Querida, Estiquei o Bebê",Randal Kleiser,5.3,Aventura,1992,Inglês,"Aproveitando uma viagem de sua esposa, o cientista Wayne Szalinsky resolve levar seus filhos ao laboratório onde trabalha. Descuidado, não percebe que seu filho mais novo, o bebê Adam, recebe toda energia desprendida pelo complexo sistema inventado por ele. O resultado não poderia ser mais desastroso: o pequeno Adam acaba transformando-se em um bebê gigante, que não pára de crescer. Nada poderia detê-lo, nem mesmo o exército americano. Só uma brilhante idéia do cientista mais maluco que se tem notícia poderia salvar a cidade.",https://image.tmdb.org/t/p/w500/gbFeKn4lNwASNlHLWXW0nmhBA1B.jpg,https://www.youtube.com/watch?v=DQFcVV9Y8v4,18
3658,Passageiro 57,Kevin Hooks,6.0,Ação,1992,Inglês,"Perito em segurança aérea embarca num avião de passageiros que é sequestrado por terroristas. Além de procurar salvar os demais, ele ainda precisa manter oculta sua identidade para não ser morto.",https://image.tmdb.org/t/p/w500/5eu52PG0wcLM38DbJDb8tEWHCOo.jpg,https://www.youtube.com/watch?v=kOphble2gZg,17
3659,Homens Brancos Não Sabem Enterrar,Ron Shelton,6.6,Comédia,1992,Inglês,"Billy Hoyle e Sidney Deane são excelentes jogadores de basquete. Eles decidem unir forças e passam a enganar seus competidores. Como Billy é branco, ele finge não saber nada sobre o esporte. Mas nas quadras, eles arrasam ao aplicar um jogo rápido.",https://image.tmdb.org/t/p/w500/21Xi5urX49QDfjvW3Oa8iVHEHUG.jpg,https://www.youtube.com/watch?v=NHRvNAENaxk,16
3660,O Conto de Natal dos Muppets,Brian Henson,7.4,Música,1992,Inglês,"Nesse filme de natal, os Muppets recontam a clássica história ""A Christmas Carol"". O protagonista do filme, Ebenezer Scrooge, não é interpretado por um muppet, mas sim por um ator de carne e osso: Michael Caine, mas os Muppets estão muito presentes na história. Caco, o Sapo, faz o papel de Bob Cratchit, o Urso Fozzie faz Fozziwig (que na história original é chamado de Fezziwig), Robin faz o Pequeno Tim e Gonzo faz o próprio Charles Dickens, que aparece como narrador da história.",https://image.tmdb.org/t/p/w500/19cvLHClTd0lbxjt7NKPoR9N6v3.jpg,https://www.youtube.com/watch?v=pNo-Q0IDJi0,17
3661,Pare! Senão Mamãe Atira,Roger Spottiswoode,5.3,Ação,1992,Inglês,"Em Los Angeles Joe Bromowski, um detetive da polícia, há pouco tempo rompeu o relacionamento que tinha com Gwen Harper, sua namorada e também sua chefe no departamento de polícia. Assim Tutti, sua mãe, decide que está na hora de lhe fazer uma visita. Tutti transforma a vida de Joe em algo deprimente quando começa a criticar sua roupa, limpar seu apartamento e até mesmo lavar sua arma. Tutti participa de investigações e de alguma maneira se envolve com uma organização que comercializa armas ilegalmente e na qual a polícia tenta se infiltrar. Além disto, trata Joe como uma criança e, para seu desespero, ela não pode sair da cidade, pois testemunhou um crime.",https://image.tmdb.org/t/p/w500/yrXGOipP4EKTRrqyVvohTAkKUQj.jpg,https://www.youtube.com/watch?v=oMQ-RoCKa6o,18
3662,Desafio no Bronx,Robert De Niro,7.9,Drama,1993,Inglês,"Bronx, 1960. Um garoto de nove anos, filho de um motorista de ônibus, testemunha um assassinato cometido pelo principal gângster do bairro, mas quando a polícia o interroga ele não delata o criminoso. A partir de então surge uma amizade entre os dois, que seu pai não aprova, pois não quer ver o filho envolvido com um criminoso. Mas através dos anos este vínculo cresce e algo, sendo impossível de ser impedido ou controlado.",https://image.tmdb.org/t/p/w500/aqo0G243ukYfVJNgncKGhqgmHfc.jpg,https://www.youtube.com/watch?v=z50PjmZYS4A,13
3663,Uma Babá Quase Perfeita,Chris Columbus,7.2,Comédia,1993,Inglês,"Daniel Hillard está passando por uma fase complicada, acaba de se separar de Miranda e perdeu o seu emprego. Impedido pela ex-esposa de passar mais tempo com os filhos, ele tem uma idéia inusitada para recuperar a relação com as crianças. Daniel veste-se como uma senhora idosa escocesa e tenta conseguir o cargo de babá no seu antigo lar.",https://image.tmdb.org/t/p/w500/zrZsqBnGl1zd7T8zxB3OiBOJWcj.jpg,https://www.youtube.com/watch?v=lZOcmjvQzeo,18
3664,Tombstone: A Justiça Está Chegando,George P. Cosmatos,7.6,Faroeste,1993,Inglês,"Após acabar com o crime em Dodge City, Wyatt Earp (Kurt Russell) se muda para a cidade de Tombstone, onde pretende enriquecer anonimamente. Lá ele encontra seus irmãos e também Doc Holliday (Val Kilmer), seu velho amigo. Eles levam a vida sem problemas, até o aparecimento de um grupo de bandoleiros que começa a causar confusão pelas redondezas. Para resolver a situação os integrantes da família Earp e Doc Holliday decidem combatê-los.",https://image.tmdb.org/t/p/w500/3DQe3q5SqapTPhIMWaZvOJHDhcY.jpg,https://www.youtube.com/watch?v=XTWYKf5hXIg,19
