id,Title,Director,Vote_Average,Genre,Year,Original_Language,Overview,Poster_Url,Trailer,Price
1777,O Mistério de Henri Pick,Rémi Bezançon,6.5,Drama,2019,Francês,"Daphné Despero (Alice Isaaz) é uma ambiciosa editora em busca de novos romances para publicar. Um dia, enquanto visita seu pai, ela conhece uma livraria de manuscritos rejeitados. Lá, ela se encanta com uma história nunca antes publicada, escrita por um pizzaiolo bretão chamado Henri Pick. Admirada com o talento encontrado, ela começa a pesquisar sobre o autor e acaba descobrindo que ele faleceu há dois anos.",https://image.tmdb.org/t/p/w500/f1rFOa7136TBZkosAkhnAY4b7LE.jpg,https://www.youtube.com/watch?v=7uRKs6IahVU,18
1778,1942: A Batalha Desconhecida,Игорь Копылов,7.7,Guerra,2019,Russo,"Após vários meses de combates ferozes, o Exército Vermelho finalmente derrotou o inimigo da aldeia de Ovsyannikovo, o que custou enormes perdas - apenas um terço do pessoal permanece na empresa. Exaustos, os soldados aguardam reforços, mas vem do quartel-general uma ordem - manter a aldeia a todo o custo, o que equivale a uma sentença de morte. O comandante da companhia enfrenta uma escolha difícil - perder os remanescentes da companhia, seguindo uma ordem de comando sem sentido, ou retirar seu pessoal do fogo de morteiro, mas ao mesmo tempo deixar suas posições e ir ao tribunal por violar a ordem. Em detalhes extremamente realistas, apenas uma batalha feroz é mostrada, na qual, como em uma gota d'água, toda a verdade sobre a guerra se reflete.",https://image.tmdb.org/t/p/w500/ee8vgETGy7xRCM2VJh4tGW86nyk.jpg,https://www.youtube.com/watch?v=Ea6qJ1arlgA,17
1779,Sombras do Terror,Frank Sabatella,5.8,Terror,2019,Inglês,"Stan mora com seu avô abusivo e tenta proteger seu melhor amigo de agressores do ensino médio. Quando ele descobre que uma criatura assassina se refugia dentro de seu galpão, ele tenta combater o demônio sozinho até que seu amigo intimidado descubra a criatura e tenha um plano muito mais sinistro.",https://image.tmdb.org/t/p/w500/k3pSd1JzV3oIFkgcnYm68Thw4VH.jpg,https://www.youtube.com/watch?v=xpq-x6hy_wc,16
1780,Uma Mulher Alta,Kantemir Balagov,7.1,Drama,2019,Russo,"Na Leningrado de 1945, Iya e Masha são duas jovens mulheres em busca de esperança e significado em meios aos destroços deixados na Rússia após a Segunda Guerra Mundial. O cerco de Leningrado, um dos mais brutais da história, chegou ao fim, mas reconstruir suas vidas permanece uma situação cercada de morte e trauma.",https://image.tmdb.org/t/p/w500/mxSwXnlhJU6xUm8jFk3cGEZ8Wx8.jpg,https://www.youtube.com/watch?v=Ai6AgQfMaX4,10
1781,O Jantar,Oren Moverman,4.5,Drama,2017,Inglês,"Dois casais se encontram em um elegante restaurante de Amsterdã. Enquanto a comida vai e vem, eles começam a conversar, passando por banalidades da vida até assuntos mais complicados. A discussão chega ao seu limite quando falam sobre seus filhos adolescentes, dois rapazes que estão envolvidos em uma complicada investigação policial.",https://image.tmdb.org/t/p/w500/dqE4MjXEKbMu0KOYWHLgSX8b1P3.jpg,https://www.youtube.com/watch?v=bc8oaL_kZMg,18
1782,Nada Santo,Renato De Maria,6.3,Crime,2019,Italiano,"Nos anos 80, na plena época do maior boom econômico que Milão atravessou no último século, o gângster Santo Russo (Riccardo Scamarcio) iniciou a trajetória de sua ascensão no mundo do crime. Excêntrico e peculiar, ele usa de seu carisma e excessos para conquistar, aos poucos, a confiança da máfia italiana.",https://image.tmdb.org/t/p/w500/eAPBxSKZFdPVqDmHeIMcX39mokL.jpg,https://www.youtube.com/watch?v=b9wGDeTZJas,11
1783,Nada a Perder,Alexandre Avancini,5.4,Drama,2018,Português,"Cinebiografia autorizada do bispo evangélico Edir Macedo (Petrônio Gontijo), empresário fundador e líder espiritual da Igreja Universal do Reino de Deus e proprietário da Record TV. Baseado nos livros da trilogia homônica, conta a história do self made man que enfrentou diversos momentos de turbulência enquanto perseguia sua convicção.",https://image.tmdb.org/t/p/w500/l1XGiS2tXIR4IP4bdqdmlG6Hhbd.jpg,https://www.youtube.com/watch?v=I8N-82veJlE,17
1784,Dead Rising: Watchtower - O Filme,Zach Lipovsky,5.1,Terror,2015,Inglês,"Depois que uma vacina pública obrigatória falha em controlar uma epidemia de zumbis, quatro pessoas se unem para tentar descobrir qual é a raiz da infecção. Todas as pistas que eles encontram parecem apontar para uma conspiração do governo, mas enquanto eles investigam, precisam proteger a si próprios sob o risco de se tornarem zumbis também.",https://image.tmdb.org/t/p/w500/rQ00XrDhtLZqxWMJsMiWiajfbkQ.jpg,https://www.youtube.com/watch?v=m76eY02ldXA,16
1785,O Candidato,Rodrigo Sorogoyen,7.1,Thriller,2018,Espanhol,"Manuel Gómez Vidal é um político amado em sua região: goza de uma boa posição social, tem uma família amorosa, amigos em todos os lugares e muito carisma natural. Ele também é um homem corrupto que vem se enriquecendo com fundos públicos há anos. Depois de tentar encobrir um associado, Manuel fica exposto. Para sua surpresa, os membros do Partido procuram colocar a culpa por toda a trama em seus ombros. Mas ele não vai se render. Até que ponto uma pessoa está disposta a ir para se manter no poder?",https://image.tmdb.org/t/p/w500/oM41ds2r8AHxixLTQVK1EmjBrf5.jpg,https://www.youtube.com/watch?v=EkfreKkI7Nw,14
1786,Mistério na Costa Chanel,Bruno Dumont,5.6,Comédia,2016,Francês,"Início do século XX, em uma pequena cidade no Pas-de-Calais, norte da França. A família Van Peteghem, formada pelo patriarca André (Fabrice Luchini), a esposa Isabelle (Valeria Bruni Tedeschi) e seus dois filhos, leva uma vida confortável e esnobe em uma enorme casa, construída em um terreno com uma vista privilegiada. Eles recebem a visita da irmã Aude (Juliette Binoche) e sua filha Billie (Raph), que possuem temperamentos muito diferentes. Enquanto Billie gosta de se vestir como um garoto e se apaixona por Ma Loute (Brandon Lavieville), o filho de um pescador local, Aude é extremamente dramática e preconceituosa em relação aos moradores mais humildes. O que os Van Peteghem não esperavam é ter que lidar com o súbito desaparecimento de pessoas nos arredores, o que atrai a atenção de um policial bastante atrapalhado.",https://image.tmdb.org/t/p/w500/9xvLcKQ4Iup89zbIsCCakaWTQ4q.jpg,https://www.youtube.com/watch?v=YHAkQ_GaJng,18
1787,Terror Profundo,Gerald Rascionato,4.6,Terror,2017,Inglês,"Três amigos da Califórnia estão filmando uma fita de audição para um show de jogo de realidade extrema. Eles documentam sua viagem para a Austrália onde eles farão sua atividade mais perigosa... Mergulhar em uma gaiola de tubarões. Uma virada catastrófica de eventos os deixa em águas repletas de grandes tubarões brancos, transformando sua gravação em um diário sangrento de sobrevivência... e morte.",https://image.tmdb.org/t/p/w500/zdHXRQbVJvG20EWWwwLRH5MElnN.jpg,https://www.youtube.com/watch?v=E3aMf6UHijY,10
1788,Um Inverno em Nova York,Lone Scherfig,6.4,Drama,2019,Inglês,"Quando quatro pessoas que estão passando pelo pior período de suas vidas encontram-se por uma ocasião do destino, elas acham o amor e a ternura onde menos esperavam encontrar. Juntos, os quatro desconhecidos aprendem a superar os problemas através da empatia ao próximo e do compartilhamento de alegrias e tristezas.",https://image.tmdb.org/t/p/w500/5oW2R757rPJXJYMlqeHA3HCXvj9.jpg,https://www.youtube.com/watch?v=TeH9-3gmOEM,18
1789,Agnus Dei,Anne Fontaine,7.1,Drama,2016,Francês,"No final da Segunda Guerra Mundial, na Polônia, a enfermeira francesa Mathilde descobre que as freiras moradoras de um convento vizinho foram estupradas por soldados invasores. Muitas delas estão grávidas. Apesar da ordem de prestar socorro apenas aos franceses, Mathilde começa a tratar secretamente de todas as freiras e madres. Ela deve enfrentar os julgamentos das próprias pacientes, que se sentem culpadas por terem violado o voto de castidade, e se recusam a ter o corpo tocado por quem quer que seja, mesmo uma enfermeira.",https://image.tmdb.org/t/p/w500/zwomSb6j9dz0StCmPc535TmEaQi.jpg,https://www.youtube.com/watch?v=f_0dSphd_zA,18
1790,S.M.A.R.T. Chase: Perseguição Explosiva,Charles Martin,4.9,Ação,2017,Inglês,Um agente de segurança privada é emboscado durante a escolta de uma antiguidade chinesa por Xangai e passa a ser perseguido.,https://image.tmdb.org/t/p/w500/3VHfDG1ytzUhkh5v2XHkCoiuZJB.jpg,https://www.youtube.com/watch?v=fNxHfkWiOck,18
1791,Seu Filho,Miguel Ángel Vivas,5.8,Drama,2018,Espanhol,"Após o filho ser brutalmente espancado do lado de fora de uma boate, um médico decide se vingar com as próprias mãos.",https://image.tmdb.org/t/p/w500/lupmsK931KIPjkz5Nb3x7BopRLy.jpg,https://www.youtube.com/watch?v=ebFfq1nkJVQ,18
1792,O Jovem Karl Marx,Raoul Peck,6.9,História,2017,Francês,"Karl Marx, de 26 anos, embarca com sua esposa, Jenny, na estrada para o exílio. Em 1844, em Paris, ele conhece Friedrich Engels, filho de um industrial, que investigou o sórdido nascimento da classe trabalhadora britânica. Engels, o dândi, fornece a última parte do quebra-cabeça para a nova visão do mundo do jovem Karl Marx. Juntos, entre a censura e a repressão da polícia, os tumultos e os conflitos políticos, eles liderarão o movimento trabalhista durante seu desenvolvimento em uma era moderna.",https://image.tmdb.org/t/p/w500/1Iry9zkbgyeIzvwaZY1jFtMpZRg.jpg,https://www.youtube.com/watch?v=VHAYjRnc91E,16
1793,Na Toca do Tigre,Tom Daley,5.5,Ação,2015,Inglês,"Kelly (Kaya Scodelario) é uma ginasta que está lesionada. Ela tem o costume de ir até a casa do seu namorado às escuras, mas esperava ser a única visita indesejada quando assaltantes armados invadem a casa. Agora ela precisa usar toda a sua força e habilidade para tentar escapar da pequena arena de violência que a residência se tornou.",https://image.tmdb.org/t/p/w500/heqehuEfbg2283Z9hFmsVuv3UE3.jpg,https://www.youtube.com/watch?v=rSw0p8zSpn8,13
1794,Em Busca da Verdade,Mikael Håfström,6.4,Crime,2019,Sueco,"A história cativante do maior escândalo judicial da Suécia, sobre um homem que sacrificou tudo em sua busca pela verdade.  A história do jornalista Hannes Råstam, que questionou todo um sistema legal, sobre um homem que sacrificou sua própria vida na busca pela verdade. Hannes Råstam se dedicou a provar a inocência de Quick e a revelar o argumento legal que deu a Quick uma sentença perpétua em uma prisão psiquiátrica legal",https://image.tmdb.org/t/p/w500/slXv9CULjv3Z7yL1WeNc8iGhY7k.jpg,https://www.youtube.com/watch?v=vtm9FOLv7iM,19
1795,A Ovelha Negra,Grímur Hákonarson,7.0,Drama,2015,is,"Na Islândia, a população de ovelhas é maior que a de seres humanos. Os animais têm grande importância no país, em boa parte composto por grandes fazendas destinadas a criá-los. Um dia, após ser derrotado no concurso anual do melhor cordeiro, o fazendeiro Gummi (Sigurour Sigurjónsson) decide investigar o animal vencedor e logo desconfia que ele tenha scrapie, uma doença contagiosa entre os animais. Quando a ameaça se confirma, todas as fazendas das redondezas são obrigadas a matar suas ovelhas, o que para muitos é considerado uma verdadeira tragédia. Só que, decidido a proteger seus animais prediletos, Gummi elabora um plano para que eles escapem da matança.",https://image.tmdb.org/t/p/w500/i39l8ypKLtJKE41YApJTIvmo7A4.jpg,https://www.youtube.com/watch?v=ZJVOQfgcgLg,20
1796,O Que Está Por Vir,Mia Hansen-Løve,6.5,Drama,2016,Francês,"Nathalie (Isabelle Huppert) era uma mãe de família com dois filhos e professora de filosofia realizada, até que toda a sua vida começa a ruir. Ela é traída pelo marido, demitida do emprego e perde a mãe. Sozinha aos 55 anos de idade, ela precisa lidar com o abandono e todos os seus conflitos.",https://image.tmdb.org/t/p/w500/aShxqKD8kKaBeuJs9tnB19sOEPX.jpg,https://www.youtube.com/watch?v=3e-JtPpo2Uk,16
1797,O Vendedor de Sonhos,Jayme Monjardim,6.5,Drama,2016,Português,"Júlio César, um psicólogo decepcionado com a vida em geral, tenta o suicídio, mas é impedido de cometer o ato final por intermédio de um mendigo, o ""Mestre"". Uma amizade peculiar surge entre os dois e, logo, a dupla passa a tentar salvar pessoas ao apresentar um novo caminho para se viver.",https://image.tmdb.org/t/p/w500/hV6l4wOhPDbEflqM1A2047D4F0E.jpg,https://www.youtube.com/watch?v=sifAzV5Z6x4,12
1798,Amanda,Mikhaël Hers,7.1,Drama,2018,Francês,"Um homem de 20 anos vive adiando o tempo para tomar decisões mais sérias. Este sonhador solitário sucumbe ao encanto de uma vizinha recém-chegada. Porém, o ritmo descontraído de sua vida aumenta a sua velocidade quando sua irmã mais velha é brutalmente morta em um ataque. Agora, ele deve se encarregado de sua sobrinha de sete anos, Amanda.",https://image.tmdb.org/t/p/w500/3OB0aXheqk3AJIb0F2scZngmmy4.jpg,https://www.youtube.com/watch?v=FQiYP_eBCBs,12
1799,Todos os Caminhos Levam a Roma,Ella Lemhagen,5.0,Comédia,2016,Inglês,"Maggie Falk embarca em uma viagem para Itália, com Summer Falk, sua filha adolescente. Mas ao chegar lá, Summer Falk foge roubando o carro da mãe. Maggie Falk contará com a ajuda de um ex-namorado para encontrar a filha.",https://image.tmdb.org/t/p/w500/o3Tmio1YT4WAc0u2wo88K1KCjE4.jpg,https://www.youtube.com/watch?v=7I2xY5pL6N8,10
1800,Travis Scott: Voando Alto,"Isaac ""Chill"" Yowman",6.8,Documentário,2019,Inglês,"Junte-se a Travis Scott e os Ragers em um passeio de montanha russa para Astroworld. O documentário inclui imagens nunca antes vistas, incluindo a criação de “Astroworld”, o álbum. A paternidade precoce. A fundação da Cactus Kack. Bastidores exclusivos da turnê e muito mais.  - Documentário original Netflix.",https://image.tmdb.org/t/p/w500/oNOXntnRY7dFrgu1x6bQQmWBVdu.jpg,https://www.youtube.com/watch?v=W-AnDyhhb7E,11
1801,De volta à Borgonha,Cédric Klapisch,6.9,Drama,2017,Francês,"Após uma ausência de dez anos, Jean volta a sua cidade natal quando seu pai fica doente. Reunindo-se com sua irmã, Juliette, e seu irmão, Jérémie, eles precisam reconstruir seu relacionamento e confiar um no outro novamente para dar continuidade à vinícola da família.",https://image.tmdb.org/t/p/w500/7ufYH6THjpZUmYbT9ygwvD7z61C.jpg,https://www.youtube.com/watch?v=5chO_jxYnF0,19
1802,A Luz no Fim do Mundo,Casey Affleck,6.4,Ficção científica,2019,Inglês,"Em uma realidade pós-apocalíptica, onde quase toda a população feminina foi devastada, um pai precisa proteger sua filha do caos que se espalhou pela sociedade. Ela é a única menina sobrevivente de que se tem notícia e, mesmo dez anos após a pandemia que tirou a vida de todas as mulheres, incluindo sua mãe, Rag e seu pai ainda precisam lutar diariamente por sobrevivência.",https://image.tmdb.org/t/p/w500/xfWfpAH2hkZAvc92OKkASix8rWU.jpg,https://www.youtube.com/watch?v=K_KTiX7VoFs,12
1803,Melanie Martinez: K-12,Melanie Martinez,7.8,Música,2019,Inglês,"Neste filme musical misteriosamente encantador de Melanie Martinez, Cry Baby, uma garota forte e sensível, é enviada para uma escola perturbadora do sono que se opõe severamente à individualidade. Com a ajuda de seus amigos mágicos e um Guia Angélico Espiritual, eles ganham a força que precisam para lutar contra a equipe maligna da escola e derrubar o sistema escolar opressivo do K-12.",https://image.tmdb.org/t/p/w500/nVi0yBBPj5Z96JgGWVIg94kv7bR.jpg,https://www.youtube.com/watch?v=gErrfCN1BxU,15
1804,Além da Ilusão,Rebecca Zlotowski,4.6,Drama,2016,Francês,"Paris, 1943. As irmãs Laura (Natalie Portman) e Kate Barlow (Lily-Rose Depp) realizam uma série de apresentações onde se comunicam com os mortos. Fascinado com a possibilidade, o produtor francês André Korben (Emmanuel Salinger) solicita uma sessão particular. Decidido a encontrar um meio de filmar seres sobrenaturais, ele apresenta o cinema às irmãs. Enquanto Laura experimenta a possibilidade de se tornar atriz, Korben realiza seguidas gravações ao lado de Kate, que possui poderes mediúnicos.",https://image.tmdb.org/t/p/w500/otlcBaXS0uRwhVKZboYOBWR9luk.jpg,https://www.youtube.com/watch?v=k1HlEsqHsek,20
1805,Bingo: O Rei das Manhãs,Daniel Rezende,8.0,Comédia,2017,Português,"Augusto, um artista que sempre sonhou com seu lugar sob os holofotes, finalmente tem sua grande chance ao se tornar Bingo, um palhaço apresentador de um programa infantil de televisão que é sucesso absoluto. Uma cláusula no contrato não permite revelar quem é o homem por trás da máscara, produzindo em Augusto a frustração de ser o homem anônimo mais famoso do Brasil. Uma surreal história sobre a busca de um homem pelo reconhecimento de sua arte.",https://image.tmdb.org/t/p/w500/6tFYnSI4a5r9RVig0cOXba67v9T.jpg,https://www.youtube.com/watch?v=UVDdfjlunUg,18
1806,O Zelador,Stephan Rick,5.2,Thriller,2018,Inglês,"Um homem torna-se o superintendente de um grande edifício de apartamentos em Nova York, onde as pessoas vão misteriosamente desaparecendo.",https://image.tmdb.org/t/p/w500/sv6DONy98rvz1ZP5aENQK19UYLN.jpg,https://www.youtube.com/watch?v=8Vs2xUNUdnY,18
1807,Creepy,黒沢清,6.7,Crime,2016,Japonês,"Um ano após uma negociação de reféns com um assassino em série ter se tornado mortal, o ex-detetive Koichi se muda para uma nova casa com um vizinho estranho. Ele ajuda seus antigos colegas policiais com um caso misterioso, que pode estar relacionado com os estranhos acontecimentos na casa ao lado.",https://image.tmdb.org/t/p/w500/60siqH41OViJN3P0MHo35GUVn6q.jpg,https://www.youtube.com/watch?v=xe2j-6cTwG8,12
1808,Baseado em Fatos Reais,Roman Polanski,5.7,Thriller,2017,Francês,"Durante o lançamento de seu mais novo livro, a autora Delphine (Emmanuelle Seigner) conhece Elle (Eva Green), uma de suas fãs, que lhe pede para autografar seu exemplar. Elle também é escritora, trabalhando como ghost writer em biografias de celebridades. Aos poucos as duas se aproximam, com Elle se tornando cada vez mais presente na vida da autora. Por mais que às vezes se sinta incomodada com a onipresença da nova amiga, Delphine permite a aproximação devido à sua fragilidade emocional, o que logo se revela um erro.",https://image.tmdb.org/t/p/w500/matVoaEYhZwSllowIH8r8hGcqmP.jpg,https://www.youtube.com/watch?v=_3ys8V5fviM,15
1809,A Corte,Christian Vincent,6.1,Comédia,2015,Francês,"Michel Racine é um juiz rígido e impiedoso, conhecido pela atitude extremamente profissional nos tribunais. Isso muda quando a jurada de um de seus casos é Ditte Lorensen-Cotteret, uma mulher por quem foi perdidamente apaixonado muitos anos atrás, mas que o abandonou.",https://image.tmdb.org/t/p/w500/6yExmerhZm0Tjq9f2YrLsnLQsPe.jpg,https://www.youtube.com/watch?v=XhMeco1iFyY,15
1810,Através do Fogo,Frédéric Tellier,7.4,Drama,2018,Francês,"O filme conta a história de Franck Pasquier (Pierre Niney), um bombeiro parisiense que parece ter a vida perfeita: um casamento feliz, gêmeos a caminho e uma competência invejável no trabalho. Ao concluir seu treinamento, o jovem é promovido a chefe da divisão de incêndios do Corpo de Bombeiros. Um dia, Franck e sua equipe são chamados para dar suporte a um incêndio de larga escala, mas ele acaba preso no meio das chamas durante uma tentativa de salvar seus companheiros. A partir de então, ele passa a lidar com as consequências do acidente e a redescobrir a vontade de viver.",https://image.tmdb.org/t/p/w500/yBCGFH005qanJI0wQmNL0H8wK5C.jpg,https://www.youtube.com/watch?v=3JCSTqmC52Q,10
1811,Esquadrão 303,Denis Delić,5.9,Guerra,2018,pl,"Esta é a história do esquadrão de caça conceituado, no qual serviu principalmente aviadores da Polônia, na história do combate aéreo e na defesa heroica da Inglaterra durante a Segunda Guerra Mundial, a Batalha da Grã-Bretanha contra ataques nazistas. O Esquadrão 303 disparou três vezes mais aviões da Luftwaffe do que qualquer outro esquadrão aliado.",https://image.tmdb.org/t/p/w500/gVzgZBoXsC3rm7IoY02Tmf3Ku5Z.jpg,https://www.youtube.com/watch?v=7PNviQaFBIU,17
1812,Transtorno Explosivo,Nora Fingscheidt,7.7,Drama,2019,Alemão,"Benni é uma menina de nove anos revoltada, agressiva e imprevisível. A garota foi expulsa de todas as escolas onde estudou e não vive com a mãe, que tem medo dela. O serviço social contrata Micha, uma especialista em controle de raiva, para acompanhar Benni na escola.",https://image.tmdb.org/t/p/w500/9mtZzUlXsRm817pbhksQrCfcSJc.jpg,https://www.youtube.com/watch?v=uMQokWquIgo,12
1813,Beijei uma Garota,Noémie Saglio,5.9,Comédia,2015,Francês,"Jérémie, 34 anos, aparece num apartamento desconhecido ao lado de Adna, uma adorável sueca, tão divertida quanto atraente. O início de um conto de fadas? Tudo agora é incerto, já que Jérémie está prestes a se casar com seu namorado, Antoine.",https://image.tmdb.org/t/p/w500/nUz8reDvW8GVUHAyu67mE0KbyEu.jpg,https://www.youtube.com/watch?v=muSyv5vAmuM,16
1814,Em Busca de Zoe,Jeffrey G. Hunt,6.2,Drama,2019,Inglês,"Faz um ano desde que sua irmã foi assassinada, mas Echo (Laura Marano) não consegue superar o ocorrido. A vida familiar está um caos, sua mãe toma muitos remédios e seu pai trabalha demais. No entanto, quando o antigo namorado de sua falecida irmã aparece com um diário, ela descobrirá muitos segredos escondidos.",https://image.tmdb.org/t/p/w500/uqotnP1wZ7tn03cFmbzPFLRYx8O.jpg,https://www.youtube.com/watch?v=OASmh1TV1VQ,10
1815,O Último Viking,Emmet Cummins,6.4,Ação,2018,Inglês,"Um jovem viking chamado Vitharr chega à Bretanha com sonhos de conquista e aventura, mas, quando sua família e seu clã são emboscados e mortos, ele deve sobreviver sozinho nesta nova e estranha terra perigosa, enquanto procura o local em que seu tio se instalou e agora está vivendo.",https://image.tmdb.org/t/p/w500/bEwVdxXvRP0xNcPoM8HyMpT2b87.jpg,https://www.youtube.com/watch?v=-akOTvasyl8,10
1816,Espírito Jovem,Max Minghella,6.1,Música,2019,Inglês,"Violet (Elle Fanning) é uma garota adolescente que sonha em ser popstar e escapar no vilarejo rural onde mora junto da mãe desajustada. Quando o concurso Teen Spirit passa por sua cidade, ela decide se arriscar, entre centenas de garotas. Aos poucos, Violet recebe a ajuda de Vlad (Zlatko Buric), cantor de ópera bósnio e decadente, e começa a superar as etapas do concurso. Mas conforme a fama se aproxima, a garota deve pensar suas prioridades e enfrentar os perigos da fama.",https://image.tmdb.org/t/p/w500/zEZlO2bjC6zS9aWaOXv8ug7Cjje.jpg,https://www.youtube.com/watch?v=x4zrdhqRMXE,20
1817,Life: Um Retrato de James Dean,Anton Corbijn,6.0,Drama,2015,Inglês,"Às vésperas do lançamento do filme ""Vidas Amargas"" (1955), James Dean ainda não é um ator famoso. Os estúdios têm grandes planos para transformá-lo em um astro, mas ele não se sente à vontade com a vida de festas, eventos e autógrafos. O fotógrafo Dennis Stock, apostando no sucesso iminente de James Dean, pede para fotografá-lo em um ensaio para a revista Life, mas recebe apenas respostas negativas. Um dia, para fugir da promoção de ""Vidas Amargas"", Dean esconde-se na fazenda de sua família, e leva o novo amigo Stock junto dele. Neste local, o fotógrafo registra as imagens mais famosas de toda a carreira do ator.",https://image.tmdb.org/t/p/w500/j9rOxjGVSdTTJwyMdGGTEusPxbM.jpg,https://www.youtube.com/watch?v=IV5eemoiUhA,10
1818,O Homem que Matou Hitler e Depois o Pé Grande,Robert D. Krzykowski,5.4,Drama,2019,Inglês,"Calvin Barr é um lendário veterano da Segunda Guerra Mundial que muitos anos atrás assassinou Adolf Hitler – um segredo que ele é incapaz de compartilhar com o mundo. Um dia, assim que ele começa a resolver sua vida, Calvin recebe uma visita do FBI e da Real Polícia Montada do Canadá. Eles precisam que ele lide com o Pé Grande também.",https://image.tmdb.org/t/p/w500/8ggFN7mrZTZP4nGGXIPmzGYGMiL.jpg,https://www.youtube.com/watch?v=tE-TkzPq4_A,10
1819,"Primeiro Amor, o Último Yakuza",Takashi Miike,6.7,Crime,2019,Japonês,Um jovem boxeador e uma garota de programa são apanhados em um esquema de tráfico de drogas ao longo de uma noite em Tóquio.,https://image.tmdb.org/t/p/w500/uw0o4P7O5fetb6CQo6cAQ1BRDNC.jpg,https://www.youtube.com/watch?v=0f-dyjACbB0,10
1820,Jogue ou Morra,Jacques Kluger,5.4,Terror,2019,Inglês,"Bem vindo a Paranoia, o “escape game” definitivo. Regra #1: Nada é real. Regra #2: Um dos competidores morrerá. Lucas e Chloe, dois jogadores fanáticos, decidem participar desse jogo exclusivo. Após resolverem a primeira charada, passam para a fase final em um sanatório abandonado, perdido em uma floresta assustadora. Lá, outros quatro participantes os aguardam. Logo, eles saberão que apenas um deles sairá vivo.",https://image.tmdb.org/t/p/w500/wJlDx45xCsqdgaizU4JAvAHrFkI.jpg,https://www.youtube.com/watch?v=CbMvl6yJJsQ,20
1821,Torpedo: U-235,Sven Huybrechts,6.4,Ação,2019,Holandês,"Uma equipe de combatentes da resistência belga sequestra um submarino alemão durante a Segunda Guerra Mundial para trazer urânio, do então Congo Belga até Nova York, necessário para o Projeto Manhattan.",https://image.tmdb.org/t/p/w500/kbRuiYJCctdzKJpIBSv1mSw7j7r.jpg,https://www.youtube.com/watch?v=-srQ_LNmgAY,20
1822,Sr. Seis,Guan Hu,6.8,Crime,2015,Chinês,"Um chefão da máfia aposentado leva uma vida calma administrando uma loja de conveniência, mas o passado vem à tona quando seu filho se encrenca com uns garotos mimados.",https://image.tmdb.org/t/p/w500/8E6vejpLKLQc3d5DkQMf5dNfsPG.jpg,https://www.youtube.com/watch?v=KYJNca7Yxnw,18
1823,O Valor de Um Homem,Stéphane Brizé,6.6,Drama,2015,Francês,"Aos 51 anos, após 20 meses de desemprego, Thierry (Vincent Lindon) consegue um novo trabalho, mas logo se vê ante um dilema moral. Para manter o seu emprego, ele deverá aceitar tudo?",https://image.tmdb.org/t/p/w500/rF3gGh44NxgLtG1UIBtGVpkThRL.jpg,https://www.youtube.com/watch?v=KJLgoaxWvjk,19
1824,No Fim do Túnel,Rodrigo Grande,7.0,Crime,2016,Espanhol,"Joaquín é cadeirante e cansou de viver solitário em sua velha e escura casa. Por isso, decidiu alugar um de seus quartos para a stripper Berta e sua filha, Betty. A presença das duas alegra a casa e a vida de Joaquín. Mas o que ele não imagina é que, malandramente, tudo não passa de uma estratégia da moça e de seu namorado, o criminoso Galereto, para criar um túnel por baixo da casa e roubar um banco da região.",https://image.tmdb.org/t/p/w500/L4W5K5eDuXHizVPNWpqK7TONlz.jpg,https://www.youtube.com/watch?v=FD1UJeTGLIc,10
1825,Deerskin: Estilo Matador,Quentin Dupieux,6.5,Comédia,2019,Francês,"Quando Georges encontra uma fascinante jaqueta de camurça, sua vida muda completamente, de um dia para o outro. A vestimenta passa a ser sua principal obsessão e o leva até uma jornada de possessividade, ciúmes e comportamento psicótico. Quando menos percebe, Georges se tornou um criminoso.",https://image.tmdb.org/t/p/w500/mRVeYwBLUvQ2JuZ8QwBdZEcA1zH.jpg,https://www.youtube.com/watch?v=TyUhwf_03kQ,18
1826,O Formidável,Michel Hazanavicius,6.6,Drama,2017,Francês,"Paris 1967. Jean-Luc Godard, o mais influente cineasta de sua geração, está filmando `La Chinoise´ com a mulher que ama, Anne Wiazemsky, 20 anos mais jovem. Eles são felizes, atraentes, apaixonados e se casam. Mas a recepção do filme desencadeia uma profunda reflexão em Gordard. Os eventos de maio de 68 vão amplificar esse processo, e a crise que abala o cineasta irá transformá-lo profundamente, de um cineasta superstar à um artista Maoísta inteiramente fora do sistema e incompreendido.",https://image.tmdb.org/t/p/w500/ApBLvv054kHnb3LLDIub80m2lg5.jpg,https://www.youtube.com/watch?v=5N9I8iW_LJM,14
1827,Kaili Blues,毕赣,7.1,Drama,2016,Chinês,"Na pequena cidade de Kaili, dois médicos vivem tranquila e solitariamente. Chen Seng (Yongzhong Chen), um dos médicos, embarca em uma viagem de trem para encontrar seu sobrinho que foi abandonado pelo irmão. No caminho, ele para em um lugar chamado Dang Mai, onde parece que o tempo corre tanto para frente, quanto para trás. Experimentado seu passado e futuro, ele vislumbra sua vida e segue viagem, mas não sabe se a jornada a frente é apenas um fruto da sua imaginação.",https://image.tmdb.org/t/p/w500/GNz0dyRCGjqpnuigKpwJJqlyoV.jpg,https://www.youtube.com/watch?v=rCkx4wzBh6U,14
