Nome do filme,Diretor,Avaliação,Número de votos,Sinopse,Gênero,Ano de lançamento,Língua,Link para a capa,Trailer,Duração
O Diário de Bridget Jones,Sharon Maguire,6.747,5212,"Bridget Jones, uma mulher de trinta anos, decide, entre as resoluções de Ano Novo escrever um diário. Bridget revela, a cada capítulo, as suas qualidades e os seus defeitos, além de expor com muito humor situações que fazem parte do dia-a-dia de várias mulheres nesta mesma faixa de idade: problemas com o trabalho, a busca do homem ideal etc. Cada capítulo do livro trata de um determinado dia na vida desta anti-heroína, que sempre inicia o seu relato contabilizando o peso e as calorias, cigarros e unidades alcoólicas que consumiu no dia anterior.",Comédia,2001,en,https://image.tmdb.org/t/p/w500/acjZNtv1H6wVadXnleSmYFjZk5k.jpg,,97
Lara Croft: Tomb Raider,Simon West,5.899,6186,"Lara Croft é uma aventureira que passa o dia a dia explorando impérios perdidos, descobrindo tesouros preciosos e punindo vilões em combates mortais. Mas, um antigo segredo de seu pai, um célebre arqueólogo desaparecido, está prestes a levar Lara a seu maior desafio: O Triângulo de Luz, uma relíquia lendária com o poder de alterar o tempo e o espaço. Ela precisa encontrar o artefato antes que caia nas mãos dos Illuminati, uma sociedade secreta que quer dominar o mundo.",Aventura,2001,en,https://image.tmdb.org/t/p/w500/7WyMvoqPYJe5g1ENsbLTv40pUrX.jpg,,101
A Professora de Piano,Michael Haneke,7.3,1150,"Erika Kohut trabalha como professora de piano no Conservatório de Viena. Ela não bebe nem fuma, vivendo na casa de sua mãe aos 40 anos. Quando não está dando aulas Erika costuma frequentar cinemas pornôs e peep-shows, em busca de excitação. Logo ela inicia um relacionamento com Walter Klemmer, um de seus alunos, com quem realiza vários jogos perversos.",Drama,2001,fr,https://image.tmdb.org/t/p/w500/qC4rVB4Ia6Cc9cwaS0OfNwAD28d.jpg,,131
Atlantis: O Reino Perdido,Gary Trousdale,7.014,4858,A equipa de arqueólogos e exploradores mais qualificada do mundo é liderada pelo historiador Milo Thatch e embarca no incrível submarino de 1000 pés Ulysses para mergulhar nos mistérios do mar. A expedição subaquática sofre uma reviravolta inesperada quando a missão da equipe tem de passar de exploração do reino de Atlantis para a sua proteção.,Animação,2001,en,https://image.tmdb.org/t/p/w500/w1vzOcucm5O2SrIQZDmhb0RCioh.jpg,,95
Vanilla Sky,Cameron Crowe,6.813,4280,"Jovem, bonito, rico e herdeiro de um grande império de mídia David Aames (Tom Cruise) vive uma vida de prazeres e sem responsabilidades. Mesmo assim, sua vida encantada parece incompleta. Uma noite, ele conhece Sofia (Penélope Cruz) a mulher de seus sonhos, e acredita que achou a peça que faltava. Porém, um fatal encontro com a ciumenta Julie (Cameron Diaz) põe o mundo de David fora de controle, atirando-o numa montanha-russa de romance, sexo, suspeita e sonho Até um chocante despertar final que jamais será esquecido.",Mistério,2001,en,https://image.tmdb.org/t/p/w500/cAh2pCiNPftsY3aSqJuIOde7uWr.jpg,,136
Moulin Rouge: Amor em Vermelho,Baz Luhrmann,7.552,4606,"Christian é um jovem escritor que possui um dom para a poesia e que enfrenta seu pai para poder se mudar para o bairro boêmio de Montmartre, em Paris. Lá ele recebe o apoio de Henri de Toulouse-Latrec, que o ajuda a participar da vida social e cultural do local, que gira em torno do Moulin Rouge, uma boate que possui um mundo próprio de sexo, drogas, adrenalina e Can-Can. Ao visitar o local, Christian logo se apaixona por Satine, a mais bela cortesã de Paris e estrela maior do Moulin Rouge.",Drama,2001,en,https://image.tmdb.org/t/p/w500/4GQusiDtkDNFWG5mBNGpFGYQLGd.jpg,,128
O Amor é Cego,Peter Farrelly,6.16,2948,"Hal (Jack Black) é um homem que segue à risca o conselho de seu pai e apenas se interessa por mulheres que tenham um físico perfeito. Mas tudo muda quando ele por acaso se encontra com Anthony Robbins, um guru de auto-ajuda que o hipnotiza e faz com que ele apenas possa visualizar a beleza interior das mulheres, em detrimento de seu físico. Sem saber que está sob o efeito de hipnose, Hal então se apaixona por Rosemary (Gwyneth Paltrow), uma mulher obesa que é vista por ele como se fosse uma verdadeira deusa. Até que, após ser retirado da hipnose por seu amigo Mauricio (Jason Alexander), ele passa a ver como Rosemary é de verdade fisicamente e precisa tomar uma decisão sobre seu relacionamento com ela.",Comédia,2001,en,https://image.tmdb.org/t/p/w500/mPv9h1Dig3uRG0Lm9r29gCzT3kc.jpg,,114
Pequenos Espiões,Robert Rodriguez,5.806,3508,"Alerta: os superagentes internacionais Gregorio e Ingrid Cortez, que teriam se aposentado, ressurgem e são capturados pelo inimigo. Sete de seus ex-colegas também estão desaparecidos. O gênio da tecnologia Fegan Floop é apontado como o principal suspeito. Suas invenções que mudam a aparência e a personalidade dos humanos, podem estar sendo usadas nos reféns. Agora, o destino do mundo depende da coragem e das ações de seus filhos, Carmen e Juni treinados apenas pela escola e videogames. Entre os acessórios à disposição da dupla estão mochilas com motor a jato, ultra-leves, submarinos, gomas de mascar com eletrochoque e seu amor pela família. Nós acreditamos que grandes heróis também venham em pequenos pacotes.",Família,2001,en,https://image.tmdb.org/t/p/w500/h7GC3f0YBKw6DrLXxdFNMZ1BhwR.jpg,,90
Profissão de Risco,Ted Demme,7.36,4373,"Em plenos anos 70, o tráfico de drogas cresce e se espalha cada vez mais rumo aos quatro cantos do planeta. Nos Estados Unidos o elo principal é George Jung, que logo se torna o principal importador de cocaína do Cartel de Medelin, comandado por Pablo Escobar. Durante duas décadas, Jung foi um dos principais alvos do combate às drogas do governo americano e era quem fazia a conexão entre os EUA e a Colômbia.",Crime,2001,en,https://image.tmdb.org/t/p/w500/fnh5mrR97ULnlFGe5Itb1qz12e9.jpg,,124
Zoolander,Ben Stiller,6.205,4584,"Achem uma saída para Derek Zoolander, três vezes eleito modelo masculino do ano. Sua cara começa a decair quando surge o hippie-chic Hansel para roubar o prêmio. O diabólico guru da moda Mugatu agarra então a oportunidade de transformar Derek em uma máquina mortífera. É uma bem tramada conspiração e somente com a ajuda de Hansel e alguns bem escolhidos asseclas, como Matilda é que Derek poderá tornar o mundo mais seguro para todos os modelos masculinos.",Comédia,2001,en,https://image.tmdb.org/t/p/w500/1IOLMlNKSoo3FToVGYV1PjE3ehn.jpg,,89
Dois Doidões em Harvard,Jesse Dylan,6.332,971,"Silas (Method Man) e Jamal (Redman) estão bastante tensos na hora de fazer um exame que irá decidir em qual faculdade eles poderão ingressar. Para “relaxar” um pouco, os dois colegas decidem puxar um fumo antes da prova. A fumaça mágica que sai de seus baseados evoca o fantasma de Ivory (Chuck Davis), um outro colega de fumo que havia morrido recentemente. Bem relacionado com todos os espíritos inteligentes “do outro lado”, Ivory ajuda os amigos na hora do exame, e ambos são aprovados com nota máxima. Como prêmio, eles são convidados a entrar na prestigiada Universidade de Harvard, um lugar repleto de ricaços, brancos e mauricinhos. Silas e Jamal, sempre auxiliados pelo fantasma de Ivory, vão deixar a Universidade de cabeça para baixo.",Comédia,2001,en,https://image.tmdb.org/t/p/w500/lRWYv3GhHPz9ONTnLuGx790vKE8.jpg,,93
13 Fantasmas,Steve Beck,6.277,2197,"Após sua esposa morrer em um incêndio, Arthur e seus dois filhos ficaram sem nada além de um ao outro. Isto é, até Arthur herdar uma casa de vidro e aço de seu tio misterioso. Porém eles logo descobrem que há algo horrível preso atrás das paredes cristalinas da casa. Para deixar a casa com vida, eles devem resolver um quebra-cabeça que contém a chave para sua salvação iminente ou a destruição.",Terror,2001,en,https://image.tmdb.org/t/p/w500/rVcigGnXNtYQoBAhTWGAS9o03jc.jpg,,91
Ali,Michael Mann,6.765,1753,"Cassius Clay era um grande lutador nos ringues de boxe e uma pessoa inteligente fora deles, onde impressionava pelo seu fácil palavreado. Ele logo se tornou uma das principais personalidades do esporte mundial nos anos 60, principalmente após se converter ao islamismo, trocar seu nome para Muhammad Ali e se recusar a lutar na Guerra do Vietnã.",Drama,2001,en,https://image.tmdb.org/t/p/w500/hBE9VTgwmHbIBkJ0uxrnmqJOpkm.jpg,,157
Tá Todo Mundo Louco!,Jerry Zucker,6.271,1827,Um dono de cassino de Las Vegas decide organizar uma competição especial. Fichas de cassino premiadas escolherão seis pessoas para uma corrida pela América com prêmio de dois milhões de dólares. Os competidores apelam a tudo para vencer a corrida maluca.,Aventura,2001,en,https://image.tmdb.org/t/p/w500/zQJ7SwDybGVbYLeiYsbHFZNBIZN.jpg,,112
Evolução,Ivan Reitman,6.097,2295,"Uma comédia que conta o caos que se segue quando um meteoro atinge a Terra carregando formas de vida alienígenas que dão um novo significado para o termo ""sobrevivência do mais apto"". Ira Kan, Harry, Wayne e Allison são as únicas pessoas entre os alienígenas e a dominação do mundo, o que poderia ser uma má notícia para a Terra.",Comédia,2001,en,https://image.tmdb.org/t/p/w500/jPuAp3nHciXoBYilCQIOgmH2lV7.jpg,https://www.youtube.com/watch?v=AhSnxFOMTDU,101
O Confronto,James Wong,6.134,1615,"Não existe um só universo, existem muitos. Foi criada uma tecnologia para viajar através destes universos, mas a viagem é muito restrita e controlada. Da mesma forma existem várias versões de cada pessoa, cada uma habitando no tempo presente um destes mundos paralelos. O equilíbrio neste sistema sempre foi mantido, mas Gabriel Yulaw quer destruí-lo para que possa se tornar o Único e absorver a força de suas versões pelos diversos universos.",Ação,2001,en,https://image.tmdb.org/t/p/w500/stlAyArGHznHJOIN6AwAGiPh7AW.jpg,,87
Atrás das Linhas Inimigas,John Moore,6.414,1546,"Chris Burnett é um aviador naval experiente que está frustrado por ter sido afastado das missões de combate. Durante uma missão de reconhecimento, Burnett fotografa algo que deveria ser mantido em sigilo e, por isso, tem seu avião abatido em território inimigo. Ele passa a ser perseguido por agentes de uma implacável polícia secreta e por tropas hostis. Com o tempo se esgotando, o almirante Reignart desafia ordens superiores e organiza uma desesperada missão de resgate.",Ação,2001,en,https://image.tmdb.org/t/p/w500/DdqL8MwxTsvDYB4oJ6Izr86lQu.jpg,,106
K-PAX: O Caminho da Luz,Iain Softley,7.202,2493,"Prot é um homem misterioso, que vive dizendo ter vindo do planeta K-Pax, distante mil anos-luz da Terra. Por causa disto ele é internado em um hospício, onde conhece o Dr. Mark Powell, um psiquiatra disposto a provar que ele na verdade sofre de um grave distúrbio de personalidade. Mas as descrições de Prot sobre como é a vida em seu planeta acabam encantando os demais pacientes do hospício, fazendo com que eles queiram ir com Prot quando ele diz que está próximo o dia em que deverá voltar ao seu planeta.",Ficção científica,2001,en,https://image.tmdb.org/t/p/w500/47ucFK7drrSE5SECPkLVl6uuc5k.jpg,,120
Jason X,James Isaac,4.852,1408,"O ano é 2455. A Terra é um planeta envenenado, árido e abandonado há séculos. Uma nave com um grupo de jovens exploradores pousa no planeta, próximo ao Crystal Lake, em busca de relíquias ancestrais que possam valer um bom dinheiro. No que parece ser um antigo sistema prisional e de pesquisas científicas, o grupo encontra dois corpos congelados em perfeito estado. Um deles é de uma garota e o outro é de um homem. Os jovens decidem levá-los para sua nave a fim de estudá-los e se possível, regenerá-los. Eles nem imaginam o terrível destino que os aguarda. Eles desconhecem que o homem congelado é Jason X, uma verdadeira e invencível máquina de matar que viveu e foi acidentalmente congelado no século 20. E que ele entrou em processo de descongelamento...",Terror,2001,en,https://image.tmdb.org/t/p/w500/ggOND0hfoE0f3K857joSzEeIchb.jpg,,92
Os Excêntricos Tenenbaums,Wes Anderson,7.469,4659,"Royal e sua esposa Etheline tiveram três filhos muito diferentes entre si, mas igualmente bem-sucedidos. Quando Etheline resolve se casar com outro, o irresponsável e excêntrico Royal resolve lutar por seu amor reunindo toda a família.",Comédia,2001,en,https://image.tmdb.org/t/p/w500/zRzBGrncDZADU1x6jqSHz6z5uLc.jpg,,110
O Pacto dos Lobos,Christophe Gans,6.719,1592,"Em 1765, durante o reinado de Luís XV, uma misteriosa criatura traz pânico e terror em uma província rural da França. Chamada de a Besta de Gevaudan, ela atacava crianças e mulheres há meses e ninguém era capaz de prevenir suas ações, vê-la com nitidez ou sequer capturá-la. Desesperado em pôr um fim na situação, o rei decide então enviar ao local o renomado biólogo Gregóire de Fronsac (Samuel Le Bihan). Entretanto, Gregóire terá não apenas que lutar contra o monstro mas também contra a ignorância, a conspiração e a intolerância local, recebendo o apoio de duas mulheres, uma aristocrata e uma prostituta.",Aventura,2001,fr,https://image.tmdb.org/t/p/w500/gpM5APTiKBDWn1xT2f7aNwY5HKO.jpg,,142
Vida Bandida,Barry Levinson,6.299,1019,"Os criminosos Joe e Terry fogem da prisão e começam a promover assaltos a bancos para financiar um sonho. E, para realizar esses roubos, eles agem de maneira inusitada: sequestram o gerente do banco na noite anterior e, na manhã seguinte, acompanham-no até o estabelecimento para pegar o dinheiro. Durante um assalto, Joe e Terry conhecem Kate, que quer fugir com eles para escapar de sua vida monótona. Mas a situação se complica quando a polícia acredita que Kate seja uma vítima dos dois.",Comédia,2001,en,https://image.tmdb.org/t/p/w500/qq24pMp4IPa2n4fR6CATtGLrXPE.jpg,,123
Uma Lição de Amor,Jessie Nelson,7.556,2343,"Sam Dawson é um homem com deficiência mental que cria sua filha Lucy com uma grande ajuda de seus amigos. Porém, assim que faz 7 anos Lucy começa a ultrapassar intelectualmente seu pai, e esta situação chama a atenção de uma assistente social que quer Lucy internada em um orfanato. A partir de então Sam enfrenta um caso virtualmente impossível de ser vencido por ele, contando para isso com a ajuda da advogada Rita Harrison, que aceita o caso como um desafio com seus colegas de profissão.",Drama,2001,en,https://image.tmdb.org/t/p/w500/rSJAtuY0bMJ8LRXipJQhCku1xTk.jpg,,132
Jogo de Espiões,Tony Scott,6.911,2166,"Nathan Muir é um agente da CIA que está prestes a se aposentar, até que descobre que Tom Bishop, seu protegido, foi preso por espionagem na China. Acostumado com o modo de funcionamento da CIA, Muir é convocado para resgatar Bishop de sua atual prisão. É quando, em meio ao embarque para mais uma missão, Muir relembra como ele recrutou e treinou Bishop, seus tempos turbulentos como agentes e ainda a mulher que traiu a amizade deles.",Ação,2001,en,https://image.tmdb.org/t/p/w500/8eRA7GVsO3qvwu4sU0idFR0Qce3.jpg,,126
A Cartada Final,Frank Oz,6.701,1717,"O ladrão profissional Nick Wells está prestes a executar um roubo quase impossível, mas, para isso, precisa unir forças com um jovem cúmplice. A aliança duvidosa, formada por um amigo, atrapalha os planos de Nick, que pretendia se aposentar da vida criminosa e ficar com sua noiva, Diane. Agora, ele terá que infringir sua regra mais importante, que é a de trabalhar sempre sozinho.",Ação,2001,en,https://image.tmdb.org/t/p/w500/2jPv3CdVdTBEmoVvS4kXSDEV4Dq.jpg,,124
O Beijo do Dragão,Chris Nahon,6.887,1239,"Liu Jian é um agente do governo chinês que é enviado a Paris para cumprir uma missão secreta, a qual nem ele mesmo conhece os detalhes. Lá ele conhece o inspetor Richard, com quem irá trabalhar na missão. Porém, Richard trai Liu e acaba colocando-o sob a mira de uma perigosa conspiração, acusado de um assassinato que não cometeu e tendo que provar sua inocência em uma cidade que não conhece. E para isso ele contará apenas com a ajuda de Jessica, uma americana a qual Richard obrigou a se prostituir.",Ação,2001,en,https://image.tmdb.org/t/p/w500/hpGBqX4SG7xNJx4wqLv075KQoQl.jpg,,98
Escrito nas Estrelas,Peter Chelsom,6.951,1975,"Num apressado dia de compras no inverno de 1990, Jonathan Trager (John Cusack) conhece Sara Thomas (Kate Beckinsale). Dois estranhos no meio da massa em NY, seus caminhos se cruzam em um feriado, sendo que logo sentem entre eles uma atração mútua. Apesar do fato de ambos estarem envolvidos em outras relações, Jonathan e Sara passam a noite andando por Manhattan. Quando a noite chega ao fim, os dois são forçados a determinar algo como seu próximo passo. Quando Jonathan sugere uma troca de telefones, Sara rejeita e propõe uma idéia que dará ao destino o controle de seu futuro. Se eles tiverem que ficar juntos, ela diz a ele, eles encontrarão o caminho de volta para a vida um do outro.",Comédia,2001,en,https://image.tmdb.org/t/p/w500/kD0U1dENdFpbTm6cIWIkZOqKMkB.jpg,,90
A Promessa,Sean Penn,6.568,1103,"Jerry Black (Jack Nicholson) é um policial veterano que vive em Nevada e está prestes a se aposentar. Em seu último dia de serviço ele recebe como missão conferir o local onde ocorreu o assassinato de uma garota de 7 anos e avisar sua família do ocorrido. Com a mãe desesperada, Jerry promete que encontrará o culpado do crime e, com isso, resolve investigar o caso auxiliado por Stan Krolak (Aaron Eckhart), outro policial. Juntos eles chegam até Toby Jay Wadenah (Benicio Del Toro), um homem com problemas mentais que assume a autoria do crime e logo depois se suicida. Krolak considera o caso enc, mas Jerry não acredita que Toby Jay seja o assassino e, mesmo aposentado, decide continuar as investigações por conta própria.",Crime,2001,en,https://image.tmdb.org/t/p/w500/of1WVN0Z8KB8lnbrpFOStSrctuR.jpg,,123
Do Inferno,Albert Hughes,6.699,2860,"No final do século 19, uma série de assassinatos deixa prostitutas mutiladas em uma parte pobre de Londres. Abberline, um detetive problemático e misterioso que possui habilidades mediúnicas, investiga os crimes para descobrir a verdadeira identidade do assassino conhecido como Jack, o Estripador.",Terror,2001,en,https://image.tmdb.org/t/p/w500/yIQRINeQPhSD4tna6HVRMxV0pfC.jpg,,122
Perseguição: A Estrada da Morte,John Dahl,6.518,1231,"As férias de verão têm início e apenas uma idéia ronda a mente de Lewis Thomas (Paul Walker): partir com a garota dos seus sonhos, Venna (Leelee Sobieski), em uma viagem de carro pelos Estados Unidos. Mas seus planos são alterados quando ele é obrigado a salvar Fuller (Steve Zahn), seu irmão mais velho, que é conhecido por sempre causar problemas. Em uma de suas brincadeiras Fuller acaba envolvendo um motorista de caminhão solitário, que decide se vingar dele e de todas as pessoas que estiverem juntas de qualquer maneira.",Mistério,2001,en,https://image.tmdb.org/t/p/w500/fRL8qsaWPj0pZ7XMslQZxT3V0hC.jpg,,97
Barbie: O Quebra-Nozes,Owen Hurley,6.871,1067,"Como que por magia, Barbie ganha vida nesta prodigiosa adaptação do conto clássico de Hoffman, animado por computador. A história inicia-se quando Clara recebe um belo Quebra-Nozes de madeira como presente de sua tia favorita. Nessa noite, o Quebra-Nozes ganha vida para expulsar o Rei dos Ratos, que invadiu os aposentos de Clara. Ela acorda e ajuda o Quebra-Nozes, mas o Rei dos Ratos, através de um feitiço maléfico, a faz diminuir de tamanho. Clara e o Quebra-Nozes partem numa aventura fantástica para encontrar a Fada Açucarada, a única pessoa com poderes para quebrar o maléfico feitiço.",Animação,2001,en,https://image.tmdb.org/t/p/w500/dm7IBahbPkjbc5FOD6pW0mjYVAA.jpg,,76
A Última Fortaleza,Rod Lurie,7.161,1302,"Após ser condenado por um tribunal militar por desobedecer ordens, o General Irwin é enviado para uma prisão militar de segurança máxima onde as autoridades mantêm um corrupto e violento regime.",Ação,2001,en,https://image.tmdb.org/t/p/w500/mHx7GUXpycO2sBuG8rjXRpmz9Zy.jpg,,131
A Senha - Swordfish,Dominic Sena,6.251,2754,"Existe um mundo dentro do nosso que chamamos de ciberespaço, protegido por firewalls, senhas e os sistemas de segurança mais avançados. É onde escondemos nossos segredos mais comprometedores, nossas informações mais incriminatórias e, é claro, muito dinheiro. Este é o mundo de Swordfish. O mais perigoso de todos os espiões é contratado pela CIA para convencer um hacker de computador que acabou de sair da prisão a ajudá-lo a roubar seis bilhões de dólares.",Ação,2001,en,https://image.tmdb.org/t/p/w500/dIF1kkuWxX1NadKTqEPTOQm4n4Z.jpg,,99
"Ichi, o Assassino",Takashi Miike,7.004,1007,"Anjo, um chefe da máfia japonesa, a Yakuza, desaparece com três milhões de ienes. Os membros de sua gangue, liderados pelo masoquista Kakihara, saem em busca de Anjo, mas os métodos extremamente violentos do novo líder acabam chamando a atenção negativamente de gangues rivais. Tudo piora quando ele contrata o misterioso assassino psicopata Ichi, controlado por um policial aposentado.",Ação,2001,ja,https://image.tmdb.org/t/p/w500/hJPW8HAJNX2wsaqb0PQWsYThoTL.jpg,,129
A Dama e o Vagabundo II: As Aventuras de Banzé,Darrell Rooney,6.346,1270,"Entre seus filhotes comportados, Dama e o Vagabundo criam o bagunceiro Banze – que está sempre aprontando alguma. Sonhando com a liberdade, Banzé sai de casa e conhece uma vira-lata adorável e teimosa chamada Angel. Ela o apresenta aos cães do lixo, liderados pelo escolado Buster que o desafia para o teste supremo da vida sem coleira. Agora, Banzé fica dividido entre um mundo repleto de aventuras e o amor pela família que abandonou.",Família,2001,en,https://image.tmdb.org/t/p/w500/r8kqvSoshJobn1zdZhJM0Gnj1kx.jpg,,69
Loucuras na Idade Média,Gil Junger,5.349,1132,"Jamal Sky Walker (Martin Lawrence) é um homem tagarela que tem grandes planos para sua vida. Mas, no momento, ele precisa se concentrar em seu trabalho em um parque temático sobre a Idade Média. Entretanto, num dia Jamal leva uma bolada na cabeça e desmaia. Ao acordar, percebe que está em pleno ano 1328, em um mundo repleto de cavaleiros em suas armaduras e donzelas a serem salvas. Jamal então resolve ajudar um ex-cavaleiro e uma bela camponesa contra um rei malvado, usando para isso seus conhecimentos do século 21 em plena Idade Média.",Comédia,2001,en,https://image.tmdb.org/t/p/w500/Aibgm0dWaFWTE6XMpF4hQ4tjWcV.jpg,,95
Dr. Dolittle 2,Steve Carr,5.31,1689,"O Dr. John Dolittle, o médico que tem o dom de conversar com os animais, parte para uma floresta juntamente com sua família, a fim de evitar a extinção de uma raça de ursos. Mas para que isto ocorra ele precisa antes arrumar um companheiro para a ursa local.",Comédia,2001,en,https://image.tmdb.org/t/p/w500/mznxoYMKFOmJt7TOn12XHy4YiH1.jpg,,87
Como Cães e Gatos,Lawrence Guterman,5.382,1656,"Cães e gatos têm travado uma guerra secreta desde o começo dos tempos. A vitória dos cães fica cada vez mais próxima quando o Professor Brody inventa uma fórmula capaz de curar a alergia dos humanos a cachorros. Para impedi-la, o líder dos gatos, Sr. Tinkles, decide roubar a vacina, mas primeiro precisa enfrentar o Agente Lou, um cão corajoso que, graças a um erro no sistema, está encarregado de proteger a família Brody.",Família,2001,en,https://image.tmdb.org/t/p/w500/86YaF3sR3oFaIMhjjPQsTlkhLUq.jpg,,87
Wasabi,Gérard Krawczyk,6.644,1329,"Após uma briga com o chefe de policia, Hubert Fiorentini, um detetive policial, é obrigado a tirar férias. Poucos dias depois ele recebe um telefonema de um advogado do Japão, avisando que Miko, o grande amor de sua vida e que estava desaparecida há 20 anos, havia falecido recentemente. Hubert, parte imediatamente para Tóquio, onde descobre que Miko, lhe deixou duzentos milhões de dólares e a posse de Yumi, sua filha problemática. Desconfiado, Hubert, procura Momo, seu antigo parceiro na polícia, sendo que juntos descobrem a verdade em torno da misteriosa morte de Miko, e seu envolvimento com a máfia japonesa.",Drama,2001,fr,https://image.tmdb.org/t/p/w500/d2bIfAHnYYsOdpHAYwSzRn3da6C.jpg,,94
Final Fantasy,Hironobu Sakaguchi,6.198,1492,"Borrar as linhas entre a realidade e a animação por computador. Este é o primeiro filme de longa-metragem que traz uma realidade sem igual, gerada por computador, de personagens humanos. A emocionante ficção mostra a saga dos humanos de tentar resistir a uma invasão alienígena.",Aventura,2001,en,https://image.tmdb.org/t/p/w500/fRSiohwE9ZLWdiR7l1eUeuwwzSB.jpg,,106
Doce Novembro,Pat O'Connor,6.87,1346,"Nelson Moss (Keanu Reeves) é um atarefado executivo que só pensa em seu trabalho e parece ter se esquecido o que é ser amado por alguém. Até que conhece Sara Deever (Charlize Theron), que lhe traz novamente um sentimento de romantismo à sua vida. Ela termina convencendo-o a passarem um mês juntos e depois se separarem, pois considera este um tempo suficiente para que possam resolver seus problemas emocionais. Porém, com o passar dos dias Nelson se apaixona cada vez mais por Sara e busca descobrir qual é o motivo pelo medo de compromisso que ela possui.",Drama,2001,en,https://image.tmdb.org/t/p/w500/tjtCKVNtywqEHLQMKz7SeFJGSQ0.jpg,,119
Osmose Jones - Uma Aventura Radical pelo Corpo Humano,Bobby Farrelly,6.496,1034,"Frank Pepperidge (Bill Murray) é um construtor que repentinamente pega um resfriado. Este pequeno fato deflagra uma guerra dentro do seu corpo, que é conhecido por ""Cidade de Frank"", e faz com que a célula branca policial Osmosis Jones (Chris Rock) e a pílula Drixorial (David Hyde Pierce) juntem suas forças a fim de eliminar os vírus que estão dentro do corpo de Frank e ameaçam todo a ""cidade"" onde vivem.",Aventura,2001,en,https://image.tmdb.org/t/p/w500/vLHoUumoFz32rDuPWDpJv3RwlEM.jpg,,95
Kate & Leopold,James Mangold,6.328,1391,"No século 19, um nobre inglês arruinado, vivendo nos EUA, é pressionado a se casar com alguma americana rica para salvar a família, mas acidentalmente atravessa um portal do tempo e acaba indo parar no século 21 e conhecendo uma mulher moderna.",Romance,2001,en,https://image.tmdb.org/t/p/w500/mUvikzKJJSg9khrVdxK8kg3TMHA.jpg,,118
Animal,Luke Greenfield,5.114,1276,"Marvin Mage é um fracote que sempre sonhou em ser um policial mas nunca teve físico para tal profissão. Sua vida era um completo fiasco até sofrer um grave acidente automobilístico, que quase o matou. Para salvar sua vida, um cientista decidiu por fazer uma inovadora cirurgia, que reconstruía seu corpo com órgãos de animais. A experiência dá certo e a partir de então Marvin fica famoso e se torna um superpolicial. Porém, logo os novos órgãos fazem com que Marvin passe a ter instintos animais, que se manifestam nas piores horas e das maneiras mais bizarras possíveis.",Comédia,2001,en,https://image.tmdb.org/t/p/w500/IBghsc7sRo1DteneBvvfnBEnzx.jpg,,83
Ghost World: Aprendendo a Viver,Terry Zwigoff,7.074,1458,"Enid e Rebecca estão concluindo o segundo grau e começam a entrar na crise mais forte da adolescência, buscando suas identidades e planejando o futuro. Rebecca parece infeliz, mas mantém o foco e planeja o futuro, mas Enid parece totalmente perdida e incapaz de lidar com a frustração da vida adulta. Os problemas podem abalar a amizade das duas, que sempre acreditaram que seriam amigas para sempre.",Comédia,2001,en,https://image.tmdb.org/t/p/w500/kY6qxvCv9JOnxoNA46NoddjfQSL.jpg,,111
A Casa de Vidro,Daniel Sackheim,5.941,1015,"Após a morte dos pais em um acidente de carro, dois irmãos vão morar com seus novos pais adotivos. Porém, com o passar do tempo, os irmãos acham que seus 'pais' já procuravam adotá-los antes mesmo da morte dos pais verdadeiros, de olho nos quatro milhões de dólares que eles possuem em forma de ações.",Drama,2001,en,https://image.tmdb.org/t/p/w500/hpyIEd02R0UmxImwdFwDKaqa8ZZ.jpg,,106
No Balanço do Amor,Thomas Carter,6.518,1284,"Sara Johnson (Julia Stiles) é uma garota de 17 anos que sempre sonhou em ser uma bailarina profissional. Porém, seus planos vão por água abaixo quando sua mãe morre em um acidente de carro e ela é obrigada a viver com seu pai em Chicago. Intimidada pela sua nova vida, ela busca refúgio nos clubes locais, onde conhece um jovem (Sean Patrick Thomas) que compartilha com ela o mesmo amor pela dança. Porém, eles logo descobrem que a pressão existente entre os dois irá se tornar uma barreira maior do que a diferença de cor ou de classe para que eles possam iniciar um romance.",Drama,2001,en,https://image.tmdb.org/t/p/w500/fKWrtkZebiYdqMFfi9CKeZHz6tb.jpg,,112
O Casamento dos Meus Sonhos,Adam Shankman,5.931,1727,"Mary Fiore (Jennifer Lopez) é uma conceituada organizadora de casamentos, que consegue transformar qualquer casamento em um evento romântico inesquecível para os noivos e seus familiares. Mas quando ela se apaixona pelo noivo de um dos casamentos que está organizando, começa a perceber que falta amor em sua vida e, por causa disso, se envolve em uma série de confusões.",Comédia,2001,en,https://image.tmdb.org/t/p/w500/afrqngvnCJk50KkIAdb9NN5mMhi.jpg,,103
Fantasmas de Marte,John Carpenter,5.142,1141,"Natasha Hestrindge é Melaine Bellard, uma tenente policial escalda para trabalhar em Marte no ano de 2025. Humanos vêm colonizando e minerando o planeta vermelho já há algum tempo, mas quando Bellard e seu esquadrão são enviados a uma região remota para prender um perigoso criminoso descobrem que ele é o menor dos seus problemas. A mineração despertou um exército mortal de espíritos marcianos que tomam os corpos dos humanos e estão determinados a destruir todos os invasores de seu planeta.",Ação,2001,en,https://image.tmdb.org/t/p/w500/35Bg0I2aTB1j3Ugcw02y9T5nTQx.jpg,,98
