Nome do filme,Diretor,Avaliação,Número de votos,Sinopse,Gênero,Ano de lançamento,Língua,Link para a capa,Trailer,Duração
Hotel Transilvânia 2,Genndy Tartakovsky,6.767,5859,"Drácula percebe que seu neto, que é metade humano, não está mostrando seu lado vampiro. O avô preocupado, ao lado de seus amigos, decide colocar o menino em um treinamento especial enquanto Mavis e Johnny estão fora. Para piorar, o pai de Drácula aparece para uma visita.",Animação,2015,en,https://image.tmdb.org/t/p/w500/prBkRebn3rgLVboyxmEpjKaDJ1x.jpg,https://www.youtube.com/watch?v=KCQF_AmayN0,89
A Incrível História de Adaline,Lee Toland Krieger,7.481,6790,"Adaline Bowman nasceu na virada do século XX e levava uma vida normal até sofrer um grave acidente de carro. Desde então, ela milagrosamente parou de envelhecer e acabou se tornando um ser imortal com eterna aparência de 29 anos. Adaline vive uma existência solitária, nunca se permitindo criar laços com ninguém para não ter seu segredo revelado. Mas tudo muda quando ela conhece o jovem e belo Ellis Jones, um filantropo por quem pode valer a pena arriscar sua imortalidade.",Romance,2015,en,https://image.tmdb.org/t/p/w500/gU84OUm9c4R44Zx8U1YPbCzKqIo.jpg,https://www.youtube.com/watch?v=5TgowSKqzkI,112
007 Contra Spectre,Sam Mendes,6.558,10706,"James Bond chega à Cidade do México e está pronto para eliminar Marco Sciarra sem que o chef M saiba da missão. O caso leva à suspensão temporária do agente, que passa a ser constantemente vigiado pelo governo britânico graças a uma tecnologia implantada em seu corpo por Q. Na tentativa de despistar os inimigos e até mesmo alguns de seus parceiros de trabalho, ele se responsabiliza por ajudar a filha de um desafeto. Toda a situação o leva ao centro de uma temida organização denominada Spectre.",Ação,2015,en,https://image.tmdb.org/t/p/w500/7qUy7podv41jcj0tOvJNwh6700A.jpg,https://www.youtube.com/watch?v=XnQtycFKCGs,148
Love,Gaspar Noé,6.448,2529,"Murphy é um americano vivendo em Paris que se envolve em um relacionamento altamente sexual e emocionalmente exigente com a instável Electra. Inconsciente do efeito sísmico que isso terá na relação, eles convidam a linda vizinha para a cama deles.",Drama,2015,fr,https://image.tmdb.org/t/p/w500/tyJIhINIfwlSRBpllwHKm87QJ2u.jpg,https://www.youtube.com/watch?v=Fc-xDZenY6s,134
Quarteto Fantástico,Josh Trank,4.429,6079,Quatro jovens astronautas ganham superpoderes ao serem transportados a um universo alternativo e ficarem expostos à radiação cósmica. Eles precisam usar suas novas habilidades para proteger o planeta contra o Doutor Destino.,Ação,2015,en,https://image.tmdb.org/t/p/w500/XJ8jZ4hGyusnN41NnxR0vv5ghS.jpg,https://www.youtube.com/watch?v=6AL9xrRupPA,100
Minions,Kyle Balda,6.412,10710,"Seres amarelos milenares, os minions têm uma missão: servir os maiores vilões. Em depressão desde a morte de seu antigo mestre, eles tentam encontrar um novo chefe. Três voluntários, Kevin, Stuart e Bob, vão até uma convenção de vilões nos Estados Unidos e lá se encantam com Scarlet Overkill, que ambiciona ser a primeira mulher a dominar o mundo.",Família,2015,en,https://image.tmdb.org/t/p/w500/zBpMdcxJelRvA7VPaF9GvoH5sZv.jpg,https://www.youtube.com/watch?v=65yL42CwR8Q,91
Nocaute,Antoine Fuqua,7.364,5545,"Billy ""The Great"" Hope (Jake Gyllenhaal), um lutador, trilha seu caminho rumo ao título de campeão enquanto enfrenta diversas tragédias em sua vida pessoal. Além das batalhas nos ringues, ele é forçado a lutar para conquistar o amor e o respeito de sua filha, em uma busca por redenção.",Ação,2015,en,https://image.tmdb.org/t/p/w500/ukZDWdH61QfkjIkroONXFUPm005.jpg,,123
Cada Um na Sua Casa,Tim Johnson,6.793,4034,"O planeta Terra foi invadido por seres extra-terrestres, os Boov, que estão em busca de um novo planeta para chamar de lar. Eles convivem com os humanos pacificamente, que não sabem de sua existência. Entretanto, um dia a jovem adolescente Tip encontra o alien Oh, que foi banido pelos Boov devido às várias trapalhadas causadas por ele. Os dois logo embarcam em uma aventura onde aprendem bastante sobre as relações intergalácticas.",Fantasia,2015,en,https://image.tmdb.org/t/p/w500/oPaWNQKrQ3enUzNbEQqadWGAuwJ.jpg,https://www.youtube.com/watch?v=Lh3pM8WS6tw,94
Golpe Duplo,Glenn Ficarra,6.875,7959,"Nicky é um trapaceiro profissional que acaba sendo escolhido como vítima por uma iniciante na profissão, Jess. Esperto como é, ele se deixa cair no golpe para desmascará-la no momento certo. Decepcionada, a ambiciosa Jess insiste para que Nicky lhe ensine seu método de trabalho e a aceite em sua equipe. Após uma certa relutância, Nicky concorda. Mas o problema maior é que ele também acaba se envolvendo romanticamente com ela, o que vai de encontro a uma de suas principais regras.",Romance,2015,en,https://image.tmdb.org/t/p/w500/8zhpyz54PF3zfyus8nYGCZgrrBS.jpg,https://www.youtube.com/watch?v=87c5N8a5yLU,104
Bob Esponja: Um Herói Fora D'Água,Paul Tibbitt,6.086,2397,"O pirata Burger Beard rouba a receita secreta do adorado hambúrguer de siri e Bob Esponja e seus amigos desembarcam em terra firme para resgatar a fórmula perdida. Para conseguirem, eles têm de se associar a seu antigo rival, Plankton.",Família,2015,en,https://image.tmdb.org/t/p/w500/4xpJyqKVz2RDegkXplyRweJM7ZR.jpg,,93
Carta Selvagem,Simon West,5.69,1827,"Nick Wild (Jason Statham), guarda-costas em Las Vegas, tem habilidades profissionais letais e problemas pessoas com o jogo. Após seu amigo ser espancado um sádico bandido, Nick decide se vingar e descobre que ele é filho de um poderoso chefe da máfia. Nick mergulha no mundo do crime e acaba perseguido pela máfia, tendo apenas uma chance de mudar sua sorte.",Thriller,2015,en,https://image.tmdb.org/t/p/w500/mNCBOnQITpRkaMRyq8KyfyDFQEx.jpg,https://www.youtube.com/watch?v=V134DTuR_3o,92
Spotlight: Segredos Revelados,Tom McCarthy,7.815,8379,"Um grupo de jornalistas do Spotlight descobre documentos que provam crimes sexuais cometidos por padres contra crianças. Eles preparam uma série de reportagens reveladoras, evidenciando os abusos cometidos por sacerdotes da Igreja Católica.",Drama,2015,en,https://image.tmdb.org/t/p/w500/wHNzfrfK8M4WIq3XDUqAFdKKY5Z.jpg,https://www.youtube.com/watch?v=zgicIR5Skwc,129
Entourage: Fama e Amizade,Doug Ellin,6.233,1036,"O astro do cinema Vincent Chase recebe uma ligação de Ari Gold, seu antigo agente e agora chefe de um estúdio, com um projeto. Algumas de suas ambições mudaram, mas o vínculo entre eles permanece forte conforme se viram no mundo feroz de Hollywood.",Comédia,2015,en,https://image.tmdb.org/t/p/w500/55XAKrUPTTQSFmM4XhZu2fD7sa4.jpg,,104
Goosebumps: Monstros e Arrepios,Rob Letterman,6.308,3823,"O jovem Zach Cooper se muda de Nova York para uma cidade pequena dos Estados Unidos, para onde a mãe é transferida. Lá, eles passam a morar na casa ao lado da de Hannah por quem o adolescente se apaixona e o pai, o ranzinza R. L. Stine. Depois de escutar gritos vindo da propriedade ao lado, Zach invade a residência com a ajuda do medroso colega e acaba, acidentalmente, abrindo um dos livros e, consequentemente, dando início à libertação de todos os monstros criados por Stine. Juntos, eles terão que mandar as criaturas de volta para as prateleiras.",Aventura,2015,en,https://image.tmdb.org/t/p/w500/d1rkpUr64IY0ARTyWU6MrHJD2Wt.jpg,https://www.youtube.com/watch?v=IKyiFa9qef0,103
Pai em Dose Dupla,Sean Anders,6.287,3267,"Brad é executivo em uma rádio e se esforça para ser o melhor padrasto possível para os dois filhos de sua namorada, Sarah. Mas eis que Dusty, o desbocado pai das crianças, reaparece e começa a disputar com ele a atenção e o amor dos pimpolhos.",Comédia,2015,en,https://image.tmdb.org/t/p/w500/8sQJGH4pKEsv5DrRPPaULMgWZMm.jpg,,96
Evereste,Baltasar Kormákur,6.822,4966,"Inspirado nos incríveis acontecimentos em torno da montanha mais alta do mundo, Evereste documenta a inspiradora jornada de dois diferentes grupos de expedição que são desafiados além de seus limites quando são acometidos por uma das maiores avalanches já registradas. Com a coragem testada por um dos fenômenos mais severos do planeta, os escaladores terão de enfrentar obstáculos quase impossíveis em busca de sobrevivência.",Aventura,2015,en,https://image.tmdb.org/t/p/w500/2PkYTktwBeaB7xbBatMJmAY67lD.jpg,,121
Ponte dos Espiões,Steven Spielberg,7.235,6935,"Conta a história de James Donovan, um advogado erradicado no Brooklyn que se encontra no centro das tensões durante a Guerra Fria quando a CIA o envia para uma missão praticamente impossível para negociar a liberdade de um piloto americano.",Thriller,2015,en,https://image.tmdb.org/t/p/w500/gpFbBfFSNWtIDksllfoGP96joI6.jpg,,142
A Visita,M. Night Shyamalan,6.318,4856,Um garoto (Ed Oxenbould) e sua irmã (Olivia DeJonge) são mandados pela mãe (Kathryn Hahn) para visitar seus avós que moram em uma remota fazenda. Não demora muito até que os irmãos descubram que os idosos estão envolvidos com coisas profundamente pertubadoras que colocam a vida dos netos em perigo.,Terror,2015,en,https://image.tmdb.org/t/p/w500/zRjwHqHG36ZZ96PAuDNFWwaFVQy.jpg,,94
Hacker,Michael Mann,5.51,2063,"O hacker Hathaway (Chris Hemsworth) é um gênio da codificação que foi condenado a 15 anos de prisão. Para sair da cadeia antes da conclusão da pena, ele aceita identificar e capturar um hacker que tem feito danos virtuais terríveis com consequências catastróficas no mundo real.",Crime,2015,en,https://image.tmdb.org/t/p/w500/dNDBzk6JRqDnpwGwBBKx7dGEFcd.jpg,https://www.youtube.com/watch?v=Jsj8ylQLlFg,133
Doce Vingança 3: A Vingança é Minha,Richard Schenkman,5.772,980,"Jennifer Hills ainda é atormentada pelo estupro brutal que sofrera há vários anos. Ela muda de identidade e de cidade, juntando-se a um grupo de apoio, a fim de juntar as peças de uma vida nova. Porém, quando os assassinos de sua amiga são libertados, e as histórias de estupradores em série começam a assombrá-la, Jennifer vai caçá-los e fazer justiça com as próprias mãos - e fazê-los pagar por seus crimes das piores maneiras imaginadas.",Terror,2015,en,https://image.tmdb.org/t/p/w500/2cqLnsT4yDWBSGte02iYkFNB009.jpg,,92
Joy: O Nome do Sucesso,David O. Russell,6.547,4146,Joy é uma jovem mulher que constrói um império comercial e se torna uma matriarca. Os aliados se tornam adversários e os adversários se tornam aliados à medida que a vida interior de Joy e sua imaginação feroz a levam por um mundo de negócios voraz.,Drama,2015,en,https://image.tmdb.org/t/p/w500/7icWz22RlPltHdIpR1iF95fuSrs.jpg,https://www.youtube.com/watch?v=jbiMQqKGTxY,124
Irmãs,Jason Moore,5.96,1399,"Duas irmãs, uma responsável e amorosa e a outra especialista em perder empregos e namorados, resolvem dar uma última festa na casa onde passaram a infância, ao saberem que ela será vendida pelos pais. Elas pretendem aproveitar tudo que não puderam fazer no local quando eram mais novas.",Comédia,2015,en,https://image.tmdb.org/t/p/w500/wItx3vsEt6vq7JJUGKVO10VMm1g.jpg,,118
Dragon Ball Z: O Renascimento de Freeza,山室直儀,6.849,1941,"Sorbet e Tagoma, dois remanescentes do exército de Freeza, chegam à Terra em busca das Esferas do Dragão. A ideia é reuní-las para ressuscitar seu antigo líder que foi vencido após uma batalha contra Goku. O plano é bem-sucedido e, com isso, Freeza retorna disposto a se vingar. Para tanto, ele se prepara durante meses, de forma que possa reencontrar Goku no auge do seu poder.",Ação,2015,ja,https://image.tmdb.org/t/p/w500/oth0VBziwe25mDzkJ6XzwmUCCDC.jpg,https://www.youtube.com/watch?v=hUyrKGLKssU,120
O Agente da U.N.C.L.E.,Guy Ritchie,7.087,6466,"Durante a Guerra Fria, um agente da CIA e um agente da KGB decidem unir forças para se infiltrar em uma organização criminosa e perversa que planeja usar armas nucleares para acabar com o equilíbrio do poder.",Comédia,2015,en,https://image.tmdb.org/t/p/w500/vwcO16PV78DLEcazIRVnSdbt3oD.jpg,https://www.youtube.com/watch?v=DA6PB1n5eqU,116
Brooklin: Um Amor Sem Fronteiras,John Crowley,7.314,3131,"A jovem irlandesa Ellis Lacey se muda de sua terra natal e vai morar em Brooklyn para tentar realizar seus sonhos. No início de sua jornada nos Estados Unidos, ela sente falta de sua casa, mas ela vai tentando se ajustar aos poucos até que conhece e se apaixona por Tony, um bombeiro italiano. Logo, ela se encontra dividida entre dois países, entre o amor e o dever.",Romance,2015,en,https://image.tmdb.org/t/p/w500/cs7W8j5lI7qzRW6tKSj9p1Q0Ze7.jpg,,117
Straight Outta Compton: A História do N.W.A.,F. Gary Gray,7.789,3983,"Califórnia, década de 1980. Cinco jovens usam suas experiências pessoais na produção de músicas honestas, rebeldes, diferentes e totalmente contra o sistema. Surge o N.W.A. (Niggaz Wit Attitudes), que dá voz a uma geração e promove a explosão do gangsta rap.",Drama,2015,en,https://image.tmdb.org/t/p/w500/aTQ6reig71j3gt351d04TOi8mtL.jpg,,147
O Quarto de Jack,Lenny Abrahamson,8.004,9334,"Joy e seu filho Jack vivem isolados em um quarto. O único contato que ambos têm com o mundo exterior é a visita periódica do Velho Nick, que os mantém em cativeiro. Joy faz o possível para tornar suportável a vida no local, mas não vê a hora de deixá-lo. Para tanto, elabora um plano em que, com a ajuda do filho, poderá enganar Nick e retornar à realidade.",Drama,2015,en,https://image.tmdb.org/t/p/w500/aRP20TeYnP8gkWmy6mi9Ez1Zgde.jpg,,117
Descompensada,Judd Apatow,5.803,2614,"Uma atrapalhada mulher com mais de 30 anos (Amy Schumer) tem uma vida amorosa desastrosa. Sua rotina se resume em casos de uma noite só e beber com os amigos, mas tudo pode mudar quando ela acaba conhecendo um médico desportivo (Bill Hader) que parece ser o ""cara ideal"".",Comédia,2015,en,https://image.tmdb.org/t/p/w500/thrsgjVittBqvYAymdwjBJh8F8o.jpg,,125
Férias Frustradas,John Francis Daley,6.313,3776,"Rusty Griswold trabalha como piloto de avião na EconoAir, uma companhia de baixo custo. Ele é casado com Debbie e tem dois filhos, James  e Kevin, que vivem brigando. Disposto a se divertir com a família, Rusty decide seguir os passos de seu pai e comandar uma ida ao parque de diversões Wally World, localizado a dias de viagem. Rusty logo aluga um carro albanês, sem imaginar que a viagem em família será bem mais complicada do que imaginava.",Comédia,2015,en,https://image.tmdb.org/t/p/w500/tnt6zhUzarBNgO49KJDodbeSkhl.jpg,https://www.youtube.com/watch?v=URagyD0NFL0,99
Carol,Todd Haynes,7.497,3767,"Therese Belivet tem um emprego entediante em uma loja de departamentos. Um dia, ela conhece Carol, uma elegante e misteriosa cliente. Rapidamente, as duas mulheres desenvolvem um vínculo amoroso que terá consequências sérias.",Romance,2015,en,https://image.tmdb.org/t/p/w500/ddjhWoNkwfndMZDjtbniBINO8HN.jpg,,118
Caçadores de Emoção: Além do Limite,Ericson Core,5.957,2326,"Um jovem agente do FBI tem como missão se infiltrar em meio a atletas de esportes radicais, suspeitos de cometerem uma série de roubos nunca vistos até então. Não demora muito para que ele se aproxime de Bodhi, o líder do grupo, e conquiste sua confiança.",Ação,2015,en,https://image.tmdb.org/t/p/w500/z1kcojadmCqDM8sqLR8APnYu1lx.jpg,,113
O Pequeno Príncipe,Mark Osborne,7.611,2833,"A Pequena Garota encontra o excêntrico Aviador, que a introduz ao mágico mundo do Pequeno Príncipe. Neste mundo em que tudo é possível, a Garota aprende a redescobrir sua infância.",Aventura,2015,en,https://image.tmdb.org/t/p/w500/AeWqkAp2bAZEoj1GGd2jLc6R0LD.jpg,https://www.youtube.com/watch?v=Zl0S927VD3Q,92
O Último Caçador de Bruxas,Breck Eisner,5.989,3669,"Amaldiçoado com a imortalidade, o caçador de bruxas Kaulder é obrigado a enfrentar mais uma vez sua maior inimiga e unir forças com a jovem bruxa Chloe para impedir que uma convenção espalhe uma terrível praga pela cidade.",Fantasia,2015,en,https://image.tmdb.org/t/p/w500/n1ZUkSp18UvX53jaitbniAUXxZY.jpg,,107
Sobrenatural: A Origem,Leigh Whannell,6.281,3428,"Vítima de uma entidade sobrenatural perigosa, a adolescente Quinn Brenner busca a ajuda da médium Elise Rainier, que por meio de suas habilidades paranormais descobre a existência de um demônio com sede de almas humanas.",Terror,2015,en,https://image.tmdb.org/t/p/w500/9yZXbaDPmc8qT4vLQSnf4LAPv1J.jpg,,97
Horas de Desespero,John Erick Dowdle,6.938,2580,"Chefiada por Jack Dwyer, uma família americana muda-se para o exterior em meio a um golpe de Estado. Eles, então, procuram desesperadamente por uma fuga, já que todos os estrangeiros estão sendo executados de imediato.",Thriller,2015,en,https://image.tmdb.org/t/p/w500/dMZ8YfAYtKNiRwSQzR22XDONmrQ.jpg,https://www.youtube.com/watch?v=vQyQK1TSRgE,103
Presságios de um Crime,Afonso Poyart,6.412,2268,"Dois detetives do FBI, Joe Merriwether e Katherine Cowles perseguem um serial killer conhecido por matar suas vítimas com um objeto perfurante na nuca, sem deixar vestígios na cena do crime. Diante da ausência de provas, Joe pede ajuda ao seu amigo pessoal, o Doutor John Clancy, um poderoso vidente que vive isolado desde a morte de sua filha. Aos poucos, este novo investigador ajuda os policiais a entender a mente do assassino, até fazer uma descoberta importante: o homem responsável pelas mortes também é um vidente, ainda mais esperto que John. Pior do que isso, ele está sempre um passo à frente nas investigações.",Thriller,2015,en,https://image.tmdb.org/t/p/w500/lQAL1R0w5q1TdYjet8sv6KUbZ0v.jpg,,101
Pegando Fogo,John Wells,6.515,3419,"Adam Jones já foi um respeitado chef em Paris, mas o abuso de drogas e álcool destruiu sua carreira. Depois de passar um tempo em Nova Orleans, ele tem uma nova oportunidade em Londres, quando é contratado por seu antigo maître para ser o chef de cozinha de um restaurante requintado. Exigindo a perfeição da sua recém-formada equipe, o amargo e temperamental Jones tem uma segunda chance para realizar seu sonho de ganhar uma terceira estrela Michelin.",Drama,2015,en,https://image.tmdb.org/t/p/w500/pWhWu2edAAkpTN5iKeJnYuJit47.jpg,https://www.youtube.com/watch?v=aYx4O80o62s,100
Carga Explosiva: O Legado,Camille Delamarre,5.508,1511,"O jovem mercenário Frank Martin, um ex-soldado de Operações Especiais, vai atrás de um grupo de traficantes de seres humanos na Rússia para tentar salvar o seu pai.",Ação,2015,en,https://image.tmdb.org/t/p/w500/iti0ub1R6JBCfwJarLktNL47HC.jpg,https://www.youtube.com/watch?v=xSL3JGOen_U,95
Padrinhos Ltda.,Jeremy Garelick,6.465,1604,"Um homem está preparando a sua cerimônia de casamento, mas ele não tem padrinhos para convidar. Para fingir que tem amigos, ele contrata desconhecidos para se passarem por padrinhos, mas este grupo atrapalhado vai colocar os planos de seu casamento em risco.",Comédia,2015,en,https://image.tmdb.org/t/p/w500/nGPLTJ9CFUDaCC365ZxW2zk70qb.jpg,,101
A Colina Escarlate,Guillermo del Toro,6.657,5002,"Apaixonada pelo misterioso Sir Thomas Sharpe, a escritora Edith Cushing muda-se para sua sombria mansão no alto de uma colina. Habitada também por sua fria cunhada Lucille Sharpe, a casa tem uma história macabra e a forte presença de seres de outro mundo não demora a abalar a sanidade de Edith.",Terror,2015,en,https://image.tmdb.org/t/p/w500/blDoxeetdq1n9n9RbXCoNIV3hzV.jpg,https://www.youtube.com/watch?v=c2SbrLVGORM,119
Absolutamente Impossível,Terry Jones,5.899,1497,"Neil (Simon Pegg), um professor desiludido com a vida, vê sua vida mudar após ser atropelado por uma van e ser atingido por um raio alienígena que lhe dá poderes mágicos. Com eles, Neil pode fazer tudo que quiser: desde calar a boca de seus alunos até ressuscitar pessoas! O problema é saber utilizar as palavras certas para conseguir o que ele quer. O uso dessas novas habilidades vai gerar uma série de confusões.",Comédia,2015,en,https://image.tmdb.org/t/p/w500/zvcPirkHP8peFkkUM6eVaIn4hbb.jpg,,85
"Snoopy & Charlie Brown: Peanuts, o Filme",Steve Martino,6.929,1684,"Enquanto Charlie Brown embarca em uma jornada épica, seu amigo beagle Snoopy vai até o céu atrás de seu arqui-inimigo, o Barão Vermelho.",Comédia,2015,en,https://image.tmdb.org/t/p/w500/lnBbIL2gYex4aVomvZOg5ZGtOOa.jpg,https://www.youtube.com/watch?v=FXUIlLLE-7Q,88
O Garoto da Casa ao Lado,Rob Cohen,4.896,2051,"A professora de ensino médio recém-divorciada Claire Peterson se envolve com o vizinho adolescente, chamado Noah, e o relacionamento entre os dois gera consequências inimagináveis quando o rapaz mostra-se alguém obcecado e inconsequente.",Thriller,2015,en,https://image.tmdb.org/t/p/w500/mSe9JkjAgr8VfLnEoSlxLWxnKCo.jpg,https://www.youtube.com/watch?v=o_DNSn0UGcw,91
Sem Retorno,Tarsem Singh,6.414,3147,"Sofrendo de um câncer terminal, um senhor decide passar por um tratamento médico radical. Após ter sua consciência transferida para o corpo de um jovem, ele percebe o envolvimento de uma organização secreta e muito perigosa.",Ficção científica,2015,en,https://image.tmdb.org/t/p/w500/fJ6pTHQkagUaUFitrI2aDY7NCX5.jpg,https://www.youtube.com/watch?v=BXAN3z7jldw,118
Steve Jobs,Danny Boyle,6.775,4183,"Três momentos importantes da vida do inventor, empresário e magnata Steve Jobs: os bastidores do lançamento do computador Macintosh, em 1984; da empresa NeXT, doze anos depois e do iPod, no ano de 2001.",Drama,2015,en,https://image.tmdb.org/t/p/w500/ljiRO29Y9khEERRqMluptUYunJ9.jpg,,122
Alvin e os Esquilos: Na Estrada,Walt Becker,6.0,1673,"Quando Alvin, Simon e Theodore pensam que Dave poderá abandoná-los por conta de sua nova namorada e do irritante filho dela, os esquilos se apressam em ir a Miami para impedir Dave de pedir a garota em casamento e, assim, manter a família unida.",Família,2015,en,https://image.tmdb.org/t/p/w500/1XuMjOFkfSpMz0ID6SSG2ISawVP.jpg,https://www.youtube.com/watch?v=-7Y-rOj2awo,86
Noite Sem Fim,Jaume Collet-Serra,6.424,2835,"O mafioso e pistoleiro do Brooklyn Jimmy Conlon descobre que seu filho Mike está em perigo, e deve escolher entre a família do crime que escolheu e a família real que abandonou há muito tempo. Com Mike foragido, a única penitência de Conlon para os erros do passado pode ser evitar que o filho tenha o mesmo destino que o dele.",Ação,2015,en,https://image.tmdb.org/t/p/w500/a7Mg9nL5014CrOHesZ2wZEQqMfN.jpg,https://www.youtube.com/watch?v=9RKkX7xw2pg,114
Projeto Almanaque,Dean Israelite,6.781,2663,"Um grupo de jovens acaba descobrindo instruções secretas para montar uma máquina do tempo, e decidem construir o aparelho. No entanto, os efeitos são muito diferentes do que esperavam.",Ficção científica,2015,en,https://image.tmdb.org/t/p/w500/2krLUKMsKbnZk6j647IlkqlMZ2u.jpg,https://www.youtube.com/watch?v=MmnLVu43z6s,106
Boruto: Naruto O Filme,山下宏幸,7.5,1610,"Boruto é o filho do sétimo Hokage e o rejeita completamente como pai. Além disso, ele espera superar Naruto, que é respeitado como um herói. Ele acaba por encontrar o amigo do seu pai, Sasuke, e pede para se tornar seu… aprendiz?!?",Aventura,2015,ja,https://image.tmdb.org/t/p/w500/sDiq2Y8wQNC5HsIAAamk27kxQiv.jpg,,95
A Vingança Está na Moda,Jocelyn Moorhouse,7.002,1681,"Tilly Dunnage fugiu da cidade rural em que vivia na Austrália depois de ser acusada de ter se envolvido em um assassinato. Ela parte para a Europa e lá conquista fama e reconhecimento por seu trabalho na alta costura. Decidida a acertar as contas com seu passado, Tilly retorna para casa, transformada em uma mulher atraente e sofisticada. Com sua máquina de costura e estilo haute couture, ela transforma a vida das mulheres e chama a atenção dos homens, em especial de um jovem (Liam Hemsworth). Logo, ela demanda a doce vingança de quem por anos duvidou de sua palavra.",Drama,2015,en,https://image.tmdb.org/t/p/w500/fXNobPTdS2sDUTFGd6j4A7bluog.jpg,,118
Uma Longa Jornada,George Tillman Jr.,7.633,3203,"Aos 91 anos, com a saúde debilitada e sozinho no mundo, Ira Levinson (Alan Alda) sofre um acidente de carro e se vê abandonado em um lugar isolado. Ele luta para manter a consciência e passa a ver sua amada esposa Ruth (Oona Chaplin), que faleceu há nove anos. A poucos quilômetros de distância, a bela Sophia Danko (Britt Robertson) conhece o jovem cowboy Luke (Scott Eastwood), que a apresenta a um mundo de aventuras e riscos. De forma inesperada, os dois casais vão ter suas vidas cruzadas.",Drama,2015,en,https://image.tmdb.org/t/p/w500/cYAyIydXMt07vD7fupme9oYCHEe.jpg,https://www.youtube.com/watch?v=8SKSFNt1o6o,128
Crimes Ocultos,Daniel Espinosa,6.28,1690,"Durante o governo stalinista na União Europeia, um oficial da segurança ouve falar de um país onde o número de assassinatos de crianças é muito alto, a ponto de se considerar a existência de um serial killer. O Estado não quer saber do caso, que pode ter conexões com altos funcionários do governo, e exila o oficial para que ele não possa prosseguir com a análise dos fatos. No entanto, este homem obstinado decide chamar a sua esposa para investigarem o caso por conta própria.",Crime,2015,en,https://image.tmdb.org/t/p/w500/4SLbUr8qlbODbiuuyixpy8rytTb.jpg,,137
Krampus: O Terror do Natal,Michael Dougherty,6.195,2253,"Uma família se prepara para as festas de Natal, mas o pequeno Max não está contente de ver seus familiares brigando o tempo inteiro. Irritado, ele acaba despertando uma força maligna chamada Krampus, que nada mais é do que a sombra do Papai Noel. Este monstro ataca principalmente pessoas que não acreditam no Natal, e coloca em risco Max e toda a sua família.",Terror,2015,en,https://image.tmdb.org/t/p/w500/qs0sOBQn1pwnM5WHl9y19hPB3im.jpg,,98
Sob o Mesmo Céu,Cameron Crowe,5.518,2072,"O militar Brian Gilcrest é enviado de volta à sua cidade natal depois de uma missão fracassada. Agora responsável por supervisionar o lançamento de um novo satélite, ele fica dividido entre Tracy, um grande amor do passado, e Allison, sua supervisora.",Drama,2015,en,https://image.tmdb.org/t/p/w500/9dEgros9TChXRR5O0TDW7rtWqtz.jpg,,105
Escondidos,Ross Duffer,6.903,1055,"Uma família se esconde em um abrigo contra bombas depois de escapar de uma misteriosa epidemia pós apocalyptica, agora eles terão que lutar para sobreviver nessa misteriosa e angustiante história.",Thriller,2015,en,https://image.tmdb.org/t/p/w500/tj6T8Y4JvVIsF7W6kXvBOSvEOXr.jpg,,83
Poltergeist - O Fenômeno,Gil Kenan,5.202,2294,"A família Bowen acaba de se mudar para uma nova casa. O pai, a mãe e os dois filhos parecem se adaptar bem ao novo lar, até começarem a perceber estranhas manifestações em casa, atingindo principalmente a filha pequena. Um dia, ela é sequestrada pelas forças malignas, fazendo com que os pais procurem a ajuda em especialistas no assunto, para recuperar a criança antes que seja tarde demais.",Terror,2015,en,https://image.tmdb.org/t/p/w500/1bpUB8tGsX1LOEWuGunUwC4fBYB.jpg,https://www.youtube.com/watch?v=e4TnjpMwMR8,93
Peter Pan,Joe Wright,5.964,2746,"Peter é um garoto de 12 anos que vive em um orfanato em Londres, no período da Segunda Guerra Mundial. Um dia, ele e várias crianças são sequestradas por piratas em um navio voador, que logo é perseguido por caças do exército britânico. O navio escapa e logo ruma para a Terra do Nunca, um lugar mágico e distante onde o capitão Barba Negra escraviza crianças e adultos para que encontrem pixum, uma pedra preciosa que concentra pó de fada. Em pleno garimpo, Peter conhece James Hook, que tem planos para fugir do local.",Fantasia,2015,en,https://image.tmdb.org/t/p/w500/fxMlr0H1CC2WKAjOEqq0udt1snn.jpg,,111
A Onda,Roar Uthaug,6.683,1311,"Localizado na Noruega, o Fiorde de Geiranger é um dos pontos turísticos mais espetaculares da região, mas também é um local propício para cataclismas. Após anos no centro de alerta do local, o geólogo Kristian sente que alguma coisa não está normal, os substratos estão mudando. Em plena alta temporada turística, uma onda gigante atinge o local, colocando a montanha abaixo e dando apenas dez minutos para que as pessoas consigam chegar a um terreno elevado.",Ação,2015,no,https://image.tmdb.org/t/p/w500/1y2F6xuKuSpXd7OaMa6K4vetzGb.jpg,https://www.youtube.com/watch?v=igNhXqy-knQ,104
Aliança do Crime,Scott Cooper,6.52,3410,"Whitey Bulger (Johnny Depp), irmão de um senador dos Estados Unidos, foi um dos criminosos mais famosos da história do sul de Boston. Ele começou a trabalhar como informante do FBI para derrubar uma família de mafiosos, mas foi traído pela agência, tornando-se um dos homens mais procurados do país. Baseado em uma história real.",Drama,2015,en,https://image.tmdb.org/t/p/w500/dqpJVJto1WZa3hFV7PGyPQuEVRK.jpg,,123
