id,Title,Director,Vote_Average,Genre,Year,Original_Language,Overview,Poster_Url,Trailer,Price
2944,Um Crime para Dois,Michael Showalter,6.099,Comédia,2020,Inglês,"Estar à beira da separação não era suficiente. Esse casal também precisava se enroscar num assassinato, correr atrás do culpado e tentar provar sua inocência.",https://image.tmdb.org/t/p/w500/ywTSQfjmRe9DXLAgxXbFpjZJ2Yo.jpg,https://www.youtube.com/watch?v=msvHbCb1cB4,16
2945,Heróis de Fogo,Алексей Нужный,8.088,Ação,2020,Russo,Um grupo de bombeiros enfrenta um dos mais devastadores incêndios florestais. O que chamamos de um ato de bravura é apenas rotina para eles.,https://image.tmdb.org/t/p/w500/1TU9bV5U33me9k3wao17qqZsFmg.jpg,https://www.youtube.com/watch?v=wNH1hlLx-sw,20
2946,Superman: O Homem do Amanhã,Chris Palmer,7.093,Animação,2020,Inglês,"É o início de uma nova era de heróis, e Metrópolis acaba de conhecer o primeiro. Mas como o estagiário do Daily Planet Clark Kent – trabalhando ao lado da repórter Lois Lane – secretamente exerce seus poderes alienígenas de voo, super-força e visão de raio-x na batalha para sempre, há problemas ainda maiores no horizonte.",https://image.tmdb.org/t/p/w500/s9kn5wm8hRt1k7xzXPNNs682LBP.jpg,https://www.youtube.com/watch?v=stSioHtaMIc,14
2947,Traição e Desejo,Brian DeCubellis,6.5,Thriller,2021,Inglês,"Neste passeio sexy e sinuoso, a proprietária da galeria de Nova York Brooke e seu marido Owen enfrentam tentações excepcionais, com resultados mais inesperados.",https://image.tmdb.org/t/p/w500/aAw0ayzQT6eIaiLGd1HD17WkOmw.jpg,https://www.youtube.com/watch?v=MiRGV9k5cxc,13
2948,A Batida Perfeita,Nisha Ganatra,7.0,Romance,2020,Inglês,Uma cantora superstar e seu assistente pessoal recebem uma proposta que pode alterar o curso de suas respectivas carreiras.,https://image.tmdb.org/t/p/w500/bmBTeTQFVLrhqErx8Nen0QiL3Mm.jpg,https://www.youtube.com/watch?v=f-Clo36yyZE,16
2949,Apollo 10 e Meio: Aventura na Era Espacial,Richard Linklater,7.0,Animação,2022,Inglês,"Um homem relembra o ano de 1969 em Houston, quando ele tinha apenas 10 anos, construindo um relato nostálgico e fantástico da viagem à Lua.",https://image.tmdb.org/t/p/w500/2OkOOZN5aGj7LjbRdHazGPfGejJ.jpg,https://www.youtube.com/watch?v=PT6EQ4BrZDA,14
2950,As Cores do Amor,Bradley Walsh,7.1,Romance,2021,Inglês,"Quando a bibliotecária Taylor Harris de repente perde o emprego, volta para a sua pequena cidade natal em Montana. Aí, envolve-se no combate para ajudar a salvar o pequeno hotel do irmão do magnata Joel Sheehan, que o quer remodelar - mas as coisas acabam por se complicar quando ela se apaixona por Joel.",https://image.tmdb.org/t/p/w500/mKkfxvjnZstMmQCbolFDWREhxCX.jpg,https://www.youtube.com/watch?v=HlyptbSaCug,13
2951,Pelé,David Tryhorn,7.315,Documentário,2021,Português,"Documentário que retrata a vida de Pelé, da busca pela perfeição à condição de mito. Abrangendo um extraordinário período de 12 anos, a produção mostra como o único jogador a vencer três Copas do Mundo passou de astro do futebol em 1958 a herói nacional em 1970, uma época radical e turbulenta no Brasil.",https://image.tmdb.org/t/p/w500/cVKAep8V6rrFh0IhABC0bkzjwK5.jpg,https://www.youtube.com/watch?v=GS0dFi63Nzg,19
2952,Confissões de uma Garota Excluída,Bruno Garotti,6.71,Comédia,2021,Português,"Tetê não se sente aceita na escola, nem em casa. Quando seus pais, desempregados, precisam se mudar para a casa dos avós dela, a adolescente de 16 anos deve recomeçar em um novo colégio. Ela tentará de tudo para não sofrer bullying novamente, e talvez fazer amigos e ter uma vida social.",https://image.tmdb.org/t/p/w500/bGIy308alpX12xdBVsREgsHawQC.jpg,https://www.youtube.com/watch?v=Nae_O4XlZp0,16
2953,A Hora do Exorcismo,Damien LeVeck,6.398,Terror,2020,Inglês,"Max e Drew ganharam fama na internet através de um webcast onde exorcizam demônios ao vivo. Quando Lane, a noiva de Drew, é o assunto de seu próximo webcast, descobrem que ela está de verdade possuída por um demônio real.",https://image.tmdb.org/t/p/w500/cxd2as1dyaO9845ic5PhC2l1EVZ.jpg,https://www.youtube.com/watch?v=YXhZEqyv00g,19
2954,Homens Brancos Não Sabem Enterrar,Calmatic,6.367,Comédia,2023,Inglês,"Neste remake moderno do filme icônico, Jeremy, ex-astro do basquete cujas lesões paralisaram sua carreira, junta-se a Kamal, um jogador promissor que estragou seu próprio futuro no esporte. Equilibrando relacionamentos delicados, pressões financeiras e conflitos internos, esses jogadores de basquete de rua aparentemente opostos se unem numa última tentativa de viver seus sonhos.",https://image.tmdb.org/t/p/w500/jK3nu1ZvjmQXOVhNz2OcdmF9nE9.jpg,https://www.youtube.com/watch?v=gUtA0qFBKUU,16
2955,Conspiração Explosiva,Edward Drake,5.0,Ação,2022,Inglês,"Em Hollywood, três estrelas foram assassinadas em um triplo homicídio. Jimmy Jayne, um ex-presidiário, é o principal suspeito e não vai parar por nada para provar sua inocência. Os detetives de homicídios Freeman e Vargas estão em seu encalço enquanto Jimmy assume sua própria investigação, arriscando sua vida nas trevas de Los Angeles.",https://image.tmdb.org/t/p/w500/tuqYUmGpJTyu7pJzwz7pBpWfWR0.jpg,https://www.youtube.com/watch?v=T4yuscWZqQg,12
2956,Ghostland: Terra Sem Lei,Sion Sono,5.007,Ação,2021,Inglês,"Na traiçoeira cidade fronteiriça de Samurai Town, um implacável ladrão de banco foi libertado da prisão pelo rico senhor da guerra O Governador, cuja neta adotiva Bernice está desaparecida. O governador oferece ao prisioneiro sua liberdade em troca de resgatar o fugitivo. Amarrado em um terno de couro que se autodestruirá em cinco dias, o bandido sai em uma jornada para encontrar a jovem – e seu próprio caminho para a redenção.",https://image.tmdb.org/t/p/w500/7BziQ3NHe18pD1hNPXjQZ4rKaMU.jpg,https://www.youtube.com/watch?v=Uhxgo8CHLZw,18
2957,Casamento em Família,Michael Jacobs,5.524,Comédia,2023,Inglês,"Um casal precisa definir os próximos passos de seu relacionamento depois que um momento embaraçoso acontece em um casamento de amigos que eles foram. Sem saberem, seus pais estão tendo um caso, uns com os outros, o que vai deixar as coisas ainda mais complicadas quando eles se reúnem para discutir se devem ou não se casarem com suas respectivas famílias.",https://image.tmdb.org/t/p/w500/1vi88La90aTwEtsRMNqXNwtTXn3.jpg,https://www.youtube.com/watch?v=aL6DuMc_6MM,12
2958,Depois do Universo,Diego Freitas,8.0,Romance,2022,Português,"A trama acompanha Nina, uma pianista que precisa superar os desafios de lidar com o lúpus. Ela conhece Gabriel, um médico com quem descobre uma forte conexão.",https://image.tmdb.org/t/p/w500/jv8PbopI3r3p0HrQJbLYcOzFHle.jpg,https://www.youtube.com/watch?v=8OkqLOe_mZI,16
2959,Intrusion,Adam Salky,5.954,Drama,2021,Inglês,Uma invasão brutal na casa dos sonhos de um casal coloca a esposa traumatizada em uma caçada por respostas. Tudo indica que o pior ainda está por vir. Estrelado por Freida Pinto e Logan Marshall-Green.,https://image.tmdb.org/t/p/w500/o6ozTBflWXlBje0uxJv4m6s4HTq.jpg,https://www.youtube.com/watch?v=SmZILYcxU9g,18
2960,Beastie Boys Story,Spike Jonze,7.536,Música,2020,Inglês,"""Essa é uma pequena história que tenho pra te contar"", diz o verso de ""Paul Revere"", dos Beastie Boys. Mike Diamond e Adam Horovitz contam a história da banda que formaram e dos 40 anos de amizade em um documentário ao vivo dirigido pelo amigo, colaborador e antigo padrinho, Spike Jonze.",https://image.tmdb.org/t/p/w500/3ND0NgYAwktnXfNhA6dPwU8YbT7.jpg,https://www.youtube.com/watch?v=7plBhdy45-0,16
2961,Fé nas Alturas,Sean McNamara,5.9,Drama,2023,Inglês,"O passageiro Doug White segue uma verdadeira história de fé e sobrevivência, numa jornada angustiante para pousar um avião com segurança e salvar a vida de toda sua família, após o piloto da aeronave morrer de forma inesperada durante o voo.",https://image.tmdb.org/t/p/w500/r6S1YciOhggxTgYQJlZHf4U5KWo.jpg,https://www.youtube.com/watch?v=riV7b3hoVm8,20
2962,Meu Filho,Christian Carion,6.173,Thriller,2021,Inglês,"Um pai, que viaja muito a trabalho para fora do país, descobre que seu filho de sete anos está desaparecido. Dominado pela culpa de ter negligenciado seus deveres como pai, ele fará de tudo para encontrar o filho, descobrindo um lado seu que ele desconhecia.",https://image.tmdb.org/t/p/w500/43xNnRmhkVQ3YhWiz6yX7gCGpfM.jpg,https://www.youtube.com/watch?v=E0HnYn-9h1k,18
2963,Eiffel,Martin Bourboulon,6.257,Romance,2021,Francês,"Em Eiffel, a história acompanha o engenheiro civil, Gustave Eiffel, e sua busca por inspiração sob extrema pressão. Depois de sua elogiada colaboração com Auguste Bartholdi na Estátua da Liberdade, Gustave deve produzir uma obra espetacular para a Exposição Universitária de Paris de 1889.",https://image.tmdb.org/t/p/w500/7JrT2FAv4WMZEPXFR9wXWqsyAvl.jpg,https://www.youtube.com/watch?v=KgB-jdV3C2k,12
2964,Fantasmas do Passado,Mariama Diallo,5.266,Terror,2022,Inglês,"Três mulheres lutam para encontrar seus lugares em uma universidade de elite no nordeste dos Estados Unidos, tão antiga quanto o país. Quando ataques racistas anônimos são feitos contra uma caloura negra - que insiste que está sendo assombrada por fantasmas do passado da escola - cada mulher deve descobrir onde está a verdadeira ameaça.",https://image.tmdb.org/t/p/w500/gxbwRHsQ2v6DQv28ttp7pIx7Utj.jpg,https://www.youtube.com/watch?v=gF1wggXskGQ,12
2965,O Homem Ideal,Maria Schrader,6.782,Ficção científica,2021,Alemão,"Alma é uma cientista do famoso Museu Pergamon de Berlim. Para obter fundos de pesquisa para seus estudos, ela aceita uma oferta para participar de um experimento extraordinário. Por três semanas, ela deve viver com um robô humanóide com inteligência artificial projetada para permitir que ele se transforme no de seu parceiro de vida ideal. Entra Tom, uma máquina em forma humana, criada para fazê-la feliz.",https://image.tmdb.org/t/p/w500/aKPLFkztU3aXMUJ3R8GsnKO1lG8.jpg,https://www.youtube.com/watch?v=48aCRsGnE-Q,17
2966,Mau-Olhado,Elan Dassani,5.363,Mistério,2020,Inglês,"Baseado na premiada história em áudio de Madhuri Shekar, Evil Eye conta a história de uma mulher que  está convicta que o namorado de sua filha tem uma conexão sombria e macabra com um homem que tentou matá-la há 30 anos.",https://image.tmdb.org/t/p/w500/y6BxVIgqEd31j1AmFyve4BuYgVc.jpg,https://www.youtube.com/watch?v=k6DwuFySp7g,11
2967,Armageddon Time,James Gray,6.473,Drama,2022,Inglês,Uma história de amadurecimento profundamente pessoal sobre a força da família e a busca geracional do sonho americano.,https://image.tmdb.org/t/p/w500/w84J1MyoCczvvhjPAr4NPZ0g3HR.jpg,https://www.youtube.com/watch?v=O9q-7sOBOms,10
2968,Afire,Christian Petzold,6.788,Drama,2023,Alemão,"Uma pequena casa de férias junto ao mar Báltico. Os dias estão quentes e não chove há semanas. Quatro jovens se reúnem, velhos e novos amigos. À medida que as florestas secas ao redor deles começam a pegar fogo, o mesmo acontece com suas emoções. Felicidade, luxúria e amor; mas também ciúmes, ressentimentos e tensões.",https://image.tmdb.org/t/p/w500/raV3odGc70MWPRs63Papl83oNQU.jpg,https://www.youtube.com/watch?v=Hg8Mqk9xv48,12
2969,Golpe de Sorte em Paris,Woody Allen,6.2,Drama,2023,Francês,"Jovem escritor esbarra com uma antiga amiga de colégio, por quem fora perdidamente apaixonado mas sem conseguir se declarar. Agora, ela é casada com um rico empresário e goza de uma luxuosa vida, mas, apesar de sua estável felicidade, não consegue deixar de pensar o que aconteceria se arriscasse a sorte em um novo e arrebatado amor. Em pouco tempo, o reencontro os aproximará, mas não deixará de despertar um ciúme obsessivo no marido traído, capaz de tudo para manter o domínio de seu próprio destino.",https://image.tmdb.org/t/p/w500/dmX76YCRomIaOT3HMGu5RYfF2VV.jpg,https://www.youtube.com/watch?v=S5rMwst0GzA,18
2970,De Volta à Itália,James D'Arcy,5.984,Comédia,2020,Inglês,Um artista boêmio herda de sua mulher uma antiga casa da família na Toscana e aproveita a oportunidade da venda da propriedade para acertar sua relação com o filho.,https://image.tmdb.org/t/p/w500/66py8oBTzjessl8kCBVj9uJnS5Y.jpg,https://www.youtube.com/watch?v=4ICLSRYOLqQ,16
2971,Ninho do Mal,Hanna Bergholm,6.274,Terror,2022,Finlandês,"Tinja, de 12 anos, e ginasta, está desesperada para agradar a mãe, uma mulher obcecada em apresentar a imagem de uma família perfeita. Uma noite, Tinja encontra um ovo estranho e leva para seu quarto, sem contar para ninguém da família. Mas estranhos acontecimentos fazem com que Tinja mude para algo animalesco. Porém quando o ovo choca, o que sai de dentro é inacreditável.",https://image.tmdb.org/t/p/w500/6cFqrHZKsMMEpa8PS2iURGSHOrg.jpg,https://www.youtube.com/watch?v=67sqsj6OARU,14
2972,A Princesa e a Plebeia: Nova Aventura,Mike Rohl,6.821,Família,2020,Inglês,A coroação de Margaret está atrapalhando a vida amorosa da futura rainha. Sua sósia Stacy tem um plano para ajudar – se outra garota idêntica a elas não estragar tudo.,https://image.tmdb.org/t/p/w500/4PdBXLcLb75cHtdxd7EVo8fL60h.jpg,https://www.youtube.com/watch?v=OapLzMjkM0g,15
2973,Cry Macho: O Caminho para a Redenção,Clint Eastwood,6.0,Drama,2021,Inglês,"Mike Milo, um ex-astro do rodeio e criador de cavalos fracassado, aceita o emprego de um ex-chefe para trazer o filho do México para casa.",https://image.tmdb.org/t/p/w500/qj6NMf7CXgidcjgR3IhmZIfr780.jpg,https://www.youtube.com/watch?v=kN3Am38GWHo,12
2974,Meu Namorado Fake,Rose Troche,5.902,Comédia,2022,Inglês,"Drew vive um relacionamento tóxico e conturbado. Para colocar seu ex de uma vez por todas fora de sua vida e ajudá-lo a seguir em frente, os melhores amigos de Drew, Kelly e Jake, decidem criar um namorado fake para ele. O plano parecia perfeito até que Drew se apaixona por Rafi, mas ainda está preso ao namorado fake.",https://image.tmdb.org/t/p/w500/zGDMNqWTtkWL6So4yM3ewNCtYY1.jpg,https://www.youtube.com/watch?v=ER86VqUwiSY,16
2975,Flora e Ulysses,Lena Khan,6.498,Família,2021,Inglês,"Flora, uma fã de histórias em quadrinhos de 10 anos, é uma cínica autodeclarada que acabou de passar pela separação de seus pais. Depois de resgatar um esquilo, batizado por ela de Ulisses, Flora se surpreende ao descobrir que ele possui superpoderes típicos de um super-herói. Os dois acabam entrando em uma aventura cheia de divertidas complicações que mudam a vida – e a perspectiva – de Flora, para sempre.",https://image.tmdb.org/t/p/w500/zv1NUGF2nv3smvfsLDIXEwstWpC.jpg,https://www.youtube.com/watch?v=-BrQ702A4ik,10
2976,Amor Garantido,Mark Steven Johnson,6.4,Romance,2020,Inglês,"Para salvar seu pequeno escritório, a advogada Susan aceita o lucrativo caso de Nick, novo cliente charmoso disposto a processar um site de namoros que oferece amor garantido.",https://image.tmdb.org/t/p/w500/kgoAd6HFGQ4gHBABWXL17mBwte2.jpg,https://www.youtube.com/watch?v=6ev5RBG_Src,20
2977,Munique: No Limite da Guerra,Christian Schwochow,6.933,Drama,2021,Inglês,"Na tensa Conferência de Munique em 1938, amigos que agora trabalham para governos opostos se tornam espiões e correm contra o tempo para revelar um segredo nazista.",https://image.tmdb.org/t/p/w500/xTMTXj8cYGDhnawfKJzZTtp7Qmc.jpg,https://www.youtube.com/watch?v=8LJeGLu_2H0,17
2978,O Ritual: Presença Maligna,Christopher Smith,5.164,Terror,2021,Inglês,"Marianne, seu marido Lionel e sua filha Adelaide se mudam para uma cidade no interior da Inglaterra, onde Lionel foi nomeado o novo reverendo. Logo que chegam em sua nova casa, Marianne percebe que estranhos e assustadores eventos começam a acontecer, levantando as suspeitas de que as pessoas da cidade escondem um segredo terrível. Com a ajuda de um famoso ocultista, o casal vai testar toda a sua fé, buscando descobrir a aterrorizante verdade sobre a presença maligna que habita sua casa e deseja possuir sua filha Adelaide.",https://image.tmdb.org/t/p/w500/1iD6CkuA6p97hvbVojMuAxwqTo2.jpg,https://www.youtube.com/watch?v=Ox-3S_MMRdA,14
2979,Apresentando os Ricardos,Aaron Sorkin,6.502,Drama,2021,Inglês,"Lucille Ball e Desi Arnaz se casaram em 1940 e viram sua fama decolar após estrearem uma das mais memoráveis sitcoms americanas chamada ""I Love Lucy"". Entretanto, quando tudo parecia estar indo bem, os dois são envolvidos em uma trama de acusações chocantes que ameaçam sua vida pessoal e profissional. Ao longo da semana mais tensa de gravações, o relacionamento complexo dos dois será posto à prova, enquanto algumas verdades vêm à tona.",https://image.tmdb.org/t/p/w500/5zh7btwM8px4991ZMl5k1NQUHaI.jpg,https://www.youtube.com/watch?v=jBnFQQGQcIA,18
2980,Rise,Akin Omotoso,7.607,Drama,2022,Inglês,"Depois de emigrar da Nigéria para a Grécia, Vera e Charles Antetokounmpo lutaram para sobreviver e sustentar seus cinco filhos, vivendo sob a ameaça diária de deportação. Desesperados para obter a cidadania grega, eram prejudicados por um sistema que os impedia a cada tentativa, mas a visão, a determinação e a fé da família tiraram seus membros do anonimato para dar início às carreiras de três campeões da NBA.",https://image.tmdb.org/t/p/w500/slkVQhehnP3h40y7mfbYDfv8sWB.jpg,https://www.youtube.com/watch?v=-eQKkeEmeBs,19
2981,Herdeiro,Ivan Kavanagh,6.006,Terror,2021,Inglês,"Quando um menino contrai uma doença misteriosa, sua mãe deve decidir o quão longe ela irá para protegê-lo das forças terríveis de seu passado.",https://image.tmdb.org/t/p/w500/x6QStvZ0RBahnz5YZ584yeZLb5x.jpg,https://www.youtube.com/watch?v=4deoclIaAGs,18
2982,Um Milagre Inesperado,Glendyn Ivin,6.918,Drama,2021,Inglês,"Após um trágico acidente, uma mulher encontra forças para viver quando sua família resgata e cuida de um pássaro ferido. Baseado numa inspiradora história real.",https://image.tmdb.org/t/p/w500/jART4wnzFZeZ2fDpPwVvm9qihTA.jpg,https://www.youtube.com/watch?v=qIbdn4sK-No,12
2983,Os Intrusos,Julius Berg,5.622,Terror,2020,Inglês,"Um grupo de amigos, na década de 1990, acredita ter encontrado o roubo perfeito: uma casa vazia com um cofre cheio de dinheiro. Quando o casal de idosos que ali mora chega mais cedo, a situação se inverte de repente, começando um jogo mortal de gato e rato que os aspirantes a ladrões nunca poderiam ter imaginado.",https://image.tmdb.org/t/p/w500/oLuIH5Mkl9OBefhNC1NtJRTDb1H.jpg,https://www.youtube.com/watch?v=HJhzvtua1mc,14
2984,Uma Noite em Miami...,Regina King,7.009,Drama,2020,Inglês,"Uma noite em Miami é o relato fictício de uma noite incrível onde os ícones Muhammad Ali, Malcolm X, Sam Cooke e Jim Brown se reúnem e discutem seus papéis na luta pelos direitos civis e na revolução cultural dos anos 1960.",https://image.tmdb.org/t/p/w500/izMwtiJk4JaMTnW7UyJIpY1rAvd.jpg,https://www.youtube.com/watch?v=23qQ1GzV2fo,12
2985,Beckett,Ferdinando Cito Filomarino,6.2,Crime,2021,Italiano,"Depois de um trágico acidente de carro na Grécia, o turista americano Beckett se envolve em uma perigosa conspiração política e precisa lutar para salvar a própria vida.",https://image.tmdb.org/t/p/w500/hGIxOfxsgcNS8aco8xgFlv3rYnt.jpg,https://www.youtube.com/watch?v=mcxtB0jBFtg,15
2986,LEGO Star Wars: Especial de Festas,Ken Cunningham,6.6,Animação,2020,Inglês,"Rey, Finn, Poe, Chewie, Rose e todos os seus droides favoritos, de R2-D2 a BB-8 , estão reunidos para uma festa alegre no Dia da Vida.",https://image.tmdb.org/t/p/w500/9kqN43yygrJM2ckpnYBdtJRmn1b.jpg,https://www.youtube.com/watch?v=hiBM7kds4l4,19
2987,Revelação,Sam Feder,7.944,Documentário,2020,Inglês,"Neste documentário, nomes influentes da arte e do pensamento transgêneros analisam o impacto de Hollywood na comunidade trans.",https://image.tmdb.org/t/p/w500/ir26uRoOrpljuJKTHoMpExC1jnu.jpg,https://www.youtube.com/watch?v=JebTIMf-vXk,18
2988,Contratempos,Eric Gravel,7.029,Drama,2022,Francês,"Julie luta sozinha para criar seus dois filhos no subúrbio e manter seu emprego em Paris. Quando ela finalmente consegue uma entrevista para um cargo correspondente às suas aspirações, uma greve geral eclode, paralisando o transporte. Ela então embarcará em uma corrida frenética para salvar seu emprego e sua família.",https://image.tmdb.org/t/p/w500/2G81vE1U714zwYcKMpwEBtJx1me.jpg,https://www.youtube.com/watch?v=JtC9CytDsVs,14
2989,Wasp Network: Rede de Espiões,Olivier Assayas,6.0,Drama,2020,Inglês,"Espiões cubanos se infiltram em grupos de exilados para deter o terrorismo contra Cuba. O preço a pagar, porém, é alto. Baseado em uma emocionante história real.",https://image.tmdb.org/t/p/w500/mwZ3tqPFVMwX5I4FPGgR1bWk7kU.jpg,https://www.youtube.com/watch?v=miKvHXrkfM4,20
2990,Blue Bayou,Justin Chon,7.5,Drama,2021,Inglês,"Como um coreano-americano criado na baía da Louisiana trabalha arduamente para fazer uma vida para sua família, ele deve enfrentar fantasmas de seu passado enquanto descobre que pode ser deportado do único país que ele já chamou de lar.",https://image.tmdb.org/t/p/w500/a4xykTie8BOSW0y6K5u1AcmW4HW.jpg,https://www.youtube.com/watch?v=nL5VjQxcLgQ,11
2991,Alice e Peter: Onde Nascem os Sonhos,Brenda Chapman,5.834,Fantasia,2020,Inglês,"Antes do País das Maravilhas e da Terra do Nunca, Peter e Alice eram irmãos. Quando uma tragédia toma conta da família, eles embarcam em uma aventura fantástica e descobrirão que as jornadas mais incríveis começam em casa.",https://image.tmdb.org/t/p/w500/pGTKgXQyJ1Tj1OUaUZVUWYoPVlQ.jpg,https://www.youtube.com/watch?v=ql-y1vpkW3Q,12
2992,O Festival do Amor,Woody Allen,6.1,Comédia,2020,Inglês,"Mort Rifkin e sua esposa Sue viajam para a Espanha para acompanhar o Festival Internacional de Cinema de San Sebastián. Na cidade, Mort passa a desconfiar que Sue pode estar tendo um caso com um atraente cineasta francês, enquanto ele mesmo se encanta por uma jovem espanhola, o que acaba influenciando consideravelmente a dinâmica do casamento deles.",https://image.tmdb.org/t/p/w500/gySZMynG5B5yGjxX3V7klacDjLV.jpg,https://www.youtube.com/watch?v=r_QYW-Waqe8,16
2993,Ilusões Perdidas,Xavier Giannoli,7.4,Drama,2021,Francês,"Lucien é um jovem poeta desconhecido da França do século XIX. Ele tem grandes esperanças e quer escolher seu destino. Ele larga a gráfica de sua província natal para tentar a sorte em Paris, nos braços de sua protetora. Logo deixado por conta própria na fabulosa vila, o jovem rapaz vai descobrir os bastidores de um mundo condenado à lei do lucro e das falsidades. Uma comédia humana na qual tudo se compra e se vende, da literatura à imprensa, da política aos sentimentos, das reputações às almas. Ele vai amar, sofrer, e sobreviver às suas ilusões.",https://image.tmdb.org/t/p/w500/6ovwvY0NajegyC2xtwxD9GEhdFp.jpg,https://www.youtube.com/watch?v=D3SG2mT8BcI,13
2994,Fukushima: Ameaça Nuclear,若松節朗,6.48,História,2020,Japonês,"Quando a usina nuclear de Fukushima é atingida por um terremoto seguido de um tsunami, a ameaça de explosão é iminente. Mesmo com risco de contaminação, engenheiros arriscam tudo para evitar um desastre de proporções incalculáveis.",https://image.tmdb.org/t/p/w500/aj9mQjMn5cL04ZXigG60gbLPNWO.jpg,https://www.youtube.com/watch?v=UDHN1lF542E,11
2995,A Maldição do Titanic,Nick Lyon,5.6,Mistério,2022,Inglês,"Depois que um navio de cruzeiro gigante navega sobre o local do desastre do Titanic, eventos sombrios e mortais começam a ocorrer a bordo. Quando o capitão do navio investiga as trágicas ocorrências, torna-se claro que os passageiros do Titanic original voltaram.",https://image.tmdb.org/t/p/w500/rA4irW4Pf9kntxTqv9rtlYZFzD9.jpg,https://www.youtube.com/watch?v=2k7U71hZ9rc,12
2996,Os Odiados do Casamento,Claire Scanlon,6.278,Comédia,2022,Inglês,"As tensões familiares aumentam entre os irmãos Alice e Paul, que, mesmo contrariados, concordam em ir ao casamento de sua distante meia-irmã rica no interior da Inglaterra com sua mãe, Donna.  Ao longo da semana do casamento, muitos esqueletos do passado são arrancados do armário, e a improvável reunião dá a todos a motivação para seguir em frente com suas próprias vidas. Essa é uma comédia de casamento moderna para qualquer pessoa com uma família um pouco disfuncional (todos), ou qualquer pessoa que foi forçada a comparecer a um casamento que tentou evitar (também todos).",https://image.tmdb.org/t/p/w500/kQZKw9jetOInPPdSZgbKFxJALHc.jpg,https://www.youtube.com/watch?v=AHtTfu2zJuk,18
2997,A Sindicalista,Jean-Paul Salomé,6.8,Thriller,2023,Francês,"Com Isabelle Huppert. A história real de Maureen Kearney, uma representante sindical que denunciou acordos secretos e abalou a indústria nuclear francesa. Quando ela é violentamente agredida em casa, a investigação a transforma de vítima em suspeita.",https://image.tmdb.org/t/p/w500/us02rrZV7yrexmMxZRwTsvmdaof.jpg,https://www.youtube.com/watch?v=VAlXNDLOa_k,20
2998,Sorte de Quem?,Charlie McDowell,5.4,Thriller,2022,Inglês,"Um homem invade a casa de férias de um bilionário, mas o plano dá errado depois que o magnata e a esposa chegam de repente para curtir o lugar.",https://image.tmdb.org/t/p/w500/xcNmgU2EUJSTAnjYGse4wMdA2eZ.jpg,https://www.youtube.com/watch?v=_XWedPTDawQ,20
2999,"Oi, Alberto",McKenna Jean Harris,7.401,Animação,2021,Inglês,"O monstro marinho que adora diversão, Alberto, quer de todo coração provar seu valor para o seu impassível mentor, Massimo.",https://image.tmdb.org/t/p/w500/lgQ4vA8BnMgXfSAVbxHiPcqapB7.jpg,https://www.youtube.com/watch?v=XbQoPGzgIew,14
3000,Cantando de Galo: O Resgate dos Ovinhos,Gabriel Riva Palacio Alatriste,7.9,Animação,2021,Espanhol,Um galo e sua parceira galinha embarcam em uma perigosa viagem ao Congo para recuperar seus ovos roubados de um grupo de capangas russos.,https://image.tmdb.org/t/p/w500/crPmQKdQMS2DGbvMS3oDYG3Xe92.jpg,https://www.youtube.com/watch?v=FKdiXEeCg0g,18
3001,Shark Side of the Moon,Tammy Klein,5.093,Ação,2022,Inglês,"Décadas atrás, a URSS desenvolveu tubarões impossíveis de matar e os lançou à lua. Hoje, uma equipe de astronautas americanos enfrentará a luta de suas vidas.",https://image.tmdb.org/t/p/w500/v5CfpzxoJDkZxjZAizClFdlEF0U.jpg,https://www.youtube.com/watch?v=J9Yqbz29HGQ,15
3002,Os Opostos Sempre Se Atraem,Louis Leterrier,6.0,Comédia,2022,Francês,"Reunidos depois de uma década, dois policiais muito diferentes investigam um assassinato em uma cidade dividida que é palco de uma grande conspiração.",https://image.tmdb.org/t/p/w500/o1KfmIKXZb3zXYWFKWt31G3w8DI.jpg,https://www.youtube.com/watch?v=EclncoIrcHc,14
3003,Quando o Demônio Chama,Tord Danielsson,6.17,Terror,2020,Sueco,"Pela primeira vez no papel de madrasta, Shirin muda-se para um duplex com seu parceiro, Fredrik, e o filho dele, Lucas. A nova casa parece o lugar certo para começar a se tornar uma família. Mas quando Fredrik sai para trabalhar, coisas estranhas são ouvidas do outro lado desabitado. Além disso, quem é o novo amigo de Lucas - seria imaginário, real ou algo sobrenatural?",https://image.tmdb.org/t/p/w500/x91rdEBFATNkmt4QmaccZFtCXzO.jpg,https://www.youtube.com/watch?v=QMDyI4wOAzo,15
3004,A Sabiá Sabiazinha,Mikey Please,7.047,Animação,2021,Inglês,"Neste curta de stop-motion, uma passarinha criada por camundongos começa a questionar seu lugar no mundo e parte em uma audaciosa jornada de autoconhecimento.",https://image.tmdb.org/t/p/w500/aNh44s4NuVpZO0hOzs2o3pAx59B.jpg,https://www.youtube.com/watch?v=So54Dz49YYI,16
