id,Title,Director,Vote_Average,Genre,Year,Original_Language,Overview,Poster_Url,Trailer,Price
0,Por um Punhado de Dólares,Sergio Leone,7.833,Faroeste,1964,Italiano,"Joe (Clint Eastwood) é um pistoleiro barra pesada que chega a uma cidade que está em guerra. Quando percebem o potencial de Joe, ambas as partes se interessam por contratá-lo; é quando ele percebe que pode ganhar um dinheiro com a situação aceitando a proposta dos dois lados.  Um pistoleiro misterioso (Clint  Eastwood) chega em San Miguel, uma cidade muito rude onde dois grupos rivais de contrabandistas aterrorizavam os cidadãos pobres. Rápido no gatilho, o estranho recebe ofertas de emprego das duas gangues.",https://image.tmdb.org/t/p/w500/jaF2Pr2JucNk0pALCBDDPOGU9lQ.jpg,https://www.youtube.com/watch?v=kYITXX-LoR4,11
1,Os Inocentes,Jack Clayton,7.5,Terror,1961,Inglês,"O filme é baseado na estória de Henry James""Turn of the Screw"", um suspense psicológico sobre uma mulher que trabalha como governanta de dois órfãos. Vivendo em uma casa vitoriana, começa ter visões de fantasmas e suspeita que o comportamento bizarro das crianças é influenciado por poderes sobrenaturais.",https://image.tmdb.org/t/p/w500/qMVa1BhgExBHvKpgIZ0TzZ4xDT4.jpg,https://www.youtube.com/watch?v=kqVtjJ1vGHI,14
2,Jules e Jim - Uma Mulher para Dois,François Truffaut,7.567,Drama,1962,Francês,"Baseado no romance de Henri-Pierre Roché, este clássico da Nouvelle Vague narra um triângulo amoroso animado entre dois amigos, um francês e um alemão, e uma mulher sedutora, objeto de sua mútua obsessão, durante 25 anos.",https://image.tmdb.org/t/p/w500/eBCu1Kk4pNOXd8c0TOu51qePFIQ.jpg,https://www.youtube.com/watch?v=ENsHs_XsgSk,19
3,Robinson Crusoé em Marte,Byron Haskin,6.3,Ficção científica,1964,Inglês,"Preso em Marte com apenas um macaco como companheiro, um astronauta deve descobrir como encontrar oxigênio, água e comida no planeta sem vida.",https://image.tmdb.org/t/p/w500/a3MBNEoquGKZT5UYbq9o509dzTV.jpg,https://www.youtube.com/watch?v=hpu5u6Hiq90,18
4,Luz de Inverno,Ingmar Bergman,7.9,Drama,1963,Sueco,"O pastor da igreja de uma pequena vila começa a sentir sua fé em Deus abalada e a questionar seu trabalho e missão no que faz todos os dias. Um colega que frequenta a Igreja está numa terrível crise existencial pela situação política atual da Guerra Fria temendo a destruição do mundo caso as bombas atômicas sejam usadas, e quando procura o pastor, este, ao contrário de confortá-lo com a palavra de Deus também apresenta todas as suas dúvidas e inseguranças.",https://image.tmdb.org/t/p/w500/jjvQxcX5rqxgVQJbJM74hECgGyP.jpg,https://www.youtube.com/watch?v=Y8HzAu8DAqw,20
5,Através de um Espelho,Ingmar Bergman,7.8,Drama,1961,Sueco,"Harriet Andersson é a frágil Karin. Afetada por crises de loucura, ela entra em conflito com seus familiares durante as férias de verão numa ilha remota. Um drama psicológico intenso em que Bergman disseca o processo de degradação de uma família.",https://image.tmdb.org/t/p/w500/xcnapxRTr0gaF9G2muy94OEIt6H.jpg,https://www.youtube.com/watch?v=yqinY6Q-vbY,12
6,Deus e o Diabo na Terra do Sol,Glauber Rocha,7.114,Aventura,1964,Português,"Manuel vive com a esposa Rosa e a mãe, numa vida muito pobre no sertão brasileiro. Numa discussão com o Coronel que controla sua região o rapaz se revolta e mata o poderoso. Sua única opção é fugir deixando o pouco que tem para trás e seguindo o beato Sebastião que promete a bênção de Deus aos seus fiéis. Manuel pode, sem querer, estar novamente entrando em problemas, pois a oligarquia local encomendou a morte de Sebastião e seus seguidores a João das Mortes, com medo que uma situação como a de Canudos se repita.",https://image.tmdb.org/t/p/w500/vBSTJhHcVq5zffTudQ7jMG9vDwI.jpg,https://www.youtube.com/watch?v=W4IAEu7yiwo,10
7,2001: Uma Odisseia no Espaço,Stanley Kubrick,8.1,Ficção científica,1968,Inglês,"Desde a “Aurora do Homem” (a pré-história), um misterioso monólito negro parece emitir sinais de outra civilização, assim interferindo no nosso planeta. Quatro milhões de anos depois, no século XXI, uma equipe de astronautas liderados pelo experiente David Bowman e Frank Poole é enviada ao planeta Júpiter para investigar o enigmático monólito na nave Discovery, totalmente controlada pelo computador HAL-9000. Entretanto, no meio da viagem, HAL-9000 entra em pane e tenta assumir o controle da nave, eliminando um a um os tripulantes.",https://image.tmdb.org/t/p/w500/pVCmLuATJ0lQs4Vx1zUJUN0if2A.jpg,https://www.youtube.com/watch?v=7E9CD3Hucws,17
8,O Bebê de Rosemary,Roman Polanski,7.824,Drama,1968,Inglês,Um jovem casal se muda para um apartamento em Nova York para começar uma família. As coisas ficam assustadoras quando Rosemary começa a suspeitar que seu futuro bebê não está seguro ao lado dos seus estranhos vizinhos.,https://image.tmdb.org/t/p/w500/4p8ljwqw0SJjKszU0ZSPTjYFbeR.jpg,https://www.youtube.com/watch?v=2uU8XVnrRxQ,16
9,Quando Duas Mulheres Pecam,Ingmar Bergman,8.2,Drama,1966,Sueco,"Uma atriz teatral de sucesso sofre uma crise emocional e para de falar. Uma enfermeira é designada a cuidar dela em uma casa reclusa, perto da praia, onde as duas permanecem sozinhas. Para quebrar o silêncio, a enfermeira começa a falar incessantemente, narrando diversos episódios relevantes de sua vida, mas quando descobre que a atriz usa seus depoimentos como fonte de análise, a cumplicidade entre as duas se transforma em embate.",https://image.tmdb.org/t/p/w500/pMlIFOHnNDa3X0kSpjASn75KAYd.jpg,https://www.youtube.com/watch?v=zLcqDNzFDA0,14
10,Blow-Up: Depois Daquele Beijo,Michelangelo Antonioni,7.336,Drama,1966,Inglês,"Em Londres, o fotógrafo Thomas está indo trabalhar quando decide fotografar um casal no parque. Mais tarde, a mulher fotografada bate em sua porta e exige os negativos das imagens, mas Thomas não dá. Para sua surpresa, ao revelar o material, ele descobre que pode estar diante das provas de um crime.",https://image.tmdb.org/t/p/w500/hy90gZspCIfA43R9Oo3SrTkmBno.jpg,https://www.youtube.com/watch?v=CW_6CJy9TPw,20
11,A Hora do Lobo,Ingmar Bergman,7.427,Drama,1968,Sueco,"Um pintor e sua esposa vão morar em uma ilha afastada de tudo e conhecem um misterioso grupo de pessoas que passam a trazer angústias ainda maiores à vida do casal, que já estava atormentado pelos pesadelos do pintor e por conflitos psicológicos. Durante a hora do lobo, entre a meia-noite e a aurora, ele conta para sua esposa suas memórias mais dolorosas, e começa a questionar a própria lucidez.",https://image.tmdb.org/t/p/w500/2lSxXCBgO1fpsdOcq7GDy0Z8T9g.jpg,https://www.youtube.com/watch?v=FP2YndWnNKU,20
12,Terra em Transe,Glauber Rocha,7.3,Drama,1967,Português,"No hipotético país latino-americano Eldorado, o poeta e jornalista idealista e anarquista Paulo Martins luta contra o governador populista e o presidente conservador, apoiado pelas forças revolucionárias. Paulo fica dividido entre a loucura da elite e a submissão cega das massas.",https://image.tmdb.org/t/p/w500/5xSNXpjMRgaJhpWHiGeWxaRKBxD.jpg,https://www.youtube.com/watch?v=hkITr_eK9Vc,10
13,O Poderoso Chefão,Francis Ford Coppola,8.686,Drama,1972,Inglês,"Em 1945, Don Corleone é o chefe de uma mafiosa família italiana de Nova York. Ele costuma apadrinhar várias pessoas, realizando importantes favores para elas, em troca de favores futuros. Com a chegada das drogas, as famílias começam uma disputa pelo promissor mercado. Quando Corleone se recusa a facilitar a entrada dos narcóticos na cidade, não oferecendo ajuda política e policial, sua família começa a sofrer atentados para que mudem de posição. É nessa complicada época que Michael, um herói de guerra nunca envolvido nos negócios da família, vê a necessidade de proteger o seu pai e tudo o que ele construiu ao longo dos anos.",https://image.tmdb.org/t/p/w500/uP46DujkD3nwcisOjz9a0Xw0Knj.jpg,https://www.youtube.com/watch?v=0v6MO0EB7UY,16
14,O Poderoso Chefão: Parte II,Francis Ford Coppola,8.57,Drama,1974,Inglês,"Após a máfia matar sua família, o jovem Vito foge da sua cidade na Sicília e vai para a América. Vito luta para manter sua família. Ele mata Black Hand Fanucci, que exigia dos comerciantes uma parte dos seus ganhos. Com a morte de Fanucci, o poderio de Vito cresce, mas sua família é o que mais importa para ele. Agora baseado no Lago Tahoe, Michael planeja fazer incursões em Las Vegas e Havana instalando negócios ligados ao lazer, mas descobre que aliados como Hyman Roth estão tentando matá-lo.",https://image.tmdb.org/t/p/w500/7g6wvsWHxBQujUcSXvZLhdFpDUy.jpg,https://www.youtube.com/watch?v=FLbWXkka9wU,14
15,O Exorcista,William Friedkin,7.732,Terror,1973,Inglês,"Em Georgetown, Washington, uma atriz vai gradativamente tomando consciência que a sua filha de doze anos está tendo um comportamento completamente assustador. Deste modo, ela pede ajuda a um padre, que também um psiquiatra, e este chega a conclusão de que a garota está possuída pelo demônio. Ele solicita então a ajuda de um segundo sacerdote, especialista em exorcismo, para tentar livrar a menina desta terrível possessão.",https://image.tmdb.org/t/p/w500/bYTMDg3eGFuO7emXbQip02a8zvQ.jpg,https://www.youtube.com/watch?v=a8g3h2JaVE4,14
16,Com 007 Viva e Deixe Morrer,Guy Hamilton,6.513,Aventura,1973,Inglês,"O tráfico de heroína e a morte de agentes secretos colocam frente a frente James Bond (Roger Moore) e Mr. Big (Yaphet Kotto), o chefão do crime em Nova York. Sua organização age impulsionada pelas visões de Solitaire (Jane Seymour), uma cartomante com poderes especiais. Quando conhece Bond, Solitaire perde os seus poderes e é condenada a morte em um ritual vudu.",https://image.tmdb.org/t/p/w500/oxPPkImbyUCNvdhHf1zO4S1ayKd.jpg,https://www.youtube.com/watch?v=lVXtUai8feM,14
17,Emmanuelle,Just Jaeckin,6.0,Drama,1974,Francês,"Uma modelo, Emmanuelle (Sylvia Kristel), vai de Paris até Bangcoc, na Tailândia, para se encontrar com o marido, Jean (Daniel Sarky), que atua no corpo diplomático. Lá Emmanuelle tem aventuras amorosas com homens e mulheres do novo círculo de amizades, apesar de amar Jean. Ele também tem casos extraconjugais, no entanto ambos aceitam este comportamento, que Emmanuelle se recusa a rotular de traição, pois não há mentiras entre eles.",https://image.tmdb.org/t/p/w500/aUYDbpjBtn7BaRokrzSJZbByJtl.jpg,https://www.youtube.com/watch?v=6ijaSR2jYjw,11
18,O Jovem Frankenstein,Mel Brooks,7.871,Comédia,1974,Inglês,"Chamado ao castelo de seu finado avô na Transilvânia, o jovem Dr. Frankestein logo descobre um manual descrevendo passo a passo como trazer um cadáver de volta à vida. Auxiliado pelo corcunda Igor e pela curvilínea Inga, ele cria um monstro que só deseja ser amado.",https://image.tmdb.org/t/p/w500/7Ae76AbN6p5DdXvUbpCRJ2c5yN2.jpg,https://www.youtube.com/watch?v=ZL9Q_0JtMNA,12
19,Gritos e Sussurros,Ingmar Bergman,7.913,Drama,1972,Sueco,"Em uma casa no campo uma mulher está bastante enferma e recebe cuidados de suas duas irmãs e de uma empregada da família, que precocemente perdeu sua filha e por isso extravaza seu amor de mãe dando o maior carinho possível para aquela moça tão debilitada. Dentro deste contexto lembranças, frustrações e imaginações em um misto de amor e ódio surgem no interior de cada pessoa.",https://image.tmdb.org/t/p/w500/4Sk198bnw1VH68mUwr5meJinJOW.jpg,https://www.youtube.com/watch?v=tlRTl_GrnBc,16
20,Tintim e o Lago dos Tubarões,Raymond Leblanc,6.198,Aventura,1972,Francês,"Tintim é enviado para proteger o professor Calculus, que inventou uma máquina que pode duplicar qualquer coisa, e está hospedado em uma aldeia perto da fronteira de Syldavia e Bodouria. Rastapopoulous, um infame e implacável criminoso internacional, tenta atrair Calculus e Tintim, sequestrando duas crianças, que moram nas proximidades, para colocar suas garras na máquina.",https://image.tmdb.org/t/p/w500/7ZabYjtFNIdYzIhApk0ge9Njbpy.jpg,https://www.youtube.com/watch?v=55mQkeO-K34,17
21,Guerra nas Estrelas,George Lucas,8.204,Aventura,1977,Inglês,A princesa Leia é mantida refém pelas forças imperiais comandadas por Darth Vader. Luke Skywalker e Han Solo precisam libertá-la e restaurar a liberdade e a justiça na galáxia.,https://image.tmdb.org/t/p/w500/dw7X9YPjjAfIxKHW04V64Bb9TB0.jpg,https://www.youtube.com/watch?v=jVrf_bKTjo4,19
22,O Império dos Sentidos,大島渚,6.624,Drama,1976,Japonês,A história de uma ex-prostituta que envolve-se em um caso de amor obsessivo com o senhorio de uma propriedade onde ela trabalha como criada. O que começa como uma diversão inconseqüente transforma-se em uma paixão que ultrapassa quaisquer limites.,https://image.tmdb.org/t/p/w500/28XPd5gYMQ418PxfLybfAxw5zYI.jpg,https://www.youtube.com/watch?v=4nuC0kUYuqA,15
23,Alcatraz: Fuga Impossível,Don Siegel,7.509,Drama,1979,Inglês,"São Francisco, 1960. Frank Morris é um condenado que tem várias tentativas de fugas em seu histórico. Ele é enviado para Alcatraz, uma prisão de segurança máxima que também é conhecida como A Rocha e que fica em uma ilha, sendo que quem tentou escapar de lá ou foi recapturado ou morreu afogado. Frank vê gradativamente os pontos vulneráveis de Alcatraz e, com a ajuda de alguns outros internos, tenta pacientemente criar um rota de fuga.",https://image.tmdb.org/t/p/w500/hxmqEhjMIC5OPc6uQVGHhArWNSV.jpg,https://www.youtube.com/watch?v=sWMwU1z0WcM,11
24,Emmanuelle 2 - Antivirgem,Francis Giacobetti,5.6,Drama,1975,Francês,"Deixando a Tailândia, Emmanuelle (Sylvia Kristel) navega para Hong Kong para ir ao encontro de seu marido, Jean (Umberto Orsini), com quem mantêm um casamento aberto. Ao chegar descobre que ele convidara Christopher (Frédéric Lagache) para ficar hospedado na casa deles. Ela tenta seduzir o hóspede mas não obtém sucesso, pois ele prefere a companhia de asiáticas, o que o faz estar sempre no Jardim de Jade, um prostíbulo. Emmanuelle conhece Laura (Florence L. Afuma), com quem Jean teve um caso. Paralelamente ela tem suas aventuras amorosas, mas o futuro lhes reserva a mesma pessoa.",https://image.tmdb.org/t/p/w500/tFFmKV9jnzzTseJ8kH4I4zXTWKU.jpg,https://www.youtube.com/watch?v=Q0j78J5SeHY,11
25,Asterix e os Doze Trabalhos,René Goscinny,7.3,Família,1976,Francês,"Depois de mais uma tentativa de conquistar a vila gaulesa, alguns dos senadores romanos começam a suspeitar de que os moradores dali são, na verdade, uma espécie de deuses. César,  para manter seu trono, envia à vila uma lista com doze tarefas que só poderiam ser realizadas por seres superiores. Se os gauleses vencerem o desafio, ele admitiria sua derrota. Caso contrário, se tornariam seus escravos. A proposta é aceita. Asterix, por ser o mais esperto, e Obelix, por ser o mais forte, são escolhidos para representar a vila. Com o peso de não falhar em uma só tarefa, os dois saem para cumprir os doze trabalhos e manter a dignidade gaulesa.",https://image.tmdb.org/t/p/w500/qAr6KRxlXCRtkFXoLvnzEgnW9Iw.jpg,https://www.youtube.com/watch?v=LPYn1d5hmqA,14
26,Sonata de Outono,Ingmar Bergman,8.0,Drama,1978,Sueco,"Após ter sido uma mãe ausente por anos, Charlotte (Ingrid Bergman), uma renomada pianista, vai até a casa de sua filha Eva (Liv Ullmann) para lhe fazer uma visita. Ela se surpreende ao encontrar sua outra filha, Helena (Lena Nyman), que tem problemas mentais. Eva tirou Helena da instituição que Charlotte a havia internado para cuidar dela em casa. A tensão entre mãe e filha começa a crescer devagar até elas colocarem tudo em panos limpos, dizendo tudo que sempre gostariam de dizer.",https://image.tmdb.org/t/p/w500/x7QwdCyeLiD7ljIjqtBy6g5koyP.jpg,https://www.youtube.com/watch?v=eOizTkQocaY,13
27,Indiana Jones e os Caçadores da Arca Perdida,Steven Spielberg,7.922,Aventura,1981,Inglês,"Em 1936, o professor e arqueólogo Indiana Jones é contratado pelo governo para encontrar a Arca da Aliança, que segundo as escrituras bíblicas conteria ""Os Dez Mandamentos"" que Deus revelou a Moisés no Monte Horeb. Mas como a lenda diz que o exército que a possuir será invencível, Indiana Jones terá um adversário de peso na busca pela arca perdida: o regime nazista de Adolf Hitler.",https://image.tmdb.org/t/p/w500/vPDnnfUAgLz7yWQVCK4gJAKFy0m.jpg,https://www.youtube.com/watch?v=JsxYJs4UyJI,20
28,Guerra nas Estrelas: O Império Contra-Ataca,Irvin Kershner,8.394,Aventura,1980,Inglês,"As forças imperais comandadas por Darth Vader lançam um ataque contra os membros da resistência, que são obrigados a fugir. Enquanto isso Luke Skywalker tenta encontrar o Mestre Yoda, que poderá ensiná-lo a dominar a ""Força"" e torná-lo um cavaleiro jedi. No entanto, Darth Vader planeja levá-lo para o lado negro da ""Força"".",https://image.tmdb.org/t/p/w500/dLGT8b4Ut10z44uYLaip4QiwKta.jpg,https://www.youtube.com/watch?v=4KnAyxgZ3Vo,17
29,O Enigma de Outro Mundo,John Carpenter,8.069,Terror,1982,Inglês,"Na remota Antártida, um grupo de cientistas americanos é perturbado em sua base quando, de um helicóptero, alguém atira em um cão do acampamento. À medida que socorrem o cão baleado, o bicho começa a atacar os cientistas e os outros cachorros e logo eles descobrem que o animal pode assumir a forma de suas vítimas. Isto significa que membros da equipe podem ser mortos e a cópia assumir o lugar deles. Com isso, um piloto e um médico precisam capturar a fera antes que seja tarde demais.",https://image.tmdb.org/t/p/w500/bazlgJAKWCBF7OllC3JtyJ2DV1n.jpg,https://www.youtube.com/watch?v=NYE078FMFJQ,18
30,Guerra nas Estrelas: O Retorno de Jedi,Richard Marquand,7.901,Aventura,1983,Inglês,"O imperador está supervisionando a construção de uma nova Estrela da Morte. Enquanto isso Luke Skywalker liberta Han Solo e a Princesa Leia das mãos de Jaba. Luke só se tornará um cavaleiro jedi quando destruir Darth Vader, que ainda pretende atraí-lo para o lado sombrio da Força.",https://image.tmdb.org/t/p/w500/a4jlKpK1IzTtOtTdAzrgWm8jvmS.jpg,https://www.youtube.com/watch?v=BT-fVW24-q4,18
31,Os Irmãos Cara de Pau,John Landis,7.725,Música,1980,Inglês,"Após deixar a cadeia Jake reencontra seu irmão Elwood e juntos vão para o orfanato onde foram criados. Lá eles descobrem que o local será fechado se uma dívida de US$ 5 mil com a prefeitura não for paga. Como a freira que dirige o orfanato não aceita de forma alguma dinheiro ganho desonestamente, Jake e Elwood decidem por retomar a The Blues Brothers Band, na intenção de realizar um grande show e arrecadar a quantia necessária para pagar a dívida.",https://image.tmdb.org/t/p/w500/N6bV5I9eNCwODbZ4XOtqK0IcTH.jpg,https://www.youtube.com/watch?v=Vb5DHpzRiLE,12
32,Um Lobisomem Americano em Londres,John Landis,7.4,Comédia,1981,Inglês,"Os americanos David e Jack viajam de mochila às costas pela Grã-Bretanha quando são atacados por um lobo. David sobrevive com uma mordida, mas Jack não resiste. Enquanto se recupera no hospital, David é atormentado por pesadelos com seu amigo mutilado, que o avisa que ele está virando um lobisomem.",https://image.tmdb.org/t/p/w500/gKvCDhPcykUyUILZqf78eN0skE8.jpg,https://www.youtube.com/watch?v=VJbkLFJ_bOs,16
33,A Escolha de Sofia,Alan J. Pakula,7.33,Drama,1982,Inglês,"Em 1947, Stingo, um jovem aspirante a escritor vindo do sul, vai morar no Brooklyn na casa de Yetta Zimmerman, que alugava quartos. Lá conhece Sofia Zawistowska, sua vizinha do andar de cima, que é polonesa e fora prisioneira em um campo de concentração e Nathan Landau, seu namorado, um carismático judeu dono de um temperamento totalmente instável. Em pouco tempo tornam-se amigos, sendo que Stingo não tem a menor ideia dos segredos que Sofia esconde nem da insanidade de Nathan.",https://image.tmdb.org/t/p/w500/ctLYu6QeZRv4QejRxzUt4R9U1ie.jpg,https://www.youtube.com/watch?v=Z0tdw5cEwcQ,16
34,Popeye,Robert Altman,5.5,Ação,1980,Inglês,"Numa noite de tempestade, o rabugento de bom-coração marinheiro Popeye chega em um pequeno barco ao porto da comunidade litorânea de Sweethaven. Ele aluga um quarto na pensão da família Palito e rapidamente se apaixona pela filha dos proprietários, Olívia. Olívia está perturbada pois fora prometida em casamento para o Capitão Brutus (que é chamado pelo nome original das tiras, Bluto), um encrenqueiro rufião que oprime a comunidade cobrando impostos abusivos para o seu chefe, o misterioso Comodoro.  Popeye conta que está a procura de seu pai, o Vovô Popeye, que sua mãe falecida lhe contara em sonho que ainda estaria vivo e morando naquele lugar. Ninguém lhe dá atenção, até que Popeye mostra sua força ao enfrentar um bando de valentões na taverna.",https://image.tmdb.org/t/p/w500/hCCp4pESgYY6uTFARYf4UYV1BdU.jpg,https://www.youtube.com/watch?v=FXTyss9UAwM,12
35,O Enigma do Mal,Sidney J. Furie,6.702,Terror,1982,Inglês,Uma mulher é atormentada e abusada sexualmente por um demônio invisível.,https://image.tmdb.org/t/p/w500/ngNkrCyyb3duHOpwwGy4ARgLhzo.jpg,https://www.youtube.com/watch?v=-tsBzOi6uig,10
36,Uma Professora Muito Especial,Alan Myerson,5.8,Comédia,1981,Inglês,"Nicole Mallow, é uma mulher de uns 30 e poucos anos de idade, imigrante francesa que chega aos Estados Unidos, e arruma emprego como empregada doméstica de uma rica família. Sua tarefa também será cuidar do filho dos patrões, Phillip, o adolescente de 15 anos. Não demora muito e Nicole, fica amiga do motorista da família, um homem inescrupuloso que força a emprega a seduzir o garoto, iniciando-o sexualmente. O plano é forjar a morte da empregada e colocar a culpa no garoto, para depois chantagear a família. O problema é que a moça se apaixona pelo menino.",https://image.tmdb.org/t/p/w500/6SvDKOeMzxoSRgBGNGZ3PBdyFK.jpg,https://www.youtube.com/watch?v=nfhDVjianrc,20
37,Top Gun - Ases Indomáveis,Tony Scott,7.058,Ação,1986,Inglês,"A escola naval de pilotos é onde o melhor dos melhores treinam para refinar suas habilidades de voo de elite. Quando o piloto Maverick é enviado para a escola, sua atitude irresponsável e comportamento arrogante o colocam em desacordo com os outros pilotos, especialmente Iceman. Porém Maverick não está apenas competindo para ser o piloto superior de caça, ele também está lutando pela atenção de sua bonita instrutora de voo, Charlotte Blackwood.",https://image.tmdb.org/t/p/w500/dDrMtnVgtDeecIgNchb9F8JcO5w.jpg,https://www.youtube.com/watch?v=JAOPq2FF2-A,11
38,A Pequena Sereia,Ron Clements,7.35,Animação,1989,Inglês,"Ariel é a filha caçula do Rei Tritão, comandante dos sete mares, que está insatisfeita com sua vida. Ela deseja caminhar entre os humanos para conhecê-los melhor, mas sempre é proibida por seu pai, que considera os humanos como sendo ""bárbaros comedores de peixe"". Até que ela se apaixona por um jovem príncipe e, no intuito de conhecê-lo, resolve firmar um pacto com Úrsula, a bruxa do reino, que faz com que ela ganhe pernas e se torne uma verdadeira humana. Porém, Úrsula também tem seus planos e eles incluem a conquista do reino de Tritão.",https://image.tmdb.org/t/p/w500/bl0XvEAEJ2mSUzNFuieyu1gvTXs.jpg,https://www.youtube.com/watch?v=sMwqPN37uss,13
39,Indiana Jones e a Última Cruzada,Steven Spielberg,7.847,Aventura,1989,Inglês,"O arqueólogo Indiana Jones tem acesso à um misterioso envelope que contém informações sobre a localização do lendário Santo Graal, o cálice que Jesus Cristo teria utilizado na Última Ceia. Quando seu pai, o professor Henry Jones, é sequestrado pelos nazistas, o aventureiro irá embarcar numa missão perigosa para salvá-lo e impedir que a relíquia sagrada caia em mãos erradas.",https://image.tmdb.org/t/p/w500/9H79Cq97WwiY7FB51jPH65sX3hp.jpg,https://www.youtube.com/watch?v=96YggAgcbiA,16
40,Karatê Kid 2: A Hora da Verdade Continua,John G. Avildsen,6.306,Aventura,1986,Inglês,"Ao descobrir que seu pai está à beira da morte, o professor Miyagi volta para Okinawa, no Japão, junto com seu aprendiz, Daniel LaRusso. Na terra natal, o mestre de caratê é surpreendido com a notícia de que Yukie, seu grande e antigo amor, está solteira.",https://image.tmdb.org/t/p/w500/4Mx62yRDa1g2VrPgvrursLkOXFI.jpg,https://www.youtube.com/watch?v=7JThIopc8GA,11
41,Dirty Dancing: Ritmo Quente,Emile Ardolino,7.331,Drama,1987,Inglês,"Na esperança de curtir sua juventude, uma jovem fica decepcionada ao descobrir que seus pais passarão o verão de 1963 com ela em um resort na sonolenta região de Catskills. Mas sua sorte muda quando ela conhece o instrutor de dança do resort, Johnny, um rapaz com um passado bem diferente do dela. Quando ele a coloca como sua nova parceira, os dois acabam se apaixonando. Apesar do pai proibi-la de ver Johnny, ela não dá a mínima.",https://image.tmdb.org/t/p/w500/mUVIRUpqKQa8uKDgyYrQHs6rlbz.jpg,https://www.youtube.com/watch?v=ILH8KT0lbSA,14
42,Akira,大友克洋,7.9,Animação,1988,Japonês,"Uma grande explosão fez com que Tóquio fosse destruída em 1988. Em seu lugar, foi construída Neo-Tóquio, que, em 2019, sofre com atentados terroristas por toda a cidade. Kaneda e Tetsuo são amigos que integram uma gangue de motoqueiros. Eles disputam rachas violentos com uma gangue rival, os Palhaços, até que um dia, Tetsuo encontra Takashi, uma estranha criança com poderes que fugiu do hospital onde era mantido como cobaia. Tetsuo é ferido no encontro e, antes de receber a ajuda dos amigos, é levado por integrantes do exército, liderados pelo coronel Shikishima. A partir de então, Tetsuo passa a desenvolver poderes inimagináveis, o que faz com que seja comparado ao lendário Akira, responsável pela explosão de 1988. Paralelamente, Kaneda se interessa por Kei, uma garota envolvida com espiões, que tenta decifrar o enigma por trás das cobaias controladas pelo exército.",https://image.tmdb.org/t/p/w500/tbwwTQ3EqSdotbQ3ZcIl6vKBv7q.jpg,https://www.youtube.com/watch?v=ooKBenGK3R4,12
43,Nascido Para Matar,Stanley Kubrick,8.124,Drama,1987,Inglês,"Um sargento treina de forma fanática e sádica os recrutas em uma base de treinamentos, na intenção de transformá-los em máquinas de guerra para combater na Guerra do Vietnã. Após serem transformados em fuzileiros navais, eles são enviados para a guerra e quando lá chegam se deparam com seus horrores.",https://image.tmdb.org/t/p/w500/qHm54HjL1F6CFVyYOz6Q2HAPTfS.jpg,https://www.youtube.com/watch?v=ElJKZqnJsU4,16
44,De Volta para o Futuro II,Robert Zemeckis,7.8,Aventura,1989,Inglês,"Uma despretensiosa visita de McFly e Doc ao ano de 2015 revela alguns problemas com a futura família de McFly. Mas quando os dois voltam para casa, logo descobrem que alguém alterou a linha temporal e criou uma terrível Hill Valley em 1985. A única esperança é poder voltar de novo para o ano de 1995 e salvar o futuro.",https://image.tmdb.org/t/p/w500/CZjdqLtH1qsuzt8ouCFUJv88hT.jpg,https://www.youtube.com/watch?v=o7GYCOOS1pc,11
45,Brinquedo Assassino,Tom Holland,6.718,Terror,1988,Inglês,"Após a babá do garotinho de seis anos, Andy Barclay, ser violentamente arremessada pela janela, ninguém acredita nele quando diz que ""Chucky"", o boneco que ganhou de aniversário, foi o culpado! Até que as coisas começam a dar errado... mortalmente errado. E quando uma série de terríveis assassinatos leva um detetive de volta ao mesmo brinquedo, ele descobre que o verdadeiro terror tinha apenas começado – o boneco perturbado planeja transferir seu espírito mau para um ser vivo – o pequeno Andy.",https://image.tmdb.org/t/p/w500/pdnXDnuAWIc9pwobTQ5XknlcbbS.jpg,https://www.youtube.com/watch?v=PMHAPMGXQ9s,19
46,Cinema Paradiso,Giuseppe Tornatore,8.437,Drama,1988,Italiano,"Um diretor de cinema relembra como, em sua infância, se apaixonou pelo filmes no cinema de seu vilarejo e iniciou uma profunda amizade com o projetista.",https://image.tmdb.org/t/p/w500/kkmwHNAiCea2QGX6kgPmdDKaWyp.jpg,https://www.youtube.com/watch?v=S7GZlpJNOQ8,10
47,Os Garotos Perdidos,Joel Schumacher,7.082,Terror,1987,Inglês,"Os irmãos adolescentes Michael e Sam se mudam com a sua mãe para uma pequena cidade no norte da Califórnia. Enquanto o jovem Sam encontra novos amigos com interesses semelhantes, o angustiado Michael acaba se apaixonando por Star, que está envolvida com David, o líder de uma gangue local de vampiros. Ao se dar conta do que está acontecendo, Sam e seus novos amigos embarcam na missão de salvar Michael e Star dos mortos-vivos.",https://image.tmdb.org/t/p/w500/xlzkIfReoFJbPkbV67NcsuMcu6T.jpg,https://www.youtube.com/watch?v=tuvoWMTtGKk,19
