Nome do filme,Diretor,Avaliação,Número de votos,Sinopse,Gênero,Ano de lançamento,Língua,Link para a capa,Trailer,Duração
O Mundo Fantástico de Oz,Walter Murch,6.7,1025,"Dorothy, salva de um experimento psiquiátrico por uma misteriosa garota, por algum motivo estranho é chamada de volta ao mundo de Oz. É quando Dorothy se depara com uma bruxa que destrói tudo aquilo que faz de Oz uma Terra mágica.",Aventura,1985,en,https://image.tmdb.org/t/p/w500/bu72dwzvfXN8BaeBiV9FS0HjYpe.jpg,https://www.youtube.com/watch?v=q7DWx9xL23Y,109
Sexta-Feira 13 - Parte 5: Um Novo Começo,Danny Steinmann,5.249,1197,"Jason está de volta, com sua máscara e tudo o mais. Lá vem ele de novo com seus velhos truques diabólicos, nesta sequência. Desta vez, ele parece ter lançado seus olhares sobre os jovens pacientes de um isolado sanatório. E um pouco mais que seus alvos adolescentes acabam em metades, pedaços... Pode inventar que Jason bota pra quebrar.",Terror,1985,en,https://image.tmdb.org/t/p/w500/79mHifVkNPFe1mNdscrBJaUW60k.jpg,https://www.youtube.com/watch?v=A5xL_F1A1p0,92
O Caldeirão Mágico,Richard Rich,6.416,1350,"Taran é um cuidador de porcos com sonhos de se tornar um grande guerreiro. No entanto, ele tem que deixar seu sonho de lado quando um porco chamado Hen Wen é sequestrado por um senhor maligno conhecido como Rei Chifrudo. O vilão espera que Hen mostre o caminho para o Caldeirão Negro, que tem o poder de criar um gigantesco exército de soldados invencíveis.",Animação,1985,en,https://image.tmdb.org/t/p/w500/euAKR1FKFxkS7MCVDVYgdoa15km.jpg,https://www.youtube.com/watch?v=isAtOHLiMH8,80
A Hora do Espanto,Tom Holland,7.04,1423,"O estudante do ensino médio Charley Brewster descobre acidentalmente a verdadeira e assustadora natureza de Jerry Dandrige, seu elegante e enigmático novo vizinho, mas ninguém parece disposto a acreditar nele.",Comédia,1985,en,https://image.tmdb.org/t/p/w500/NVxEbBRFNQPmUrSSi4n66wSidV.jpg,https://www.youtube.com/watch?v=PMRH0RIEjnc,106
Entre Dois Amores,Sydney Pollack,7.173,1408,"Karen Blixen é uma rica dinamarquesa que vai morar em uma fazenda de café no Quênia com Bror Blixen-Finecke, um barão com quem se casou por conveniência. Mas o casal vive como se fossem mais amigos do que amantes e acabam se separando e Bror vai embora. Agora Karen está sozinha na fazendo cuidando do trabalho, mas conhece Denys Finch Hatton, um aristocrata inglês que se torna seu grande amor.",História,1985,en,https://image.tmdb.org/t/p/w500/9uVlbT7HSas74O792HGJm5Btnnx.jpg,https://www.youtube.com/watch?v=2EW2kNCmZZ0,161
A Joia do Nilo,Lewis Teague,6.214,1182,"A escritora Joan Wilder (Kathleen Turner) e o aventureiro Jack Colton (Michael Douglas) navegaram juntos em direção ao pôr-do-sol. Nesta sequência eletrizante, Ralph (Danny DeVito) está novamente seguindo sua pista e todos estão se embrenhando rapidamente em uma trilha perigosa através do selvagem Deserto do Norte da África. Nem mesmo tribos traiçoeiras, câmaras mortais e vilões que parecem brotar de todos os lados podem impedir este trio de encontrar de uma vez por todas aquela misteriosa jóia.",Aventura,1985,en,https://image.tmdb.org/t/p/w500/ezw2AZ2TUHtjwDABW3HkCg62wcz.jpg,https://www.youtube.com/watch?v=C7zjWIyAsDo,106
Cocoon,Ron Howard,6.622,1314,"Extra-terrestres vem a Terra com a missão de recuperar casulos com seres de outro planeta sendo que, enquanto os casulos vão sendo recuperados, eles são colocados em uma piscina, energizada pelos alienígenas. Mas os extraterrenos ignoram o fato desta piscina ser utilizada por três idosos moradores de um asilo, que logo passam a ter uma disposição fantástica. Porém, quando descobrem a origem da sua juventude, um dilema surge na vida deles.",Comédia,1985,en,https://image.tmdb.org/t/p/w500/wqNNm36j3nkucAucHEGAW5pNZcd.jpg,https://www.youtube.com/watch?v=zohgyAAKF6M,117
A Rosa Púrpura do Cairo,Woody Allen,7.4,1067,"Em área pobre de Nova Jersey, durante a Depressão, uma garçonete (Mia Farrow) que sustenta o marido bêbado e desempregado, que só sabe ser violento e grosseiro, foge da sua triste realidade assistindo filmes. Mas ao ver pela quinta vez ""A Rosa Púrpura do Cairo"" acontece o impossível! Quando o herói da fita sai da tela para declarar seu amor por ela, isto provoca um tumulto nos outros atores do filme e logo o ator que encarna o herói viaja para lá, tentando contornar a situação. Assim, ela se divide entre o ator e o personagem.",Fantasia,1985,en,https://image.tmdb.org/t/p/w500/w9lczCYLLy2UMvB6z19bRamX0Ke.jpg,https://www.youtube.com/watch?v=bFmAxUfx6Oc,82
Dia dos Mortos,George A. Romero,7.039,1282,"Os mortos-vivos dominam a Terra e apenas um pequeno número de humanos consegue resistir. Os sobreviventes, entre eles soldados e cientistas, se refugiam em um abrigo militar subterrâneo, mas a situação está cada vez mais crítica. Uma das últimas esperanças pode estar nas pesquisas realizadas pelo excêntrico Doutor Logan, mas a tensão e o desespero entre os humanos crescem cada vez mais.",Terror,1985,en,https://image.tmdb.org/t/p/w500/dFvzwRGgiKhjpbZIELfjiEq0Y6U.jpg,https://www.youtube.com/watch?v=COj7ro8AjT8,101
Inimigo Meu,Wolfgang Petersen,6.946,990,"Dois guerreiros envolvidos em uma selvagem guerra futurística entre a Terra e o planeta Dracon, são abatidos e fazem aterrissagens forçadas em um planeta desolado e inóspito. A princípio, o humano e seu inimigo, um réptil alienígena, estão determinados a destruírem-se mutuamente. Mas após terem que enfrentar as forças da natureza e um ao outro, os dois pilotos perdidos gradualmente percebem que a única maneira de manterem-se vivos é superando o ódio mortal.",Drama,1985,en,https://image.tmdb.org/t/p/w500/y42vSa0Kv9czbCKJiaeDGGRLXpa.jpg,https://www.youtube.com/watch?v=J8wLPApYGOw,108
Aliens: O Resgate,James Cameron,7.953,10106,"Cinquenta e quatro anos após escapar da ""Nostromo"", a tenente Ripley é encontrada a flutuar, perdida no espaço, ainda adormecida. De volta ao nosso planeta, ela conta tudo o que lhe aconteceu, mas ninguém acredita realmente nela, ou lhe parece dar crédito, até que uma colônia de humanos, criada no planeta onde ela encontrou o primeiro Alienígena, deixa de emitir comunicações subitamente. Ela então é convocada para auxiliar uma expedição militar ao local, sendo a única aparentemente consciente de que o pesadelo está longe do fim.",Ação,1986,en,https://image.tmdb.org/t/p/w500/hTTt89V7S3e3YGpf6g3Ng9pro1i.jpg,https://www.youtube.com/watch?v=oSeQQlaCZgU,135
Platoon,Oliver Stone,7.742,4700,"Cris (Charles Sheen) é um estudante universitário patriota que abandona os estudos para se alistar na Guerra no Vietnã. Mas quando chega no front da guerra do Sudoeste Asiático, o mesmo se defronta com a dura realidade de uma guerra onde os prováveis ""hérois"" tem o seu caráter deformado e as suas ilusões vão-se desmoronando.",Drama,1986,en,https://image.tmdb.org/t/p/w500/ppzDmaYdw0WQg9Qy29SYCh9Dvog.jpg,https://www.youtube.com/watch?v=R8weLPF4qBQ,120
Highlander: O Guerreiro Imortal,Russell Mulcahy,6.9,2689,"Connor MacLeod, um guerreiro escocês do século XVI, imortal e, após algum tempo, encontra Juan Ramirez, imortal como ele. Ramirez o ensina a manejar uma espada, pois a única forma de matar um imortal é cortando sua cabeça. Após alguns séculos, surge um inimigo, imortal como ambos, que pretende decapitar Connor, para se tornar o único imortal da face da Terra.",Aventura,1986,en,https://image.tmdb.org/t/p/w500/74PP2NUjqjJi9QzHNjQlg1jUOdY.jpg,https://www.youtube.com/watch?v=Bky9VbKcyIk,116
O Castelo no Céu,Hayao Miyazaki,7.973,4339,"Pazu, um aprendiz de engenheiro, encontra uma jovem garota, Sheeta, flutuando pelos céus e usando um colar brilhante. Juntos eles descobriram que ambos estão procurando por um lendário castelo flutuante, Laputa, e prometem desvendar o mistério do cristal luminoso do colar de Sheeta. Contudo, a aventura deles não será fácil. Há piratas gananciosos dos céus, agentes secretos do governo e obstáculos impressionantes que tentam esconder a verdade e os separá-los.",Aventura,1986,ja,https://image.tmdb.org/t/p/w500/1yoI4FyiUamyWhZtnfH81se206f.jpg,https://www.youtube.com/watch?v=8ykEy-yPBFc,124
Conta Comigo,Rob Reiner,7.854,6060,"Em uma pequena cidade do Oregon, quatro amigos - o sensível Gordie, o durão Chris, o destemido Teddy e o acovardado Vern - resolvem sair à procura do cadáver de um adolescente desaparecido, que foi atropelado por um trem. O objetivo dos garotos é o de ser vistos como heróis diante dos amigos e dos moradores da cidade. Assim, eles partem numa inesquecível viagem de dois dias que se transforma em uma odisseia de autodescoberta e que evolui para um evento marcante em suas vidas.",Crime,1986,en,https://image.tmdb.org/t/p/w500/mRjlNNPo5wzQ67Ikg5ZWFwWF2jM.jpg,https://www.youtube.com/watch?v=-0jDyn5thTY,89
Curtindo a Vida Adoidado,John Hughes,7.573,5033,"No último semestre do curso do colégio, o estudante Ferris Bueller (Matthew Broderick) sente um incontrolável desejo de matar aula e planeja um grande passeio na cidade com a namorada Sloane Peterson (Mia Sara) e com seu melhor amigo Cameron Frye (Alan Ruck) à bordo de uma Ferrari. Só que, para poder realizar seu desejo, ele precisa escapar do diretor do colégio Ed Rooney (Jeffrey Jones) e de sua própria irmã Jeanie Bueller (Jennifer Grey).",Comédia,1986,en,https://image.tmdb.org/t/p/w500/kUqhcfr5IoaE76NOIQl53gn3y3Q.jpg,https://www.youtube.com/watch?v=Of5TyBdeLeQ,103
A Mosca,David Cronenberg,7.418,4589,"Seth Brundie (Jeff Goldblum) é um cientista excêntrico que trabalha numa nova invenção, uma máquina de teletransporte - a TelePod. Ao seu lado, tem Veronica (Geena Davis), uma jornalista que acompanha seus projetos acreditando ser essa a história do ano. Ao experimentar seu novo invento, Seth não percebe que uma mosca entrou na cabine do teletransporte. O imprevisto faz com que os padrões moleculares do homem e do inseto se misturem e, pouco a pouco, o cientista vai sofrendo terríveis transformações.",Terror,1986,en,https://image.tmdb.org/t/p/w500/iItA02bR1oBFlI7w5qi7AndVvmt.jpg,https://www.youtube.com/watch?v=K7SNZpm2k6c,96
Labirinto: A Magia do Tempo,Jim Henson,7.265,2514,"Frustrada por ter de cuidar do irmão caçula enquanto seus pais estão fora, a adolescente Sarah sonha em se livrar da criança, que não para de chorar. Atendendo seu pedido, o Rei dos Duendes, personagem de um dos livros de Sarah, ganha vida e sequestra o bebê. Arrependida, a menina terá de enfrentar um labirinto e resgatar o irmão antes da meia-noite para evitar que ele seja transformado em um duende.",Aventura,1986,en,https://image.tmdb.org/t/p/w500/wqe2yUPPdUqJe3mBoyVfWfZ47s1.jpg,https://www.youtube.com/watch?v=-9vcQW_48D4,111
9 ½ Semanas de Amor,Adrian Lyne,6.099,1032,"Elizabeth, uma curadora de galeria de arte de Nova York, está divorciada e se envolve em um relacionamento sexual obsessivo com John, um atraente corretor de Wall Street. Seus jogos sexuais, estimulantes e excitantes no início, ficam cada vez mais perversos e ela começa a temer por sua sanidade.",Drama,1986,en,https://image.tmdb.org/t/p/w500/etP3gu6FZdMdWnTwZEhEpF5UMhq.jpg,https://www.youtube.com/watch?v=LGSc0pXHMJU,117
Stallone: Cobra,George P. Cosmatos,6.134,1808,"O tenente Marion ""Cobra"" Cobretti está no centro de uma série de assassinatos cometidos por uma sociedade secreta chamada Nova Ordem, em que os assassinos escolhem os membros mais fracos da sociedade para o extermínio. Com o número de homicídios aumentando, Cobra mantém a modelo Ingrid em custódia depois que ela testemunha contra o líder da Nova Ordem. Cobra se apaixona por Ingrid e eles encontram abrigo em uma pequena cidade, mas logo precisam lutar pela sobrevivência.",Ação,1986,en,https://image.tmdb.org/t/p/w500/hq95vDBwjw7zL1IRuIF7MluunOa.jpg,https://www.youtube.com/watch?v=czzIGc7v6aI,87
Crocodilo Dundee,Peter Faiman,6.414,1948,"Michael J. “Crocodilo” Dundee é um criativo australiano que caça crocodilos com as próprias mãos, derruba gigantescos búfalos aquáticos e bebe como ninguém. Mas ele está prestes a enfrentar um tremendo teste de tortura: Uma viagem à Nova Iorque. A bela e persistente repórter Sue Charlton consegue mais que uma simples matéria, quando ""a maravilha australiana"" põe Nova Iorque de pernas para o ar.",Aventura,1986,en,https://image.tmdb.org/t/p/w500/wYJj9QRGV0n6gQ9UqeLnOMDtIc4.jpg,https://www.youtube.com/watch?v=_eED8IAv_Ac,97
A Missão,Roland Joffé,7.397,1439,"No final do século XVIII Mendoza (Robert De Niro), um mercador de escravos, fica com crise de consciência por ter matado Felipe (Aidan Quinn), seu irmão, num duelo, pois Felipe se envolveu com Carlotta (Cherie Lunghi). Ela havia se apaixonado por Felipe e Mendoza não aceitou isto, pois ela tinha um relacionamento com ele. Para tentar se penitenciar Mendoza se torna um padre e se une a Gabriel (Jeremy Irons), um jesuíta bem intencionado que luta para defender os índios, mas se depara com interesses econômicos.",Aventura,1986,en,https://image.tmdb.org/t/p/w500/hY49cnr03m92iTiKstUCxeQFayP.jpg,https://www.youtube.com/watch?v=o7aTvYJBHw4,126
Veludo Azul,David Lynch,7.6,3483,"Jeffrey Beaumont (Kyle MacLachlan), um rapaz simplório que acaba de voltar à cidade, envolve-se em uma perigosa investigação sobre os negócios de um traficante de drogas (Dennis Hopper) que mantém uma sádica relação com a bela cantora de cabaré Dorothy Vallens (Isabella Rossellini).",Mistério,1986,en,https://image.tmdb.org/t/p/w500/xmmGPDiqxCdE9UZVKoMXmgjYKT5.jpg,https://www.youtube.com/watch?v=rAA6imfqMYQ,120
Os Aventureiros do Bairro Proibido,John Carpenter,7.209,3104,"Jack Burton é um motorista de caminhão durão e esperto, cuja vida errante pelas estradas leva a uma inesperada corrida contra o tempo quando a noiva de seu melhor amigo é raptada. Em uma busca frenética, Jack encontra-se em Chinatown, São Francisco, em um mundo mágico e repleto de seres estranhos governados por Lo Pan, um mago de dois mil anos de idade que implacavelmente controla um império de espíritos. Lutando contra demônios e enfrentando horrores indescritíveis, Jack penetra no mundo obscuro de Lo Pan em uma aventura a todo vapor para resgatar a garota.",Ação,1986,en,https://image.tmdb.org/t/p/w500/ca1yCHxWCXUn5E9XVIcJ2JveEfv.jpg,https://www.youtube.com/watch?v=4MB8Pjn8vyQ,100
Jornada nas Estrelas IV: A Volta para Casa,Leonard Nimoy,7.146,1521,"Marcados como fugitivos pela própria Federação que juraram proteger, os tripulantes da Enterprise voltam para a Terra para enfrentar a corte marcial por crimes cometidos ao salvar a vida de Spock. Em seu caminho, contudo, descobrem que o planeta está sendo devastado por uma gigantesca sonda alienígena, que exige uma resposta de uma forma de vida há muito extinta da Terra. Dentro da nave klingon capturada, Kirk e sua tripulação devem voltar no tempo para salvar a Terra e redescobrir o sentido da amizade.",Ficção científica,1986,en,https://image.tmdb.org/t/p/w500/1QfHoXsGaMc1OgGcBoPNxcJ9WeI.jpg,https://www.youtube.com/watch?v=QOhoIBkOYf0,118
O Destemido Senhor da Guerra,Clint Eastwood,6.9,1044,"O sargento da Marinha Thomas Highway é um veterano condecorado de duas guerras, que foi designado para treinar um grupo de recrutas indisciplinados. Em seu último posto, ele era cercado por oficiais sem experiência alguma de combate que o consideravam um homem estranho e até mesmo perigoso. Conforme o sargento prepara seus homens para guerra, que eles acreditam que não acontecerá, os Estados Unidos invade Granada.",Guerra,1986,en,https://image.tmdb.org/t/p/w500/ztSXQQXnBkMPo6hBqZFuIcs0UbB.jpg,https://www.youtube.com/watch?v=ZOo4ir1MtoI,130
As Peripécias do Ratinho Detetive,Ron Clements,7.045,1701,"Depois que seu pai, um fabricante de brinquedos, é sequestrado, a ratinha Olivia chama o grande detetive Basil, considerado o Sherlock Holmes dos roedores, para ajudá-la. Ele acredita que Ratagão, seu arqui-inimigo, pode estar envolvido com o desaparecimento do senhor Flaversham, o pai de Olivia. Com um novo amigo, o Dr. Dawson, Basil parte para a caçada.",Animação,1986,en,https://image.tmdb.org/t/p/w500/2V4c6xPivHkFp2n0U6Y6AGZz2WI.jpg,https://www.youtube.com/watch?v=3BH5CJAENRw,74
"Howard, o Super-Herói",Willard Huyck,5.416,1042,"Howard é um simpático pato de temperamento sarcástico que chega à Terra por meio de um estranho experimento científico. Além de estar em um planeta desconhecido, terá de enfrentar outra criatura alienígena, que pegou carona no mesmo experimento e é bem menos amigável que ele. Embora cercado de problemas, algumas pessoas tentam afastá-lo de cientistas maldosos, oferecendo ajuda para ele voltar ao seu planeta.",Fantasia,1986,en,https://image.tmdb.org/t/p/w500/o471Swsc93IFUcixFRlhajNMl18.jpg,https://www.youtube.com/watch?v=yeU4UlDWfKI,110
A Pequena Loja dos Horrores,Frank Oz,6.95,1497,"Seymour Krelborn é um órfão que trabalha na floricultura do Sr. Mushnik. Ele passa seu tempo sendo explorado pelo patrão e sonhando acordado com Audrey, uma colega de trabalho. Um dia, após um eclipse solar, Seymour encontra uma planta estranha. Ele a compra e passa a chamá-la de Audrey II. Ao cuidar dela, ele acidentalmente corta o dedo e percebe que Audrey II tem um grande apetite por sangue. Com o tempo, a planta cresce cada vez mais, forçando Seymour a encontrar pessoas que possam servir de alimento para ela.",Terror,1986,en,https://image.tmdb.org/t/p/w500/yYBBEK2WzkLtwGyZlvMAmy8vokG.jpg,https://www.youtube.com/watch?v=QqFZuR6UzjA,94
Um Robô em Curto Circuito,John Badham,6.63,1514,"Atingido por um raio, o robô conhecido apenas como ""Número 5"" escapa de uma empresa de eletrônica experimental. Newton Crosby (Steve Guttenberg) e seu assistente Ben Jabituya (Fisher Stevens) são convocados para tentar localizá-lo. Nº 5 encontra a ecologista Stephanie Speck (Ally Sheedy), esperando ensinar tudo para o ""alienígena"", ela preenche o banco de memória de Nº 5 com cultura pop e é aí que começa a confusão. Filme também conhecido pelo título, O Incrível Robô.",Ficção científica,1986,en,https://image.tmdb.org/t/p/w500/5IOdsnPPaDtE3paa04HlkMZGA7e.jpg,https://www.youtube.com/watch?v=savkuEQKz8Q,98
Três Amigos!,John Landis,6.314,1036,"Quando uma pequena vila mexicana é aterrorizada por um conhecido fora-da-lei, uma jovem desesperada decide chamar os únicos heróis que ela conhece: Os legendários ""Três Amigos!"". Conhecidos por todos como intrépidos defensores da liberdade, estes corajosos vaqueiros de fato não passam de atores de cinema. Outrora famosos por seus filmes de faroeste, hoje eles estão desempregados e embora as únicas lutas de que já participaram na vida tenham acontecido apenas nos sets de filmagem, quando os criminosos atacam, os ""Três Amigos!"" descobrem que os bandidos e as balas de suas armas são bem reais!",Comédia,1986,en,https://image.tmdb.org/t/p/w500/5BlxocUtfFfpG1QJS7F4FtH6mZ0.jpg,https://www.youtube.com/watch?v=g9OAjqs6dOo,104
Criaturas,Stephen Herek,6.472,1009,"Do outro lado do espaço sideral, um pequeno grupo de terríveis criaturas com uma fome voraz escapa facilmente de um asteróide de segurança máxima e parte rumo à liberdade. Eles são seguidos de perto por caçadores de recompensa intergalácticos, que terão muito trabalho para impedi-los de chegar ao seu objetivo final: a Terra. Já no nosso planeta, as criaturas acabam caindo em uma pequena cidade do interior dos EUA, onde começam a devorar tudo (e todos) que vêem pela frente. Ou a vizinhança liderada por Helen Brown tenta combater esta ameaça por conta própria, ou serão todos vítimas destes seres famintos. A batalha começou em outra galáxia… e vai acabar bem no jardim da família Brown.",Comédia,1986,en,https://image.tmdb.org/t/p/w500/yRsQqmUVYcEEMLOxp9vsR13VJXb.jpg,https://www.youtube.com/watch?v=9V3YGz-u2Ts,82
Um Dia a Casa Cai,Richard Benjamin,6.512,1165,"Após ser despejado de seu apartamento em Manhattan, um jovem casal compra a casa dos sonhos, apenas para descobrir que seu sonho transformou-se no pior dos pesadelos. Richard Benjamin dirige este divertido filme em que o desafortunado casal luta para manter-se unido enquanto a casa cai e a conta do banco afunda.",Comédia,1986,en,https://image.tmdb.org/t/p/w500/lqwuZkUb8atZ5UmwUEesXjhafEI.jpg,https://www.youtube.com/watch?v=3N_PbHXk2Og,90
Sexta-Feira 13 - Parte 6: Jason Vive,Tom McLoughlin,6.22,1231,"Quando criança, Tommy fez o que muitos morreram tentando fazer: matar Jason Vorhees, o assassino que aterrorizava os habitantes de Crystal Lake. Agora, muitos anos depois, Tommy é perseguido pelo medo de que talvez Jason não esteja morto realmente. Ele vai ao cemitério com um amigo para cavar o túmulo de Jason. Infelizmente para Tommy, (e muito mais para seu amigo), eles descobrem não um corpo em decomposição, mas o próprio Jason que apenas descansara, e agora está pronto para retornar sua escalada de sangue e terror em ""Sexta-Feira 13 - Parte 6: Jason Vive"".",Terror,1986,en,https://image.tmdb.org/t/p/w500/teHEureSbe7W53fgjxyBfhIolZK.jpg,https://www.youtube.com/watch?v=u1vomXv42Sc,87
A Garota de Rosa Shocking,Howard Deutch,6.717,1132,"Andie é uma jovem de classe baixa na escola de Chicago, e costuma sair com sua antiga chefe e seu colega Duckie que é apaixonado por Andie. Quando um dos estudantes mais ricos e populares da escola, Blane convida Andie para sair, ela não acredita. Os dois iniciam um romance reprovado até por seus melhores amigos e enfrentam as barreiras de um relacionamento marcado pelas diferenças sociais.",Romance,1986,en,https://image.tmdb.org/t/p/w500/pAbD3qSFsjlPn056nkQiNR8O8Wj.jpg,https://www.youtube.com/watch?v=EsaN3I9jwFA,96
Loucademia de Polícia 3: De Volta ao Treinamento,Jerry Paris,5.809,1264,"A cidade tem duas academias de polícia, uma está sob o comando de Eric Lassard e a outra de Mauser. Este último soube que o estado, por falta de verbas, fechará uma das duas. Para se proteger, fala com Kyle Banks e Chad Copeland e os suborna, para que ter certeza que os cadetes de Lassard fracassarão. Lassard, por sua vez, chama seus formandos prediletos: Mahoney, Hightower, Jones, Tackleberry e Hooks que, junto Callahan, tentam treinar os cadetes na esperança de salvar a Academia.",Comédia,1986,en,https://image.tmdb.org/t/p/w500/rw0w3a6Ql2kngXRdFNvdgAbfiql.jpg,https://www.youtube.com/watch?v=iewE-93HglI,84
A Cor do Dinheiro,Martin Scorsese,6.856,1406,"Eddie Felson é um ex-campeão de snooker que, num bar, conhece Vincent, um jovem de grande talento no taco. Eddie decide lhe ensinar tudo o que sabe e fazer dele uma versão mais jovem de si mesmo. Mas a amizade entre eles se torna uma verdadeira guerra quando os dois se interessam pela mesma mulher.",Drama,1986,en,https://image.tmdb.org/t/p/w500/aT7kw504dWZ9C01966O3tQFM50K.jpg,https://www.youtube.com/watch?v=_vHGXXmxl2o,119
Um Conto Americano,Don Bluth,6.727,1368,"Na virada do século 19, a família Ratowitz emigra da Rússia para os Estados Unidos em busca de uma vida melhor. Não há gatos na América e as ruas são pavimentadas com queijo, acreditam eles. Chegando em Nova York, o pequeno ratinho Fievel fica maravilhado com a cidade e se perde dos pais. Começa uma incrível saga de encontros, desencontros, novas amizades e velhas ameaças através das perigosas ruas.",Animação,1986,en,https://image.tmdb.org/t/p/w500/a9elS5roP45lpMmaRKuhDTXFWv9.jpg,https://www.youtube.com/watch?v=tTQ0qTubGz8,80
O Rapto do Menino Dourado,Michael Ritchie,5.911,1103,"Detetive especialista em encontrar crianças perdidas descobre que é o Escolhido, um herói que vai proteger o Menino Dourado, garoto tibetano sequestrado por um feiticeiro. Mesmo sem acreditar em misticismo, o detetive descobre coisas intrigantes.",Ação,1986,en,https://image.tmdb.org/t/p/w500/VjC6xrU8gHMXTaL6aFfrLeT4Ao.jpg,https://www.youtube.com/watch?v=5aoGFs05NfY,94
Hannah e Suas Irmãs,Woody Allen,7.514,1070,"A filha mais velha de um casal de artistas, Hannah, é uma dedicada esposa, mãe carinhosa e atriz de sucesso. Uma leal defensora de suas duas confusas irmãs Lee e Holly, ela é também a espinha dorsal de uma família que parece se ressentir de sua estabilidade quase tanto quanto dependem da mesma. Mas quando o mundo perfeito de Hannah é silenciosamente sabotada pela rivalidade fraterna, ela finalmente começa a ver que está tão perdida quanto todos os outros, e para poder se encontrar, ela terá que escolher entre a independência e ... a família sem a qual ela não pode viver.",Comédia,1986,en,https://image.tmdb.org/t/p/w500/546N4k22NkOnMvVI1OzRBTBQVoT.jpg,https://www.youtube.com/watch?v=vTiiMIvtiuY,103
Caçador de Assassinos,Michael Mann,7.005,1398,"Afastado do FBI por conta de um colapso nervoso, o agente Will Graham é convocado novamente para auxiliar na captura de um perigoso serial killer que tem aterrorizado a cidade. Com especial habilidade em desvendar mentes criminosas, ele precisará contar também com as dicas do último homem que prendeu, responsável por provocar sua crise: o Dr. Hannibal Lecktor.",Crime,1986,en,https://image.tmdb.org/t/p/w500/sg9lS8hb7JHjv24LDLyPjYLZ3Ab.jpg,https://www.youtube.com/watch?v=5zl6IxPJSVc,119
O Predador,John McTiernan,7.534,8360,"O major Alan ""Dutch"" Schaefer lidera uma equipe de resgate em uma selva da América Central, para tentar encontrar um ministro estrangeiro e funcionários do governo que saíram da rota e se perderam. O exército acredita que eles estejam nas mãos de guerrilheiros, mas o que eles não imaginam é que a floresta esconde uma ameaça mortal, um ser de outro planeta, fortemente armado, que sente enorme prazer em matar.",Ficção científica,1987,en,https://image.tmdb.org/t/p/w500/2B6yDvD0hre65fyRi9LC3UJ9uSq.jpg,https://www.youtube.com/watch?v=_1wDBNHYDv8,107
A Princesa Prometida,Rob Reiner,7.682,4704,"A princesa Buttercup é raptada por uma bizarra gangue com um plano mirabolante para criar um incidente internacional. Seus membros logo descobrem que estão sendo perseguidos pelo pirata Roberts, que pode ser também Westley, o único - porém já esquecido - amor da princesa. Uma combinação bizarra de lutas de capa e espada, aventura, fantasia e comédia. Um divertidíssimo trabalho do diretor Rob Reiner.",Aventura,1987,en,https://image.tmdb.org/t/p/w500/9tXM8AR7BZ8cu6JkI9FlBl98Vao.jpg,https://www.youtube.com/watch?v=O3CIXEAjcc8,98
S.O.S.: Tem um Louco Solto no Espaço,Mel Brooks,6.842,3085,"O planeta Spaceball está em crise, após seus vilões atrapalhados desperdiçarem a atmosfera do lugar. Agora, eles vão tentar roubar o ar de um planeta mais fraco, fazendo com que a princesa Vespa peça ajuda de dois mercenários intergalácticos.",Comédia,1987,en,https://image.tmdb.org/t/p/w500/AtKEMsKVesAGM5hXCmTyU5CyBfy.jpg,https://www.youtube.com/watch?v=RK0yd4LtLdg,96
RoboCop - O Policial do Futuro,Paul Verhoeven,7.338,5303,"Em uma Detroit violenta e quase apocalíptica, a malvada corporação Omni Consumer Products (OCP) ganha um contrato do governo municipal para privatizar a força policial. Para testar seus ciborgues de erradicação do crime, a empresa leva o policial de rua Alex Murphy a um confronto armado com o senhor do crime Boddicker para que eles possam usar seu corpo para apoiar seu protótipo não testado do RoboCop. Mas quando RoboCop descobre os planos nefastos da empresa, ele se volta contra seus mestres.",Ação,1987,en,https://image.tmdb.org/t/p/w500/uZ27cWusfoGFh7sOiUsIENxW48S.jpg,https://www.youtube.com/watch?v=chhjCPqp5W8,102
Os Intocáveis,Brian De Palma,7.758,5809,"Na Chicago dos anos 1930, o jovem agente federal Eliot Ness tenta acabar com o reinado de terror e corrupção instaurado pelo gângster Al Capone. Para isso, ele recruta um pequeno time de corajosos e incorruptíveis homens e conta com a ajuda do experiente policial Jim Malone.",Crime,1987,en,https://image.tmdb.org/t/p/w500/koEvh0qJ2cYdHD2fPGK6UGw7mo5.jpg,https://www.youtube.com/watch?v=2cGat1xI8G8,119
Máquina Mortífera,Richard Donner,7.285,4681,"Martin Riggs e Roger Murtaugh são dois policiais que se tornam parceiros para lutar contra uma quadrilha de traficantes de drogas, composta de ex-militares da Guerra do Vietnã. Só que nessa missão, Murtaugh ainda terá que lidar com as tendências suicidas de Riggs.",Aventura,1987,en,https://image.tmdb.org/t/p/w500/mE6PI7AR9GYCOu7M0zmTuzJGGCa.jpg,https://www.youtube.com/watch?v=bKeW-MGu-qQ,110
